l,size,n_eis_members,persistent_pairs,breaking_pairs,min_break_prime,pair_classes,conductors,members
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3200, 9600]","['3200s', '9600bq']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3200]","['3200t', '3200bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3200, 9600]","['3200y', '9600br']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3200, 9600]","['3200z', '9600bs']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3200, 9600]","['3200ba', '9600ca']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3206, 9618]","['3206c', '9618h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3213, 6426]","['3213m', '6426z']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3213, 6426]","['3213q', '6426k']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3216, 7504]","['3216l', '7504t']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3216, 5360]","['3216m', '5360k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3220, 9660]","['3220c', '9660c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3222]","['3222e', '3222g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3225]","['3225f', '3225j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3225, 6450]","['3225h', '6450l']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3225, 6450]","['3225i', '6450bg']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3234]","['3234b', '3234c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3248, 9744]","['3248d', '9744e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3248, 9744]","['3248n', '9744l']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3249, 6498]","['3249f', '6498x']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3249, 6498]","['3249g', '6498w']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3262, 4893]","['3262b', '4893c']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3264, 5440]","['3264f', '5440j']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3264, 5440]","['3264p', '5440k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3267, 6534]","['3267j', '6534m']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3267, 6534]","['3267k', '6534bc']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3270, 4578]","['3270d', '4578f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3275, 9825]","['3275a', '9825d']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3280, 7216]","['3280g', '7216d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3283, 9849]","['3283a', '9849m']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3283, 6566]","['3283e', '6566f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3286, 9858]","['3286a', '9858b']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3298, 8245]","['3298c', '8245f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3300]","['3300a', '3300f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3300]","['3300d', '3300h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3300]","['3300g', '3300i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3300]","['3300j', '3300o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3300]","['3300n', '3300q']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3306, 7163]","['3306d', '7163a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3325, 9975]","['3325b', '9975b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3325, 6650]","['3325f', '6650d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3325, 6650]","['3325h', '6650v']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3325, 9975]","['3325i', '9975p']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3325, 6650]","['3325k', '6650q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3330]","['3330k', '3330l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3330]","['3330u', '3330y']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3332, 9996]","['3332a', '9996a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3332, 9996]","['3332b', '9996i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3332, 9996]","['3332d', '9996f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3332, 9996]","['3332e', '9996n']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3339, 6678]","['3339d', '6678e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3339, 6678]","['3339g', '6678u']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3344]","['3344b', '3344c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3345, 6690]","['3345e', '6690f']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3354, 7826]","['3354b', '7826b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3354]","['3354d', '3354f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3360]","['3360q', '3360r']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3360]","['3360x', '3360y']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3364]","['3364b', '3364c']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3381, 5635]","['3381c', '5635g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3381, 6762]","['3381h', '6762f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3384]","['3384a', '3384c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3417, 6834]","['3417b', '6834j']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3417, 5025]","['3417c', '5025c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3417, 6834]","['3417e', '6834e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3422]","['3422g', '3422h']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3440, 4816]","['3440e', '4816d']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3444, 5740]","['3444a', '5740c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3444]","['3444b', '3444c']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3444, 9348]","['3444e', '9348a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3450]","['3450a', '3450f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3450]","['3450e', '3450g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3450]","['3450i', '3450m']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3450]","['3450t', '3450ba']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3450]","['3450x', '3450bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3455, 6910]","['3455c', '6910g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3465, 6930]","['3465m', '6930i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3465, 6930]","['3465o', '6930k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3465, 6930]","['3465q', '6930bg']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3468, 8092]","['3468c', '8092a']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3468, 8092]","['3468h', '8092h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3472]","['3472g', '3472h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3480]","['3480e', '3480f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3480]","['3480h', '3480i']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3480, 8120]","['3480o', '8120g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3525, 7050]","['3525d', '7050b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3525, 7050]","['3525h', '7050v']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3525, 7050]","['3525i', '7050s']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3525]","['3525l', '3525m']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3525, 7050]","['3525o', '7050q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3528]","['3528a', '3528b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3528]","['3528c', '3528f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3528]","['3528m', '3528n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3528]","['3528o', '3528r']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3528]","['3528s', '3528t']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3528]","['3528v', '3528w']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3538]","['3538a', '3538b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3540]","['3540c', '3540d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3542]","['3542g', '3542h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3549, 7098]","['3549d', '7098bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3550]","['3550b', '3550h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3550]","['3550o', '3550q']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3575, 7150]","['3575c', '7150a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3575]","['3575d', '3575g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3575, 7150]","['3575f', '7150p']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3591, 7182]","['3591a', '7182p']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3591, 7182]","['3591b', '7182j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3600]","['3600a', '3600g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3600]","['3600b', '3600h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3600]","['3600e', '3600i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3600]","['3600f', '3600j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3600]","['3600k', '3600x']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3600]","['3600m', '3600s']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3600]","['3600n', '3600u']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3600]","['3600r', '3600w']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3600]","['3600t', '3600v']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3600]","['3600bb', '3600bd']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3600]","['3600bc', '3600be']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3600]","['3600bg', '3600bq']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3600]","['3600bl', '3600br']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3621, 7242]","['3621b', '7242k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3627, 7254]","['3627b', '7254e']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3640, 8008]","['3640j', '8008d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3648]","['3648r', '3648s']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3648]","['3648v', '3648x']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3650]","['3650d', '3650f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3650]","['3650j', '3650n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3654]","['3654a', '3654b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3654]","['3654g', '3654i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3654]","['3654n', '3654o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3666]","['3666b', '3666f']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3666, 8554]","['3666m', '8554k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3675, 7350]","['3675c', '7350a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3675]","['3675j', '3675p']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3675, 7350]","['3675m', '7350x']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3685, 7370]","['3685a', '7370a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3690]","['3690i', '3690k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3696]","['3696e', '3696h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3696]","['3696i', '3696j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3705, 7410]","['3705d', '7410q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3718]","['3718c', '3718d']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3718, 9295]","['3718e', '9295a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3718]","['3718r', '3718s']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3718, 9295]","['3718t', '9295e']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3740, 5236]","['3740c', '5236e']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3752, 8040]","['3752f', '8040d']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3760, 8272]","['3760b', '8272b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3760]","['3760j', '3760k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3762]","['3762j', '3762k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3770]","['3770e', '3770f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3774]","['3774b', '3774c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3774]","['3774f', '3774g']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3774, 6290]","['3774j', '6290e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3795, 7590]","['3795e', '7590r']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3800]","['3800d', '3800f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3822]","['3822w', '3822y']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3822]","['3822bd', '3822be']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3825]","['3825e', '3825k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3825]","['3825g', '3825o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3825]","['3825l', '3825m']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3843, 7686]","['3843f', '7686o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3850]","['3850f', '3850l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3850]","['3850g', '3850i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3850]","['3850q', '3850x']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3850]","['3850v', '3850bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3870]","['3870s', '3870u']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3870, 5418]","['3870t', '5418s']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3900]","['3900b', '3900e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3900]","['3900h', '3900i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3900]","['3900m', '3900n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3906]","['3906c', '3906e']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3910, 5865]","['3910g', '5865i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3915]","['3915b', '3915c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3915]","['3915d', '3915e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3915, 7830]","['3915j', '7830h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3915, 7830]","['3915n', '7830t']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3920]","['3920r', '3920t']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3920]","['3920w', '3920y']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3920]","['3920bf', '3920bk']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3920]","['3920bg', '3920bj']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3920]","['3920bh', '3920bi']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3933, 7866]","['3933b', '7866r']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3950]","['3950g', '3950i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3952]","['3952c', '3952e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3959, 7918]","['3959c', '7918b']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3975, 9275]","['3975a', '9275b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3975]","['3975b', '3975g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3975]","['3975h', '3975m']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3975]","['3975k', '3975l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3990]","['3990g', '3990h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3990]","['3990ba', '3990bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4002]","['4002d', '4002e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4002]","['4002o', '4002p']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4011, 8022]","['4011a', '8022a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4018]","['4018g', '4018k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4025, 8050]","['4025e', '8050u']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4050]","['4050d', '4050j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4050]","['4050g', '4050k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4050]","['4050i', '4050n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4050]","['4050l', '4050m']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4050]","['4050p', '4050q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4050]","['4050u', '4050z']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4050]","['4050v', '4050ba']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4050]","['4050w', '4050bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4050]","['4050bc', '4050bd']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4050]","['4050bi', '4050bj']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4056]","['4056b', '4056c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4056]","['4056l', '4056n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4080]","['4080b', '4080d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4080]","['4080g', '4080h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4080]","['4080s', '4080u']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4092]","['4092a', '4092b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4094]","['4094c', '4094d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4110]","['4110d', '4110f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4136]","['4136e', '4136f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4140]","['4140g', '4140k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4150]","['4150e', '4150f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4150]","['4150j', '4150p']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4165, 8330]","['4165b', '8330o']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4165, 8330]","['4165l', '8330w']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4165, 8330]","['4165p', '8330x']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4171, 8342]","['4171d', '8342d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4176]","['4176h', '4176i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4176]","['4176o', '4176p']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4176]","['4176t', '4176u']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4176]","['4176bd', '4176bi']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4176]","['4176be', '4176bj']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4176]","['4176bf', '4176bh']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4200]","['4200c', '4200h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4200]","['4200g', '4200i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4200]","['4200j', '4200p']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4200]","['4200q', '4200v']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4200]","['4200s', '4200u']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4200]","['4200x', '4200be']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4200]","['4200y', '4200bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4200]","['4200bc', '4200bd']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4209, 8418]","['4209c', '8418a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4225]","['4225d', '4225j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4225]","['4225e', '4225m']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4225, 8450]","['4225i', '8450x']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4225]","['4225k', '4225l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4225]","['4225n', '4225o']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4225, 8450]","['4225p', '8450h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4225, 8450]","['4225q', '8450v']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4230]","['4230e', '4230g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4230]","['4230h', '4230i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4230]","['4230o', '4230p']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4230]","['4230q', '4230r']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4230]","['4230s', '4230u']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4230]","['4230bb', '4230bd']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4230]","['4230be', '4230bf']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[4238, 8150]","['4238b', '8150b']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[4246, 6562]","['4246a', '6562a']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[4251, 6213]","['4251c', '6213c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4257, 8514]","['4257e', '8514e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4266]","['4266g', '4266i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4266]","['4266o', '4266q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4275]","['4275e', '4275n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4278]","['4278b', '4278c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4278]","['4278i', '4278j']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[4279, 5835]","['4279d', '5835c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4284]","['4284e', '4284f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4290]","['4290b', '4290c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4290]","['4290f', '4290h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4296]","['4296d', '4296e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4312]","['4312e', '4312f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4320]","['4320b', '4320c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4320]","['4320d', '4320e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4320]","['4320h', '4320i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4320]","['4320k', '4320l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4326]","['4326f', '4326g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4335, 8670]","['4335b', '8670p']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4335, 8670]","['4335g', '8670z']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[4343, 8686]","['4343b', '8686a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4350]","['4350c', '4350e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4350]","['4350d', '4350i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4350]","['4350j', '4350l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4350]","['4350o', '4350q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4350]","['4350v', '4350ba']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4350]","['4350x', '4350y']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[4356]","['4356g', '4356h']"
