l,size,n_eis_members,persistent_pairs,breaking_pairs,min_break_prime,pair_classes,conductors,members
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2450, 7350]","['2450s', '7350ch']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2450]","['2450t', '2450bc']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2450, 7350]","['2450w', '7350bs']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2450]","['2450x', '2450bg']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2450]","['2450y', '2450bh']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2450]","['2450ba', '2450bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2450]","['2450bd', '2450be']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2451]","['2451a', '2451c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2451, 4902]","['2451d', '4902k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2457]","['2457e', '2457f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2457]","['2457g', '2457h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2460]","['2460c', '2460d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2470, 7410]","['2470a', '7410j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2470, 7410]","['2470c', '7410m']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2470, 3458]","['2470e', '3458e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2475]","['2475a', '2475e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2475]","['2475d', '2475f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2480, 7440]","['2480b', '7440a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2480, 7440]","['2480f', '7440e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2484]","['2484b', '2484d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2484]","['2484f', '2484g']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2490, 6474]","['2490e', '6474i']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2496, 5824]","['2496r', '5824z']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2496, 5824]","['2496y', '5824r']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2499, 4165]","['2499a', '4165c']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2499, 4165]","['2499c', '4165e']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2499, 4165]","['2499i', '4165h']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2499, 4165]","['2499l', '4165i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2520]","['2520q', '2520s']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2522, 7566]","['2522e', '7566h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2530, 7590]","['2530c', '7590n']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2530, 3795]","['2530h', '3795a']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2534, 3801]","['2534a', '3801c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2534]","['2534d', '2534e']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2534, 4706]","['2534f', '4706e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2535, 5070]","['2535b', '5070m']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2535, 5070]","['2535g', '5070j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2535, 5070]","['2535h', '5070t']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2535, 5070]","['2535k', '5070w']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2535, 5070]","['2535l', '5070x']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2540, 9652]","['2540a', '9652b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2541, 5082]","['2541d', '5082b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2541, 5082]","['2541e', '5082q']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2541, 5082]","['2541h', '5082h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2541, 5082]","['2541i', '5082v']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2548]","['2548i', '2548j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2550]","['2550b', '2550e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2550]","['2550v', '2550y']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2550]","['2550bd', '2550bf']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2555, 5110]","['2555d', '5110e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2574]","['2574d', '2574g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2574]","['2574u', '2574v']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2575, 7725]","['2575a', '7725a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2576]","['2576e', '2576f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2576, 7728]","['2576m', '7728i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2590]","['2590e', '2590f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2597, 5194]","['2597e', '5194d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2600]","['2600b', '2600e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2600]","['2600k', '2600m']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2601, 5202]","['2601k', '5202k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2601, 5202]","['2601l', '5202j']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2610, 9135]","['2610m', '9135h']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2618, 9350]","['2618c', '9350d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2620, 7860]","['2620b', '7860b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2639, 5278]","['2639a', '5278c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2646]","['2646d', '2646e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2646]","['2646j', '2646k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2646]","['2646p', '2646q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2646]","['2646ba', '2646bc']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2650]","['2650c', '2650e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2650, 7950]","['2650h', '7950bp']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2655, 6903]","['2655a', '6903a']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2655, 6903]","['2655d', '6903c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2660]","['2660d', '2660e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2665, 7995]","['2665d', '7995i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2667, 5334]","['2667c', '5334d']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2674, 9550]","['2674c', '9550a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2674, 8022]","['2674e', '8022d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2678]","['2678f', '2678g']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2680, 3752]","['2680e', '3752k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2685, 5370]","['2685b', '5370c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2700]","['2700d', '2700k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2700]","['2700e', '2700h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2700]","['2700i', '2700j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2700]","['2700l', '2700t']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2700]","['2700n', '2700s']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2700]","['2700p', '2700u']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2700]","['2700q', '2700r']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2704, 8112]","['2704a', '8112q']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2704, 8112]","['2704g', '8112bg']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2704]","['2704h', '2704l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2704]","['2704i', '2704k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2704, 8112]","['2704m', '8112y']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2704, 8112]","['2704n', '8112w']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2706, 6314]","['2706h', '6314f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2706]","['2706j', '2706k']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2710, 4065]","['2710a', '4065a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2712]","['2712c', '2712d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2717, 5434]","['2717b', '5434d']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2718, 6795]","['2718d', '6795b']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2726, 6815]","['2726a', '6815a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2730]","['2730k', '2730l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2730]","['2730bb', '2730bc']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2736]","['2736m', '2736o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2736]","['2736v', '2736w']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2745, 5490]","['2745b', '5490s']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2758, 8274]","['2758g', '8274s']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2765, 5530]","['2765c', '5530e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2772]","['2772e', '2772g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2775]","['2775c', '2775e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2775, 5550]","['2775d', '5550k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2775, 5550]","['2775f', '5550j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2775, 5550]","['2775i', '5550be']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2775, 5550]","['2775j', '5550bn']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2790]","['2790c', '2790e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2790]","['2790i', '2790j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2790]","['2790n', '2790p']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2790]","['2790v', '2790x']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2793, 5586]","['2793e', '5586i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2793, 5586]","['2793h', '5586l']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2793, 5586]","['2793l', '5586bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2795, 8385]","['2795a', '8385a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2800]","['2800a', '2800i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2800, 8400]","['2800c', '8400s']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2800]","['2800p', '2800x']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2800, 8400]","['2800t', '8400bn']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2800]","['2800v', '2800bg']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2800]","['2800w', '2800bf']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2800]","['2800ba', '2800bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2800]","['2800bc', '2800bd']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2808]","['2808b', '2808c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2808]","['2808j', '2808k']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2828, 9292]","['2828a', '9292b']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2830, 7358]","['2830c', '7358b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2834]","['2834c', '2834d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2835, 5670]","['2835d', '5670d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2835, 5670]","['2835h', '5670q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2842]","['2842b', '2842c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2842, 8526]","['2842f', '8526r']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2850]","['2850c', '2850d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2850]","['2850h', '2850n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2850]","['2850t', '2850v']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2856]","['2856h', '2856i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2888, 8664]","['2888a', '8664b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2888, 8664]","['2888d', '8664n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2890]","['2890e', '2890f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2890]","['2890h', '2890k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2890]","['2890i', '2890l']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2890, 8670]","['2890m', '8670u']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2890, 8670]","['2890n', '8670o']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2890, 8670]","['2890o', '8670q']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2890, 8670]","['2890p', '8670y']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2890, 8670]","['2890q', '8670ba']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2898]","['2898e', '2898f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2900]","['2900c', '2900d']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2905, 3486]","['2905b', '3486i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2914]","['2914a', '2914b']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2919, 9591]","['2919a', '9591a']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2922, 6818]","['2922a', '6818a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2925]","['2925e', '2925o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2925]","['2925f', '2925p']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2925, 5850]","['2925h', '5850j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2925, 5850]","['2925l', '5850r']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2925, 5850]","['2925n', '5850p']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2925]","['2925s', '2925t']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2934]","['2934k', '2934n']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2934, 7335]","['2934o', '7335b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2950, 8850]","['2950b', '8850k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2950]","['2950f', '2950i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2950]","['2950g', '2950j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2950]","['2950l', '2950s']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2950]","['2950n', '2950u']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2950]","['2950q', '2950v']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2950, 8850]","['2950r', '8850ba']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2955, 5910]","['2955a', '5910c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2960, 8880]","['2960f', '8880t']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2960, 8880]","['2960m', '8880r']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2961]","['2961c', '2961e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2961, 5922]","['2961g', '5922m']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2964]","['2964b', '2964c']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2970, 4158]","['2970b', '4158c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2970]","['2970m', '2970o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2970]","['2970p', '2970r']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[2970, 4158]","['2970v', '4158q']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2975, 5950]","['2975b', '5950n']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2975, 5950]","['2975c', '5950d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[2992]","['2992b', '2992c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[2992, 8976]","['2992f', '8976ba']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3003, 6006]","['3003f', '6006u']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3003, 6006]","['3003i', '6006o']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3010, 9030]","['3010g', '9030o']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3010, 9030]","['3010h', '9030z']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3021, 6042]","['3021b', '6042k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3024]","['3024e', '3024f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3024]","['3024j', '3024l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3024]","['3024t', '3024v']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3024]","['3024bb', '3024bd']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3025]","['3025c', '3025d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3025]","['3025e', '3025f']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3026, 4539]","['3026b', '4539b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3030]","['3030e', '3030f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3030]","['3030k', '3030m']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3030, 3535]","['3030u', '3535b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3036]","['3036b', '3036c']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3036, 5060]","['3036j', '5060f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3038]","['3038l', '3038m']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3042]","['3042d', '3042f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3042]","['3042g', '3042h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3042]","['3042n', '3042o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3050]","['3050b', '3050e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3050]","['3050c', '3050d']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3050]","['3050g', '3050l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3050]","['3050h', '3050k']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3054]","['3054a', '3054b']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3054, 3563]","['3054f', '3563a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3060]","['3060k', '3060m']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3066]","['3066a', '3066b']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3073, 7463]","['3073b', '7463a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3075, 6150]","['3075e', '6150z']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3075]","['3075h', '3075m']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3075, 6150]","['3075j', '6150r']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3100]","['3100a', '3100b']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3100]","['3100e', '3100f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3102]","['3102c', '3102d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3105, 6210]","['3105g', '6210k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3105, 6210]","['3105h', '6210bc']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3120, 7280]","['3120d', '7280h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3120]","['3120j', '3120l']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3120]","['3120m', '3120o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3120]","['3120s', '3120t']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3120]","['3120x', '3120y']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3135, 6270]","['3135c', '6270h']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3135, 8151]","['3135d', '8151i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3136, 9408]","['3136a', '9408b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3136, 9408]","['3136b', '9408w']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3136, 9408]","['3136f', '9408n']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3136, 9408]","['3136g', '9408bc']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3136, 9408]","['3136o', '9408bq']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3136, 9408]","['3136p', '9408ck']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3136, 9408]","['3136w', '9408by']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3136, 9408]","['3136x', '9408cx']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3146, 4719]","['3146f', '4719h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3146, 9438]","['3146g', '9438n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3146]","['3146h', '3146i']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3146, 4719]","['3146k', '4719e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3146, 9438]","['3146l', '9438u']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3146, 9438]","['3146m', '9438ba']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3150]","['3150a', '3150e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3150]","['3150c', '3150j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3150]","['3150f', '3150g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3150]","['3150h', '3150i']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3150]","['3150l', '3150r']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3150]","['3150p', '3150q']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3150]","['3150v', '3150z']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3150]","['3150x', '3150be']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3150]","['3150ba', '3150bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3150]","['3150bc', '3150bd']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3150]","['3150bj', '3150bq']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3150]","['3150bl', '3150br']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3168]","['3168i', '3168j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3168]","['3168z', '3168ba']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3179, 9537]","['3179a', '9537i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3179, 6358]","['3179d', '6358c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3179, 6358]","['3179f', '6358f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3185]","['3185b', '3185c']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3185]","['3185f', '3185g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3186]","['3186e', '3186f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3186]","['3186i', '3186j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3186]","['3186o', '3186p']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3186]","['3186s', '3186t']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[3190, 4466]","['3190b', '4466b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3200, 9600]","['3200b', '9600i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3200, 9600]","['3200c', '9600bb']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3200, 9600]","['3200d', '9600bc']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3200]","['3200g', '3200o']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3200]","['3200i', '3200m']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[3200]","['3200j', '3200n']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[3200, 9600]","['3200l', '9600ba']"
