cond,class,euler_factors,sealed
8366,8366.a,null,0
8367,8367.a,null,0
8368,8368.a,null,0
8370,8370.a,null,0
8370,8370.b,null,0
8372,8372.a,null,0
8375,8375.a,null,0
8379,8379.a,null,0
8396,8396.a,null,0
8396,8396.b,null,0
8400,8400.a,null,0
8400,8400.b,null,0
8424,8424.a,null,0
8436,8436.a,null,0
8441,8441.a,null,0
8447,8447.a,null,0
8448,8448.a,null,0
8450,8450.a,null,0
8450,8450.b,null,0
8450,8450.c,null,0
8451,8451.a,null,0
8451,8451.b,null,0
8452,8452.a,null,0
8452,8452.b,null,0
8452,8452.c,null,0
8454,8454.a,null,0
8462,8462.a,null,0
8462,8462.b,null,0
8468,8468.a,null,0
8470,8470.a,null,0
8474,8474.a,null,0
8475,8475.a,null,0
8480,8480.a,null,0
8485,8485.a,null,0
8489,8489.a,null,0
8490,8490.a,null,0
8490,8490.b,null,0
8492,8492.a,null,0
8510,8510.a,null,0
8511,8511.a,null,0
8511,8511.b,null,0
8512,8512.a,null,0
8518,8518.a,null,0
8522,8522.a,null,0
8523,8523.a,null,0
8528,8528.a,null,0
8532,8532.a,null,0
8532,8532.b,null,0
8536,8536.a,null,0
8539,8539.a,null,0
8549,8549.a,null,0
8549,8549.b,null,0
8550,8550.a,null,0
8550,8550.b,null,0
8550,8550.c,null,0
8551,8551.a,null,0
8554,8554.a,null,0
8556,8556.a,null,0
8556,8556.b,null,0
8560,8560.a,null,0
8565,8565.a,null,0
8568,8568.a,null,0
8574,8574.a,null,0
8575,8575.a,null,0
8575,8575.b,null,0
8576,8576.a,null,0
8577,8577.a,null,0
8579,8579.a,null,0
8580,8580.a,null,0
8586,8586.a,null,0
8588,8588.a,null,0
8596,8596.a,null,0
8597,8597.a,null,0
8601,8601.a,null,0
8604,8604.a,null,0
8604,8604.b,null,0
8610,8610.a,null,0
8612,8612.a,null,0
8622,8622.a,null,0
8624,8624.a,null,0
8640,8640.a,null,0
8640,8640.b,null,0
8640,8640.c,null,0
8642,8642.a,null,0
8646,8646.a,null,0
8648,8648.a,null,0
8649,8649.a,null,0
8649,8649.b,null,0
8649,8649.c,null,0
8650,8650.a,null,0
8655,8655.a,null,0
8657,8657.a,null,0
8660,8660.a,null,0
8660,8660.b,null,0
8664,8664.a,null,0
8664,8664.b,null,0
8664,8664.c,null,0
8666,8666.a,null,0
8670,8670.a,null,0
8670,8670.b,null,0
8673,8673.a,null,0
8697,8697.a,null,0
8704,8704.a,null,0
8704,8704.b,null,0
8704,8704.c,null,0
8711,8711.a,null,0
8714,8714.a,null,0
8715,8715.a,null,0
8719,8719.a,null,0
8720,8720.a,null,0
8726,8726.a,null,0
8726,8726.b,null,0
8727,8727.a,null,0
8728,8728.a,null,0
8730,8730.a,null,0
8739,8739.a,null,0
8742,8742.a,null,0
8742,8742.b,null,0
8747,8747.a,null,0
8752,8752.a,null,0
8753,8753.a,null,0
8757,8757.a,null,0
8764,8764.a,null,0
8764,8764.b,null,0
8768,8768.a,null,0
8768,8768.b,null,0
8780,8780.a,null,0
8780,8780.b,null,0
8784,8784.a,null,0
8784,8784.b,null,0
8788,8788.a,null,0
8788,8788.b,null,0
8794,8794.a,null,0
8796,8796.a,null,0
8800,8800.a,null,0
8800,8800.b,null,0
8800,8800.c,null,0
8803,8803.a,null,0
8813,8813.a,null,0
8813,8813.b,null,0
8817,8817.a,null,0
8818,8818.a,null,0
8825,8825.a,null,0
8831,8831.a,null,0
8831,8831.b,null,0
8832,8832.a,null,0
8832,8832.b,null,0
8835,8835.a,null,0
8838,8838.a,null,0
8838,8838.b,null,0
8842,8842.a,null,0
8847,8847.a,null,0
8850,8850.a,null,0
8860,8860.a,null,0
8864,8864.a,null,0
8864,8864.b,null,0
8865,8865.a,null,0
8880,8880.a,null,0
8883,8883.a,null,0
8886,8886.a,null,0
8891,8891.a,null,0
8894,8894.a,null,0
8896,8896.a,null,0
8900,8900.a,null,0
8910,8910.a,null,0
8920,8920.a,null,0
8928,8928.a,null,0
8928,8928.b,null,0
8928,8928.c,null,0
8936,8936.a,null,0
8948,8948.a,null,0
8954,8954.a,null,0
8956,8956.a,null,0
8957,8957.a,null,0
8958,8958.a,null,0
8958,8958.b,null,0
8960,8960.a,null,0
8960,8960.b,null,0
8960,8960.c,null,0
8960,8960.d,null,0
8960,8960.e,null,0
8961,8961.a,null,0
8965,8965.a,null,0
8966,8966.a,null,0
8968,8968.a,null,0
8969,8969.a,null,0
8976,8976.a,null,0
8976,8976.b,null,0
8976,8976.c,null,0
8976,8976.d,null,0
8982,8982.a,null,0
8990,8990.a,null,0
8991,8991.a,null,0
8995,8995.a,null,0
8995,8995.b,null,0
9013,9013.a,null,1
9024,9024.a,null,1
9024,9024.b,null,1
9028,9028.a,null,1
9028,9028.b,null,1
9032,9032.a,null,1
9035,9035.a,null,1
9040,9040.a,null,1
9051,9051.a,null,1
9052,9052.a,null,1
9052,9052.b,null,1
9055,9055.a,null,1
9055,9055.b,null,1
9056,9056.a,null,1
9056,9056.b,null,1
9056,9056.c,null,1
9056,9056.d,null,1
9065,9065.a,null,1
9072,9072.a,null,1
9072,9072.b,null,1
9088,9088.a,null,1
9088,9088.b,null,1
9088,9088.c,null,1
9088,9088.d,null,1
9091,9091.a,null,1
9093,9093.a,null,1
9093,9093.b,null,1
9101,9101.a,null,1
9106,9106.a,null,1
9119,9119.a,null,1
9125,9125.a,null,1
9126,9126.a,null,1
9130,9130.a,null,1
9131,9131.a,null,1
9132,9132.a,null,1
9136,9136.a,null,1
9138,9138.a,null,1
9148,9148.a,null,1
9152,9152.a,null,1
9152,9152.b,null,1
9152,9152.c,null,1
9160,9160.a,null,1
9161,9161.a,null,1
9163,9163.a,null,1
9168,9168.a,null,1
9168,9168.b,null,1
9177,9177.a,null,1
9186,9186.a,null,1
9188,9188.a,null,1
9200,9200.a,null,1
9200,9200.b,null,1
9204,9204.a,null,1
9205,9205.a,null,1
9210,9210.a,null,1
9212,9212.a,null,1
9212,9212.b,null,1
9212,9212.c,null,1
9215,9215.a,null,1
9216,9216.a,null,1
9216,9216.b,null,1
9227,9227.a,null,1
9245,9245.a,null,1
9248,9248.a,null,1
9248,9248.b,null,1
9248,9248.c,null,1
9251,9251.a,null,1
9252,9252.a,null,1
9259,9259.a,null,1
9274,9274.a,null,1
9277,9277.a,null,1
9278,9278.a,null,1
9296,9296.a,null,1
9296,9296.b,null,1
9297,9297.a,null,1
9300,9300.a,null,1
9309,9309.a,null,1
9312,9312.a,null,1
9314,9314.a,null,1
9318,9318.a,null,1
9331,9331.a,null,1
9331,9331.b,null,1
9336,9336.a,null,1
9341,9341.a,null,1
9344,9344.a,null,1
9345,9345.a,null,1
9354,9354.a,null,1
9356,9356.a,null,1
9365,9365.a,null,1
9376,9376.a,null,1
9380,9380.a,null,1
9383,9383.a,null,1
9398,9398.a,null,1
9400,9400.a,null,1
9402,9402.a,null,1
9403,9403.a,null,1
9405,9405.a,null,1
9408,9408.a,null,1
9408,9408.b,null,1
9408,9408.c,null,1
9409,9409.a,null,1
9414,9414.a,null,1
9426,9426.a,null,1
9428,9428.a,null,1
9428,9428.b,null,1
9442,9442.a,null,1
9446,9446.a,null,1
9451,9451.a,null,1
9454,9454.a,null,1
9459,9459.a,null,1
9459,9459.b,null,1
9467,9467.a,null,1
9468,9468.a,null,1
9468,9468.b,null,1
9470,9470.a,null,1
9472,9472.a,null,1
9472,9472.b,null,1
9472,9472.c,null,1
9472,9472.d,null,1
9477,9477.a,null,1
9477,9477.b,null,1
9477,9477.c,null,1
9483,9483.a,null,1
9489,9489.a,null,1
9492,9492.a,null,1
9496,9496.a,null,1
9502,9502.a,null,1
9504,9504.a,null,1
9504,9504.b,null,1
9504,9504.c,null,1
9504,9504.d,null,1
9504,9504.e,null,1
9504,9504.f,null,1
9505,9505.a,null,1
9518,9518.a,null,1
9522,9522.a,null,1
9522,9522.b,null,1
9523,9523.a,null,1
9526,9526.a,null,1
9531,9531.a,null,1
9532,9532.a,null,1
9540,9540.a,null,1
9549,9549.a,null,1
9552,9552.a,null,1
9559,9559.a,null,1
9561,9561.a,null,1
9565,9565.a,null,1
9572,9572.a,null,1
9574,9574.a,null,1
9576,9576.a,null,1
9579,9579.a,null,1
9583,9583.a,null,1
9583,9583.b,null,1
9585,9585.a,null,1
9585,9585.b,null,1
9589,9589.a,null,1
9589,9589.b,null,1
9589,9589.c,null,1
9589,9589.d,null,1
9596,9596.a,null,1
9597,9597.a,null,1
9598,9598.a,null,1
9600,9600.a,null,1
9601,9601.a,null,1
9603,9603.a,null,1
9610,9610.a,null,1
9616,9616.a,null,1
9618,9618.a,null,1
9618,9618.b,null,1
9620,9620.a,null,1
9633,9633.a,null,1
9634,9634.a,null,1
9637,9637.a,null,1
9639,9639.a,null,1
9651,9651.a,null,1
9656,9656.a,null,1
9660,9660.a,null,1
9664,9664.a,null,1
9664,9664.b,null,1
9667,9667.a,null,1
9667,9667.b,null,1
9672,9672.a,null,1
9674,9674.a,null,1
9675,9675.a,null,1
9675,9675.b,null,1
9686,9686.a,null,1
9696,9696.a,null,1
9698,9698.a,null,1
9700,9700.a,null,1
9702,9702.a,null,1
9702,9702.b,null,1
9709,9709.a,null,1
9709,9709.b,null,1
9709,9709.c,null,1
9713,9713.a,null,1
9713,9713.b,null,1
9722,9722.a,null,1
9722,9722.b,null,1
9728,9728.a,null,1
9736,9736.a,null,1
9744,9744.a,null,1
9747,9747.a,null,1
9748,9748.a,null,1
9760,9760.a,null,1
9760,9760.b,null,1
9771,9771.a,null,1
9774,9774.a,null,1
9774,9774.b,null,1
9774,9774.c,null,1
9783,9783.a,null,1
9785,9785.a,null,1
9790,9790.a,null,1
9792,9792.a,null,1
9792,9792.b,null,1
9792,9792.c,null,1
9794,9794.a,null,1
9800,9800.a,null,1
9803,9803.a,null,1
9810,9810.a,null,1
9815,9815.a,null,1
9817,9817.a,null,1
9825,9825.a,null,1
9825,9825.b,null,1
9828,9828.a,null,1
9830,9830.a,null,1
9840,9840.a,null,1
9840,9840.b,null,1
9843,9843.a,null,1
9843,9843.b,null,1
9846,9846.a,null,1
9848,9848.a,null,1
9849,9849.a,null,1
9860,9860.a,null,1
9864,9864.a,null,1
9868,9868.a,null,1
9875,9875.a,null,1
9882,9882.a,null,1
9882,9882.b,null,1
9896,9896.a,null,1
9898,9898.a,null,1
9899,9899.a,null,1
9900,9900.a,null,1
9900,9900.b,null,1
9904,9904.a,null,1
9904,9904.b,null,1
9911,9911.a,null,1
9911,9911.b,null,1
9931,9931.a,null,1
9935,9935.a,null,1
9936,9936.a,null,1
9936,9936.b,null,1
9941,9941.a,null,1
9951,9951.a,null,1
9957,9957.a,null,1
9959,9959.a,null,1
9960,9960.a,null,1
9963,9963.a,null,1
9967,9967.a,null,1
9970,9970.a,null,1
9971,9971.a,null,1
9975,9975.a,null,1
9977,9977.a,null,1
9979,9979.a,null,1
9984,9984.a,null,1
9984,9984.b,null,1
9984,9984.c,null,1
9994,9994.a,null,1
9996,9996.a,null,1
10000,10000.a,null,1
10000,10000.b,null,1
