label,class,cond,abs_disc,eqn,bad_lfactors,is_gl2_type,end_alg,geom_end_alg,st_group,Lhash,sealed
5669.a.5669.1,5669.a,5669,5669,"""[[0,1,8,22,19,1],[0,1]]""","""[[5669,[1,-117,5551,5669]]]""",False,Q,Q,USp(4),1028659789336324034,0
5669.b.5669.1,5669.b,5669,5669,"""[[0,-1,5,11,6,1],[0,1]]""","""[[5669,[1,-47,5715,-5669]]]""",False,Q,Q,USp(4),126345109638108106,0
5669.c.5669.1,5669.c,5669,5669,"""[[1,4,4,0,0,1],[1,1]]""","""[[5669,[1,91,5759,5669]]]""",False,Q,Q,USp(4),2294988710638940056,0
5674.a.45392.1,5674.a,5674,45392,"""[[0,-4,17,-24,10,1],[0,1]]""","""[[2,[1,1,2,2]],[2837,[1,25,2811,-2837]]]""",False,Q,Q,USp(4),2183364434605691707,0
5674.b.726272.1,5674.b,5674,726272,"""[[0,16,31,22,7,1],[0,1]]""","""[[2,[1,-1,0,2]],[2837,[1,67,2903,2837]]]""",False,Q,Q,USp(4),1327104701716435870,0
5677.a.5677.1,5677.a,5677,5677,"""[[-1,0,-1],[1,1,0,1]]""","""[[7,[1,1,5,-7]],[811,[1,39,849,811]]]""",False,Q,Q,USp(4),1746131624303476940,0
5680.a.908800.1,5680.a,5680,908800,"""[[0,0,-3,-3,7,4],[1,1]]""","""[[2,[1,-1]],[5,[1,1,3,-5]],[71,[1,7,63,-71]]]""",False,Q,Q,USp(4),2066844862307462349,0
5685.a.51165.1,5685.a,5685,51165,"""[[0,0,0,0,1,0,1],[1,1,0,1]]""","""[[3,[1,-1,3,-3]],[5,[1,3,1,-5]],[379,[1,-13,391,-379]]]""",False,Q,Q,USp(4),2277371702930167816,0
5687.a.5687.1,5687.a,5687,5687,"""[[-2,-5,-9,-9,-7,-3,-1],[1]]""","""[[11,[1,-2,1]],[47,[1,-7,39,47]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),740646967609792214,0
5696.a.11392.1,5696.a,5696,11392,"""[[0,5,30,-3,-5],[1,1,1,1]]""","""[[2,[1]],[89,[1,-10,98,-89]]]""",False,Q,Q,USp(4),2211711207802692089,0
5696.a.11392.2,5696.a,5696,11392,"""[[-1,2,1,-3,0,1],[0,0,0,1]]""","""[[2,[1]],[89,[1,-10,98,-89]]]""",False,Q,Q,USp(4),2211711207802692089,0
5705.a.5705.1,5705.a,5705,5705,"""[[0,2,4,1,1,1],[1,0,0,1]]""","""[[5,[1,4,8,5]],[7,[1,3,3,-7]],[163,[1,7,155,-163]]]""",False,Q,Q,USp(4),1213272692198581861,0
5711.a.5711.1,5711.a,5711,5711,"""[[0,-1,-2,0,4,1],[1,1,1]]""","""[[5711,[1,62,5648,-5711]]]""",False,Q,Q,USp(4),800681269476867982,0
5723.a.5723.1,5723.a,5723,5723,"""[[0,2,-1,-36,-72,1],[1,0,1]]""","""[[59,[1,3,55,-59]],[97,[1,-9,87,97]]]""",False,Q,Q,USp(4),391344157293807764,0
5723.a.5723.2,5723.a,5723,5723,"""[[0,0,1,2,0,-1],[1,1]]""","""[[59,[1,3,55,-59]],[97,[1,-9,87,97]]]""",False,Q,Q,USp(4),391344157293807764,0
5732.a.45856.1,5732.a,5732,45856,"""[[0,1,-1,1,-1],[1,0,0,1]]""","""[[2,[1,0,-1]],[1433,[1,-26,1406,1433]]]""",False,Q,Q,USp(4),469168459401551049,0
5739.a.154953.1,5739.a,5739,154953,"""[[136,291,174,0,-17,1],[1,1,1]]""","""[[3,[1,-2,4,-3]],[1913,[1,17,1895,-1913]]]""",False,Q,Q,USp(4),166627246158070560,0
5753.a.63283.1,5753.a,5753,63283,"""[[0,1,6,13,9,1],[0,1]]""","""[[11,[1,1,11,11]],[523,[1,-21,543,-523]]]""",False,Q,Q,USp(4),1539939470683672394,0
5758.a.368512.1,5758.a,5758,368512,"""[[1,1,-3,4,-3,1],[0,1,1]]""","""[[2,[1,0,1,-2]],[2879,[1,51,2929,2879]]]""",False,Q,Q,USp(4),370898005140507609,0
5760.a.368640.1,5760.a,5760,368640,"""[[-56,48,47,-6,-7],[0,0,0,1]]""","""[[2,[1]],[3,[1,2,1]],[5,[1,3,7,5]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2225931232503559634,0
5769.a.17307.1,5769.a,5769,17307,"""[[0,1,0,-1,-2,1],[1,0,1]]""","""[[3,[1,2,3]],[641,[1,-25,665,-641]]]""",False,Q,Q,USp(4),1301156670634779997,0
5769.b.17307.1,5769.b,5769,17307,"""[[0,0,0,-3,0,1],[1,1,0,1]]""","""[[3,[1,3,3]],[641,[1,36,676,641]]]""",False,Q,Q,USp(4),499517941931860199,0
5769.c.17307.1,5769.c,5769,17307,"""[[2,-1,0,-1,-1],[0,0,1,1]]""","""[[3,[1,0,-1]],[641,[1,29,611,-641]]]""",False,Q,Q,USp(4),766005583801651529,0
5775.a.144375.1,5775.a,5775,144375,"""[[-1,0,2,0,0,1],[0,1,1]]""","""[[3,[1,-1,3,-3]],[5,[1,0,-1]],[7,[1,-1,7,-7]],[11,[1,3,7,-11]]]""",False,Q,Q,USp(4),1821580792036953720,0
5776.a.5776.1,5776.a,5776,5776,"""[[0,0,-1,0,1,0,-1],[1]]""","""[[2,[1,0,2]],[19,[1,-2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),909553231832836459,0
5776.b.109744.1,5776.b,5776,109744,"""[[19,0,16,0,4],[0,0,0,1]]""","""[[2,[1,0,2]],[19,[1,-2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),996358865878769943,0
5776.c.369664.1,5776.c,5776,369664,"""[[-1,0,6,0,2],[0,1,0,1]]""","""[[2,[1,1]],[19,[1,-2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2073803880938533341,0
5776.d.739328.1,5776.d,5776,739328,"""[[-2,0,-2,0,-1],[0,1,0,1]]""","""[[2,[1,-1]],[19,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),796470376735054064,0
5780.a.98260.1,5780.a,5780,98260,"""[[7,-12,0,24,12,-1,-1],[0,1,1]]""","""[[2,[1,0,-1]],[5,[1,-1,5,-5]],[17,[1,2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1174826779257159544,0
5780.b.739840.1,5780.b,5780,739840,"""[[0,0,-2,1,-2],[1,0,0,1]]""","""[[2,[1,0,-1]],[5,[1,-1,5,-5]],[17,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2245743255350109397,0
5788.a.11576.1,5788.a,5788,11576,"""[[0,4,-4,0,4,2],[1,1,0,1]]""","""[[2,[1,1,1]],[1447,[1,-39,1485,-1447]]]""",False,Q,Q,USp(4),2206348147607979556,0
5798.a.11596.1,5798.a,5798,11596,"""[[-2,-1,1,0,1,1],[1,0,0,1]]""","""[[2,[1,2,3,2]],[13,[1,4,8,-13]],[223,[1,24,246,223]]]""",False,Q,Q,USp(4),935801052121761911,0
5798.b.185536.1,5798.b,5798,185536,"""[[5,1,-11,-7,1,1],[0,1]]""","""[[2,[1,1,2,2]],[13,[1,-1,11,13]],[223,[1,-17,239,-223]]]""",False,Q,Q,USp(4),1263337964368262253,0
5800.a.928000.1,5800.a,5800,928000,"""[[-3,2,-6,0,4,2],[0,1,0,1]]""","""[[2,[1,1]],[5,[1,0,5]],[29,[1,-7,35,-29]]]""",False,Q,Q,USp(4),1167143817486341583,0
5803.a.5803.1,5803.a,5803,5803,"""[[2,1,2,1,1],[0,0,1,1]]""","""[[7,[1,1,5,-7]],[829,[1,33,795,-829]]]""",False,Q,Q,USp(4),1830057199086957884,0
5808.a.5808.1,5808.a,5808,5808,"""[[0,1,-3,-1,3,0,-1],[0,1]]""","""[[2,[1,-1,2]],[3,[1,-1,3,-3]],[11,[1,-4,11]]]""",False,Q,Q,USp(4),402318946688145503,0
5815.a.29075.1,5815.a,5815,29075,"""[[-2,9,-10,-3,6,0,-1],[0,0,1]]""","""[[5,[1,-1,3,5]],[1163,[1,13,1175,1163]]]""",False,Q,Q,USp(4),1887214217258201210,0
5819.a.5819.1,5819.a,5819,5819,"""[[1,-1,2,-1,1],[0,0,0,1]]""","""[[11,[1,-1,11,-11]],[23,[1,4,23]]]""",False,Q,Q,USp(4),1545114807602957776,0
5827.a.5827.1,5827.a,5827,5827,"""[[0,0,1,0,0,-1],[1,1]]""","""[[5827,[1,-45,5871,-5827]]]""",False,Q,Q,USp(4),420949366272269728,0
5832.a.34992.1,5832.a,5832,34992,"""[[-1,0,3,0,-3,0,1],[1]]""","""[[2,[1,0,2]],[3,[1]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),49990820197178390,0
5832.a.944784.1,5832.a,5832,944784,"""[[0,0,-3,0,9,0,1],[1]]""","""[[2,[1,0,2]],[3,[1]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),49990820197178390,0
5834.a.46672.1,5834.a,5834,46672,"""[[1,-1,-1,0,1,-1],[0,1,1]]""","""[[2,[1,0,1,-2]],[2917,[1,-23,2939,-2917]]]""",False,Q,Q,USp(4),2001285845716459087,0
5835.a.5835.1,5835.a,5835,5835,"""[[8,21,11,3,8,-1,1],[0,1,0,1]]""","""[[3,[1,-1,3,-3]],[5,[1,-2,6,-5]],[389,[1,27,415,389]]]""",False,Q,Q,USp(4),1509517402680610847,0
5835.b.5835.1,5835.b,5835,5835,"""[[-1,-2,-5,-5,-6,-3,-2],[0,1]]""","""[[3,[1,1,3,3]],[5,[1,2,6,5]],[389,[1,29,359,-389]]]""",False,Q,Q,USp(4),1627432147182488407,0
5835.c.5835.1,5835.c,5835,5835,"""[[0,1,-2,-1,2,1],[0,1]]""","""[[3,[1,-1,3,-3]],[5,[1,1,3,-5]],[389,[1,27,415,389]]]""",False,Q,Q,USp(4),1691352287296080150,0
5835.c.5835.2,5835.c,5835,5835,"""[[-15,16,-8,8,-1,1],[0,1]]""","""[[3,[1,-1,3,-3]],[5,[1,1,3,-5]],[389,[1,27,415,389]]]""",False,Q,Q,USp(4),1691352287296080150,0
5837.a.5837.1,5837.a,5837,5837,"""[[-1,2,-2],[1,0,0,1]]""","""[[13,[1,4,8,-13]],[449,[1,3,451,449]]]""",False,Q,Q,USp(4),1761910881005466980,0
5840.a.5840.1,5840.a,5840,5840,"""[[-73,0,56,0,-15,0,1],[0,1,0,1]]""","""[[2,[1,-1,2]],[5,[1,-1,3,5]],[73,[1,-3,75,-73]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),290439995881741221,0
5849.a.5849.1,5849.a,5849,5849,"""[[0,0,0,0,1],[1,1,0,1]]""","""[[5849,[1,-80,5928,-5849]]]""",False,Q,Q,USp(4),1122581619253171970,0
5854.a.93664.1,5854.a,5854,93664,"""[[1,3,1,-4,-1,1],[0,1,1]]""","""[[2,[1,0,1,-2]],[2927,[1,-59,2867,2927]]]""",False,Q,Q,USp(4),1791865462652491773,0
5856.a.93696.1,5856.a,5856,93696,"""[[5,14,5,-12,-5,4],[0,1]]""","""[[2,[1,-1,2]],[3,[1,-1,1,3]],[61,[1,3,63,61]]]""",False,Q,Q,USp(4),372911805540079534,0
5856.b.187392.1,5856.b,5856,187392,"""[[-3,3,0,-4,-1,1],[0,1,0,1]]""","""[[2,[1,-1]],[3,[1,1,1,-3]],[61,[1,11,71,61]]]""",False,Q,Q,USp(4),2109175426973506344,0
5863.a.76219.1,5863.a,5863,76219,"""[[2,11,13,-15,-20,13],[0,0,1]]""","""[[11,[1,1,11,11]],[13,[1,1,11,-13]],[41,[1,1,39,-41]]]""",False,Q,Q,USp(4),2181799254314382365,0
5864.a.11728.1,5864.a,5864,11728,"""[[0,0,0,0,0,0,1],[1,1]]""","""[[2,[1,1]],[733,[1,23,755,733]]]""",False,Q,Q,USp(4),1560634379744907379,0
5864.b.11728.1,5864.b,5864,11728,"""[[0,-3,7,-7,0,2],[1,1]]""","""[[2,[1,1,2]],[733,[1,3,735,733]]]""",False,Q,Q,USp(4),81963482407498536,0
5864.b.750592.1,5864.b,5864,750592,"""[[32,8,21,4,4],[0,0,1,1]]""","""[[2,[1,1,2]],[733,[1,3,735,733]]]""",False,Q,Q,USp(4),81963482407498536,0
5864.c.23456.1,5864.c,5864,23456,"""[[-4,-2,1,-1,-1],[0,0,1,1]]""","""[[2,[1,-1]],[733,[1,27,759,733]]]""",False,Q,Q,USp(4),609373333092228171,0
5864.d.375296.1,5864.d,5864,375296,"""[[0,0,1,3,1,-2],[1,1]]""","""[[2,[1,-1]],[733,[1,-9,741,-733]]]""",False,Q,Q,USp(4),202711985506120927,0
5865.a.5865.1,5865.a,5865,5865,"""[[-1,-3,-2,1,0,-1],[1,1,0,1]]""","""[[3,[1,2,0,-3]],[5,[1,1,5,5]],[17,[1,3,19,17]],[23,[1,-1,21,23]]]""",False,Q,Q,USp(4),390333071944007585,0
5865.b.5865.1,5865.b,5865,5865,"""[[0,0,0,0,0,0,-1],[1,1,0,1]]""","""[[3,[1,0,2,3]],[5,[1,-1,5,-5]],[17,[1,-7,23,-17]],[23,[1,1,23,23]]]""",False,Q,Q,USp(4),41890873083397257,0
5867.a.5867.1,5867.a,5867,5867,"""[[-2,-3,-1,0,1,1],[0,0,0,1]]""","""[[5867,[1,-57,5923,-5867]]]""",False,Q,Q,USp(4),887136851453566548,0
5868.a.751104.1,5868.a,5868,751104,"""[[1,1,1,0,0,1],[0,1,1]]""","""[[2,[1,0,-1]],[3,[1,0,1]],[163,[1,-5,167,-163]]]""",False,Q,Q,USp(4),857972182336353842,0
5868.a.844992.1,5868.a,5868,844992,"""[[3,7,-24,6,7,1],[0,1,1]]""","""[[2,[1,0,-1]],[3,[1,0,1]],[163,[1,-5,167,-163]]]""",False,Q,Q,USp(4),857972182336353842,0
5871.a.5871.1,5871.a,5871,5871,"""[[5,-30,56,-33,-4,2],[1,0,0,1]]""","""[[3,[1,2,4,3]],[19,[1,3,15,-19]],[103,[1,9,111,103]]]""",False,Q,Q,USp(4),1639178128009305901,0
5880.a.411600.1,5880.a,5880,411600,"""[[0,1,-4,11,-14,14],[0,1]]""","""[[2,[1,1,2]],[3,[1,-1,1,3]],[5,[1,-1,3,5]],[7,[1,0,7]]]""",False,Q,Q,USp(4),250848907569479304,0
5888.a.5888.1,5888.a,5888,5888,"""[[0,1,1,-1,0,1],[]]""","""[[2,[1]],[23,[1,1,23,23]]]""",False,Q,Q,USp(4),1113323957741804730,0
5888.b.5888.1,5888.b,5888,5888,"""[[0,-1,2,-1,-1,1],[]]""","""[[2,[1]],[23,[1,7,15,-23]]]""",False,Q,Q,USp(4),191302668623408558,0
5888.b.94208.1,5888.b,5888,94208,"""[[3,7,1,-4,3,4],[]]""","""[[2,[1]],[23,[1,7,15,-23]]]""",False,Q,Q,USp(4),191302668623408558,0
5888.c.5888.1,5888.c,5888,5888,"""[[0,1,-1,-1,0,1],[]]""","""[[2,[1]],[23,[1,-1,23,-23]]]""",False,Q,Q,USp(4),312149734311319464,0
5888.c.94208.1,5888.c,5888,94208,"""[[-1,8,-26,16,31,4],[1]]""","""[[2,[1]],[23,[1,-1,23,-23]]]""",False,Q,Q,USp(4),312149734311319464,0
5888.c.94208.2,5888.c,5888,94208,"""[[1,9,-2,0,1,-1],[1,1,1,1]]""","""[[2,[1]],[23,[1,-1,23,-23]]]""",False,Q,Q,USp(4),312149734311319464,0
5893.a.5893.1,5893.a,5893,5893,"""[[-3,11,2,-6,-1,1],[0,0,0,1]]""","""[[71,[1,5,65,-71]],[83,[1,10,92,83]]]""",False,Q,Q,USp(4),583883291936102950,0
5898.a.5898.1,5898.a,5898,5898,"""[[3,3,4,2,1],[0,1,1,1]]""","""[[2,[1,0,1,2]],[3,[1,3,5,3]],[983,[1,44,938,-983]]]""",False,Q,Q,USp(4),1119049380466411818,0
5904.a.70848.1,5904.a,5904,70848,"""[[0,-2,-2],[1,1,1,1]]""","""[[2,[1]],[3,[1,2,3]],[41,[1,1,41,41]]]""",False,Q,Q,USp(4),1411938131488536951,0
5911.a.5911.1,5911.a,5911,5911,"""[[-1,0,1,0,-2],[1,1,0,1]]""","""[[23,[1,-6,28,-23]],[257,[1,14,270,257]]]""",False,Q,Q,USp(4),1177143893514947416,0
5911.b.5911.1,5911.b,5911,5911,"""[[0,0,-1,1,-2],[1,1,0,1]]""","""[[23,[1,2,20,-23]],[257,[1,0,256,-257]]]""",False,Q,Q,USp(4),1572258117797401662,0
5915.a.384475.1,5915.a,5915,384475,"""[[7,0,-8,-4,0,1],[0,1,0,1]]""","""[[5,[1,-2,6,-5]],[7,[1,3,3,-7]],[13,[1,4,13]]]""",False,Q,Q,USp(4),1407296607217994383,0
5922.a.35532.1,5922.a,5922,35532,"""[[0,1,-28,194,-28,1],[0,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,0,-1]],[7,[1,1,7,7]],[47,[1,1,47,47]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),8789631309756755,0
5928.a.450528.1,5928.a,5928,450528,"""[[3,3,0,1],[0,1,0,1]]""","""[[2,[1,-1]],[3,[1,0,2,-3]],[13,[1,5,7,-13]],[19,[1,1,19,19]]]""",False,Q,Q,USp(4),586450965698176752,0
5929.a.456533.1,5929.a,5929,456533,"""[[0,-1,-2,-4,-2],[0,1,0,1]]""","""[[7,[1,2,7]],[11,[1,0,11]]]""",False,Q,Q,USp(4),712115993804922584,0
5929.b.717409.1,5929.b,5929,717409,"""[[-1,-2,-1,1,1,1],[0,1,1]]""","""[[7,[1,-2,1]],[11,[1,2,1]]]""",True,RM,RM,SU(2)xSU(2),961614922517298413,0
5930.a.5930.1,5930.a,5930,5930,"""[[0,1,2,0,-2],[1,0,0,1]]""","""[[2,[1,2,3,2]],[5,[1,1,3,-5]],[593,[1,31,623,593]]]""",False,Q,Q,USp(4),387835526886891979,0
5933.a.5933.1,5933.a,5933,5933,"""[[0,2,-1,-12,-11,1],[1,0,1]]""","""[[17,[1,6,10,-17]],[349,[1,11,359,349]]]""",False,Q,Q,USp(4),520077867903614738,0
5936.a.41552.1,5936.a,5936,41552,"""[[1,1,1,2,0,1],[1,0,1]]""","""[[2,[1,-1,2]],[7,[1,-3,3,7]],[53,[1,11,63,53]]]""",False,Q,Q,USp(4),2148742553113392139,0
5936.b.94976.1,5936.b,5936,94976,"""[[0,-1,2,-1,0,0,1],[1]]""","""[[2,[1]],[7,[1,2,8,7]],[53,[1,5,57,53]]]""",False,Q,Q,USp(4),1858327925982601680,0
5939.a.5939.1,5939.a,5939,5939,"""[[0,-1,0,1,1],[1,0,1,1]]""","""[[5939,[1,-106,6044,-5939]]]""",False,Q,Q,USp(4),166235577079748708,0
5952.a.71424.1,5952.a,5952,71424,"""[[0,1,2,-1,-1,1],[]]""","""[[2,[1]],[3,[1,-1,3,-3]],[31,[1,9,39,31]]]""",False,Q,Q,USp(4),1264880726885293208,0
5952.b.71424.1,5952.b,5952,71424,"""[[6,-1,-8,-1,3,1],[]]""","""[[2,[1]],[3,[1,-1,1,3]],[31,[1,1,31,31]]]""",False,Q,Q,USp(4),407604105494712041,0
5952.c.380928.1,5952.c,5952,380928,"""[[-8,4,17,-16,0,2],[0,0,0,1]]""","""[[2,[1]],[3,[1,1,1,-3]],[31,[1,-7,23,31]]]""",False,Q,Q,USp(4),168976181121305724,0
5952.c.380928.2,5952.c,5952,380928,"""[[-3,-9,1,10,-8,1],[]]""","""[[2,[1]],[3,[1,1,1,-3]],[31,[1,-7,23,31]]]""",False,Q,Q,USp(4),168976181121305724,0
5952.c.642816.1,5952.c,5952,642816,"""[[0,-1,-3,1,2,1],[]]""","""[[2,[1]],[3,[1,1,1,-3]],[31,[1,-7,23,31]]]""",False,Q,Q,USp(4),168976181121305724,0
5957.a.5957.1,5957.a,5957,5957,"""[[-10,11,8,-7,-2,1],[0,0,1]]""","""[[7,[1,-2,4,7]],[23,[1,-5,17,23]],[37,[1,7,43,37]]]""",False,Q,Q,USp(4),1411684117696452928,0
5964.a.35784.1,5964.a,5964,35784,"""[[0,0,-1,0,0,1],[1,1,0,1]]""","""[[2,[1,1,1]],[3,[1,1,1,-3]],[7,[1,5,11,7]],[71,[1,4,74,71]]]""",False,Q,Q,USp(4),390741702783725764,0
5968.a.381952.1,5968.a,5968,381952,"""[[0,0,1,0,0,2,1],[1,1]]""","""[[2,[1,-1]],[373,[1,-11,383,-373]]]""",False,Q,Q,USp(4),1829150572678559606,0
5971.a.41797.1,5971.a,5971,41797,"""[[-1,1,-2,2,-1,1],[0,0,1]]""","""[[7,[1,0,6,-7]],[853,[1,-21,831,853]]]""",False,Q,Q,USp(4),197903158277962316,0
5976.a.573696.1,5976.a,5976,573696,"""[[-12,16,15,-11,-13,1],[0,0,1]]""","""[[2,[1,1]],[3,[1,0,-1]],[83,[1,-3,79,83]]]""",False,Q,Q,USp(4),343633767905123710,0
5992.a.11984.1,5992.a,5992,11984,"""[[5,53,178,182,-40,2],[1,1]]""","""[[2,[1,-1]],[7,[1,-3,3,7]],[107,[1,5,111,107]]]""",False,Q,Q,USp(4),2261112320375433061,0
5992.a.47936.1,5992.a,5992,47936,"""[[0,0,0,2,0,2],[1,1]]""","""[[2,[1,-1]],[7,[1,-3,3,7]],[107,[1,5,111,107]]]""",False,Q,Q,USp(4),2261112320375433061,0
5992.b.766976.1,5992.b,5992,766976,"""[[0,0,0,0,2,-2],[1,1]]""","""[[2,[1,-1]],[7,[1,3,3,-7]],[107,[1,13,119,107]]]""",False,Q,Q,USp(4),762972976152287786,0
5994.a.485514.1,5994.a,5994,485514,"""[[-18,0,2,9,-6,1],[0,1]]""","""[[2,[1,1,0,-2]],[3,[1]],[37,[1,8,44,37]]]""",False,Q,Q,USp(4),1782589694055998187,0
5998.a.5998.1,5998.a,5998,5998,"""[[0,-1,2,0,-2,-1],[0,1,1]]""","""[[2,[1,0,1,-2]],[2999,[1,-97,3095,-2999]]]""",False,Q,Q,USp(4),707079949359349645,0
6000.a.480000.1,6000.a,6000,480000,"""[[-2,-1,-3,-3,-3,-1,-2],[]]""","""[[2,[1]],[3,[1,3,5,3]],[5,[1,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2129786472155865667,0
6000.a.96000.1,6000.a,6000,96000,"""[[1,-2,3,-3,3,-2,1],[]]""","""[[2,[1]],[3,[1,3,5,3]],[5,[1,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2129786472155865667,0
6003.a.18009.1,6003.a,6003,18009,"""[[1,-1,-1,1],[1,1,0,1]]""","""[[3,[1,1,3]],[23,[1,-3,19,23]],[29,[1,6,22,-29]]]""",False,Q,Q,USp(4),848351820229100923,0
6005.a.6005.1,6005.a,6005,6005,"""[[0,0,-1,-1,1,-1,1],[1,1]]""","""[[5,[1,0,4,5]],[1201,[1,-53,1253,-1201]]]""",False,Q,Q,USp(4),1026075883702355036,0
6008.a.12016.1,6008.a,6008,12016,"""[[0,-1,-1,2,2,1],[1,0,1]]""","""[[2,[1,1]],[751,[1,-39,711,751]]]""",False,Q,Q,USp(4),1422667122475601684,0
6013.a.42091.1,6013.a,6013,42091,"""[[0,-1,-3,-3,0,1],[0,1]]""","""[[7,[1,1,5,-7]],[859,[1,37,895,859]]]""",False,Q,Q,USp(4),1315354635810424202,0
6018.a.204612.1,6018.a,6018,204612,"""[[0,2,3,5,3,2],[1,1,1]]""","""[[2,[1,0,1,2]],[3,[1,2,4,3]],[17,[1,5,11,-17]],[59,[1,-11,47,59]]]""",False,Q,Q,USp(4),1517412113981095593,0
6019.a.6019.1,6019.a,6019,6019,"""[[0,0,1,1,0,-1],[1,1]]""","""[[13,[1,-3,9,13]],[463,[1,-24,486,-463]]]""",False,Q,Q,USp(4),2169662078725798792,0
6022.a.48176.1,6022.a,6022,48176,"""[[-1,-1,1],[1,0,0,1]]""","""[[2,[1,0,1,-2]],[3011,[1,-46,2964,3011]]]""",False,Q,Q,USp(4),543659375422489857,0
6032.a.78416.1,6032.a,6032,78416,"""[[-1,1,-1,-1,-1,-2,-1],[1,0,1]]""","""[[2,[1,-1]],[13,[1,4,8,-13]],[29,[1,1,27,-29]]]""",False,Q,Q,USp(4),291665603337511438,0
6034.a.84476.1,6034.a,6034,84476,"""[[0,-1,-1,2,4,2],[0,1,1]]""","""[[2,[1,0,1,-2]],[7,[1,1,7,7]],[431,[1,-17,447,-431]]]""",False,Q,Q,USp(4),740937820347281711,0
6048.a.254016.1,6048.a,6048,254016,"""[[-2,-8,-4,18,6,-18,6],[1]]""","""[[2,[1]],[3,[1,1]],[7,[1,3,3,-7]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),1242088445334662034,0
6050.a.60500.1,6050.a,6050,60500,"""[[0,3,-6,5,-2],[1,0,0,1]]""","""[[2,[1,2,3,2]],[5,[1,1,1]],[11,[1,0,11]]]""",False,Q,Q,USp(4),1891590690582528126,0
6052.a.387328.1,6052.a,6052,387328,"""[[51,-18,-73,2,31,7,-1],[1,0,0,1]]""","""[[2,[1,0,-1]],[17,[1,-1,15,17]],[89,[1,5,83,-89]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),406230329536221273,0
6074.a.48592.1,6074.a,6074,48592,"""[[0,-1,0,1,2,2],[1,0,0,1]]""","""[[2,[1,2,3,2]],[3037,[1,-27,3063,-3037]]]""",False,Q,Q,USp(4),2200067459751817423,0
6074.b.194368.1,6074.b,6074,194368,"""[[0,1,-2,-6,5,8],[1,0,1]]""","""[[2,[1,1,2,2]],[3037,[1,-23,3059,-3037]]]""",False,Q,Q,USp(4),2230059448405775571,0
6075.a.18225.1,6075.a,6075,18225,"""[[1,0,0,1],[1,0,0,1]]""","""[[3,[1]],[5,[1,0,5]]]""",False,Q,M_2(Q),J(E_6),931273183724676969,0
6075.b.91125.1,6075.b,6075,91125,"""[[7,12,-2,-7,0,1],[0,1]]""","""[[3,[1,1]],[5,[1,-2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1086584080745278573,0
6075.c.91125.1,6075.c,6075,91125,"""[[2,1,-9,-5,6,5],[1,1,1]]""","""[[3,[1,-1]],[5,[1,2,5]]]""",False,Q,Q,USp(4),277364319060510816,0
6075.d.820125.1,6075.d,6075,820125,"""[[-4,-5,-2,0,1],[0,0,1,1]]""","""[[3,[1]],[5,[1,2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2086713842103326547,0
6076.a.97216.1,6076.a,6076,97216,"""[[0,1,2,0,-3],[1,1,0,1]]""","""[[2,[1,1,1]],[7,[1,3,7]],[31,[1,-6,24,31]]]""",False,Q,Q,USp(4),802003085038808289,0
6076.b.170128.1,6076.b,6076,170128,"""[[-139,44,48,-10,-7,1],[0,0,0,1]]""","""[[2,[1,0,2]],[7,[1,1,1]],[31,[1,8,38,31]]]""",False,Q,Q,USp(4),1062461691692483927,0
6080.a.97280.1,6080.a,6080,97280,"""[[0,1,0,-3,-2,4],[1]]""","""[[2,[1,2,2]],[5,[1,2,6,5]],[19,[1,5,23,19]]]""",False,Q,Q,USp(4),2233673004311650775,0
6081.a.164187.1,6081.a,6081,164187,"""[[0,1,1,0,-2,-1],[1,1]]""","""[[3,[1,0,2,-3]],[2027,[1,13,2039,2027]]]""",False,Q,Q,USp(4),1329756343740620868,0
6081.a.6081.1,6081.a,6081,6081,"""[[-33,-49,57,-3,-7],[0,0,1,1]]""","""[[3,[1,0,2,-3]],[2027,[1,13,2039,2027]]]""",False,Q,Q,USp(4),1329756343740620868,0
6081.b.164187.1,6081.b,6081,164187,"""[[2,5,0,-5,-2],[1,0,1,1]]""","""[[3,[1,2,0,-3]],[2027,[1,-53,2079,-2027]]]""",False,Q,Q,USp(4),648231022433946543,0
