label,class,cond,abs_disc,eqn,bad_lfactors,is_gl2_type,end_alg,geom_end_alg,st_group,Lhash,sealed
5336.a.170752.1,5336.a,5336,170752,"""[[-1,0,3,-9,9,-4],[1,1]]""","""[[2,[1,-1]],[23,[1,7,29,23]],[29,[1,-5,23,29]]]""",False,Q,Q,USp(4),1779413140877010199,0
5344.a.85504.1,5344.a,5344,85504,"""[[0,1,0,-1,1,-2,1],[1]]""","""[[2,[1]],[167,[1,9,175,167]]]""",False,Q,Q,USp(4),2018917968111854783,0
5345.a.5345.1,5345.a,5345,5345,"""[[0,-2,1,1,-1],[1,1,0,1]]""","""[[5,[1,2,2,-5]],[1069,[1,7,1075,1069]]]""",False,Q,Q,USp(4),1671540071924322557,0
5352.a.289008.1,5352.a,5352,289008,"""[[0,0,1,3,2,2],[1,1]]""","""[[2,[1,1,2]],[3,[1,2,0,-3]],[223,[1,29,251,223]]]""",False,Q,Q,USp(4),1110873342192301351,0
5352.a.685056.1,5352.a,5352,685056,"""[[-3,6,6,-14,-3,8],[0,1]]""","""[[2,[1,1,2]],[3,[1,2,0,-3]],[223,[1,29,251,223]]]""",False,Q,Q,USp(4),1110873342192301351,0
5357.a.5357.1,5357.a,5357,5357,"""[[0,-2,1,0,-3,2,-1],[1,1,0,1]]""","""[[11,[1,-5,15,-11]],[487,[1,-7,479,487]]]""",False,Q,Q,USp(4),1228104842423620181,0
5360.a.686080.1,5360.a,5360,686080,"""[[1,1,-2,-1,1],[0,1,0,1]]""","""[[2,[1,-1]],[5,[1,3,1,-5]],[67,[1,-13,79,-67]]]""",False,Q,Q,USp(4),479512258699046567,0
5363.a.5363.1,5363.a,5363,5363,"""[[0,-1,1,0,-2],[0,1,0,1]]""","""[[31,[1,-2,28,31]],[173,[1,14,158,-173]]]""",False,Q,Q,USp(4),614414204909352077,0
5364.a.193104.1,5364.a,5364,193104,"""[[1,2,3,2],[0,1,0,1]]""","""[[2,[1,1,2]],[3,[1,0,-1]],[149,[1,-16,164,-149]]]""",False,Q,Q,USp(4),27798318354005144,0
5365.a.5365.1,5365.a,5365,5365,"""[[6,19,13,-6,-4,1],[0,0,1]]""","""[[5,[1,1,3,-5]],[29,[1,-3,31,-29]],[37,[1,-5,31,37]]]""",False,Q,Q,USp(4),747881626406875717,0
5365.a.670625.1,5365.a,5365,670625,"""[[1,30,220,494,44,1],[1,1]]""","""[[5,[1,1,3,-5]],[29,[1,-3,31,-29]],[37,[1,-5,31,37]]]""",False,Q,Q,USp(4),747881626406875717,0
5365.b.777925.1,5365.b,5365,777925,"""[[0,1,-2,-5,4,1],[1,0,1]]""","""[[5,[1,1,3,-5]],[29,[1,5,23,-29]],[37,[1,5,31,-37]]]""",False,Q,Q,USp(4),460953497824922454,0
5376.a.32256.1,5376.a,5376,32256,"""[[0,0,-3,-3,5,6],[1]]""","""[[2,[1,0,2]],[3,[1,1,3,3]],[7,[1,3,3,-7]]]""",False,Q,Q,USp(4),435324213217592066,0
5376.a.75264.1,5376.a,5376,75264,"""[[-1,1,-1,1],[1,1,1,1]]""","""[[2,[1,0,2]],[3,[1,1,3,3]],[7,[1,3,3,-7]]]""",False,Q,Q,USp(4),435324213217592066,0
5376.b.75264.1,5376.b,5376,75264,"""[[0,0,-3,1,5,2],[1]]""","""[[2,[1,0,2]],[3,[1,1,3,3]],[7,[1,3,9,7]]]""",False,Q,Q,USp(4),1629240699160876055,0
5376.c.172032.1,5376.c,5376,172032,"""[[0,1,11,32,11,1],[]]""","""[[2,[1]],[3,[1,-1,3,-3]],[7,[1,-1,7,-7]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1189466947850292535,0
5382.a.145314.1,5382.a,5382,145314,"""[[-7,15,-31,32,-31,15,-7],[1,0,0,1]]""","""[[2,[1,-2,3,-2]],[3,[1,2,1]],[13,[1,1,11,-13]],[23,[1,1,23,23]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),915370644147783609,0
5390.a.5390.1,5390.a,5390,5390,"""[[-6,3,10,1,-2],[1,0,0,1]]""","""[[2,[1,2,3,2]],[5,[1,-1,5,-5]],[7,[1,-2,1]],[11,[1,1,11,11]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2276809876729833704,0
5390.b.59290.1,5390.b,5390,59290,"""[[-29,-1,54,-33,0,1],[0,1,1,1]]""","""[[2,[1,2,3,2]],[5,[1,-1,5,-5]],[7,[1,0,-1]],[11,[1,-1,11,-11]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),829069234590062240,0
5390.c.75460.1,5390.c,5390,75460,"""[[5,7,19,14,19,7,5],[1,0,0,1]]""","""[[2,[1,-2,3,-2]],[5,[1,3,7,5]],[7,[1,2,1]],[11,[1,-5,15,-11]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),484983459323588965,0
5390.d.237160.1,5390.d,5390,237160,"""[[-3,-4,2,1,-1],[1,0,0,1]]""","""[[2,[1,0,1,-2]],[5,[1,3,1,-5]],[7,[1,0,1]],[11,[1,5,5,-11]]]""",False,Q,Q,USp(4),776678896789899712,0
5390.d.862400.1,5390.d,5390,862400,"""[[0,-1,-2,0,1,0,1],[0,1,1]]""","""[[2,[1,0,1,-2]],[5,[1,3,1,-5]],[7,[1,0,1]],[11,[1,5,5,-11]]]""",False,Q,Q,USp(4),776678896789899712,0
5392.a.690176.1,5392.a,5392,690176,"""[[0,-2,3,-1,1,-2,1],[1]]""","""[[2,[1]],[337,[1,25,311,-337]]]""",False,Q,Q,USp(4),1399557055135376327,0
5402.a.788692.1,5402.a,5402,788692,"""[[-3,-7,-16,-17,-18,-9,-5],[0,1]]""","""[[2,[1,-1,2,-2]],[37,[1,3,39,37]],[73,[1,8,80,73]]]""",False,Q,Q,USp(4),1174720389709898985,0
5408.a.692224.1,5408.a,5408,692224,"""[[4,0,-4],[0,1,0,1]]""","""[[2,[1,-1]],[13,[1,2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),604153895240749195,0
5414.a.10828.1,5414.a,5414,10828,"""[[0,1,2],[1,0,0,1]]""","""[[2,[1,2,3,2]],[2707,[1,41,2747,2707]]]""",False,Q,Q,USp(4),1244217925794470698,0
5414.b.21656.1,5414.b,5414,21656,"""[[1,-3,2,0,-1],[0,1,0,1]]""","""[[2,[1,1,0,-2]],[2707,[1,-96,2610,2707]]]""",False,Q,Q,USp(4),948699055994948397,0
5416.a.173312.1,5416.a,5416,173312,"""[[0,0,-1,0,0,0,1],[1,1]]""","""[[2,[1,-1]],[677,[1,21,655,-677]]]""",False,Q,Q,USp(4),1879636478234504589,0
5418.a.341334.1,5418.a,5418,341334,"""[[0,2,4,-10,4,1],[1,1]]""","""[[2,[1,1,0,-2]],[3,[1,0,1]],[7,[1,3,9,7]],[43,[1,-5,47,-43]]]""",False,Q,Q,USp(4),754820035711138008,0
5424.a.5424.1,5424.a,5424,5424,"""[[-6,3,4,-1,-2],[0,1,0,1]]""","""[[2,[1,1]],[3,[1,1,3,3]],[113,[1,5,107,-113]]]""",False,Q,Q,USp(4),741338338388057533,0
5429.a.483181.1,5429.a,5429,483181,"""[[-4,-1,6,0,-3],[1,0,0,1]]""","""[[61,[1,3,57,-61]],[89,[1,11,99,89]]]""",False,Q,Q,USp(4),1449673586457754215,0
5434.a.43472.1,5434.a,5434,43472,"""[[-1,2,1,-3,0,1],[1,0,0,1]]""","""[[2,[1,0,1,-2]],[11,[1,2,8,-11]],[13,[1,2,10,-13]],[19,[1,2,20,19]]]""",False,Q,Q,USp(4),1876266408587476497,0
5436.a.391392.1,5436.a,5436,391392,"""[[2,2,2],[0,1,1,1]]""","""[[2,[1,0,-1]],[3,[1,0,-1]],[151,[1,-7,143,151]]]""",False,Q,Q,USp(4),460004159958954858,0
5440.a.27200.1,5440.a,5440,27200,"""[[2,4,2,-1,-1],[0,0,0,1]]""","""[[2,[1,2,2]],[5,[1,1,5,5]],[17,[1,5,11,-17]]]""",False,Q,Q,USp(4),216041938608751950,0
5440.b.27200.1,5440.b,5440,27200,"""[[0,1,1,-1,-2,0,2],[1]]""","""[[2,[1,0,2]],[5,[1,-1,5,-5]],[17,[1,5,11,-17]]]""",False,Q,Q,USp(4),302685029222962085,0
5440.c.348160.1,5440.c,5440,348160,"""[[0,4,-3,-6,0,1],[]]""","""[[2,[1]],[5,[1,1,3,-5]],[17,[1,5,11,-17]]]""",False,Q,Q,USp(4),2200908469385511788,0
5446.a.43568.1,5446.a,5446,43568,"""[[1,-3,6,-8,8,-5,2],[0,1]]""","""[[2,[1,-1,2,-2]],[7,[1,2,8,7]],[389,[1,29,359,-389]]]""",False,Q,Q,USp(4),1729830836062867152,0
5449.a.5449.1,5449.a,5449,5449,"""[[-1,-5,7,0,-2],[0,0,0,1]]""","""[[5449,[1,21,5427,-5449]]]""",False,Q,Q,USp(4),2040638447255594678,0
5449.b.5449.1,5449.b,5449,5449,"""[[0,0,1,2,1],[1,1,0,1]]""","""[[5449,[1,-13,5435,5449]]]""",False,Q,Q,USp(4),552753313970264396,0
5451.a.5451.1,5451.a,5451,5451,"""[[0,0,-1,0,2,1],[1,1]]""","""[[3,[1,1,1,-3]],[23,[1,3,25,23]],[79,[1,5,83,79]]]""",False,Q,Q,USp(4),1511626147781199965,0
5454.a.174528.1,5454.a,5454,174528,"""[[-3,1,0,0,1],[1,0,0,1]]""","""[[2,[1,0,1,2]],[3,[1,2,3]],[101,[1,-13,113,-101]]]""",False,Q,Q,USp(4),18252711882312780,0
5458.a.5458.1,5458.a,5458,5458,"""[[2,3,3,3,1,1],[0,1,1]]""","""[[2,[1,0,1,2]],[2729,[1,-68,2660,2729]]]""",False,Q,Q,USp(4),1383356271805003794,0
5464.a.349696.1,5464.a,5464,349696,"""[[0,0,0,-1,1,2,1],[1,1]]""","""[[2,[1,-1]],[683,[1,24,658,-683]]]""",False,Q,Q,USp(4),1761723674339667642,0
5465.a.5465.1,5465.a,5465,5465,"""[[0,-1,-1,0,1],[1,1,0,1]]""","""[[5,[1,2,6,5]],[1093,[1,58,1034,-1093]]]""",False,Q,Q,USp(4),2240515644006900159,0
5465.b.5465.1,5465.b,5465,5465,"""[[0,1,2,0,1],[1,0,0,1]]""","""[[5,[1,0,4,-5]],[1093,[1,24,1116,1093]]]""",False,Q,Q,USp(4),251241734677073175,0
5472.a.10944.1,5472.a,5472,10944,"""[[0,0,-2,0,5,2],[1]]""","""[[2,[1]],[3,[1,0,-1]],[19,[1,-5,23,-19]]]""",False,Q,Q,USp(4),662223076760326421,0
5472.b.32832.1,5472.b,5472,32832,"""[[-1,-3,-1,6,2,-6,2],[1]]""","""[[2,[1]],[3,[1,2,1]],[19,[1,5,23,19]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2201073310499882669,0
5472.c.87552.1,5472.c,5472,87552,"""[[-4,8,1,-9,2,2],[0,0,0,1]]""","""[[2,[1,2,2]],[3,[1,0,1]],[19,[1,-3,15,19]]]""",False,Q,Q,USp(4),1902506687312225441,0
5476.a.21904.1,5476.a,5476,21904,"""[[0,0,2,0,4,0,1],[1]]""","""[[2,[1,0,2]],[37,[1,-2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1442418610880003643,0
5476.b.21904.1,5476.b,5476,21904,"""[[0,0,-1,0,0,0,1],[1]]""","""[[2,[1,2,2]],[37,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1886016277059246847,0
5477.a.5477.1,5477.a,5477,5477,"""[[5,-36,87,-73,4,1],[0,1]]""","""[[5477,[1,-77,5399,5477]]]""",False,Q,Q,USp(4),459389801092875481,0
5477.a.5477.2,5477.a,5477,5477,"""[[-1823,-198,261,0,-11,1],[0,1]]""","""[[5477,[1,-77,5399,5477]]]""",False,Q,Q,USp(4),459389801092875481,0
5487.a.49383.1,5487.a,5487,49383,"""[[0,1,2,3,1,1],[1,1]]""","""[[3,[1,2,0,-3]],[31,[1,2,32,31]],[59,[1,-5,53,59]]]""",False,Q,Q,USp(4),1724445294582341878,0
5487.b.170097.1,5487.b,5487,170097,"""[[24,-45,25,0,-5],[0,1,1,1]]""","""[[3,[1,0,2,3]],[31,[1,5,35,31]],[59,[1,-5,53,59]]]""",False,Q,Q,USp(4),1594596438342922813,0
5488.a.702464.1,5488.a,5488,702464,"""[[0,1,0,-2,-3,4],[0,1]]""","""[[2,[1,1,2]],[7,[1,1]]]""",False,Q,Q,USp(4),1281933567019275645,0
5494.a.10988.1,5494.a,5494,10988,"""[[-1,-1,2,0,-1],[1,0,0,1]]""","""[[2,[1,0,1,2]],[41,[1,5,35,-41]],[67,[1,9,75,67]]]""",False,Q,Q,USp(4),2083800096523956562,0
5495.a.5495.1,5495.a,5495,5495,"""[[-2,0,4,1,-1],[1,0,0,1]]""","""[[5,[1,0,4,-5]],[7,[1,3,3,-7]],[157,[1,-7,163,-157]]]""",False,Q,Q,USp(4),536841504105498197,0
5495.a.686875.1,5495.a,5495,686875,"""[[-14,-8,0,3,3,1],[1,0,0,1]]""","""[[5,[1,0,4,-5]],[7,[1,3,3,-7]],[157,[1,-7,163,-157]]]""",False,Q,Q,USp(4),536841504105498197,0
5496.a.32976.1,5496.a,5496,32976,"""[[0,-3,0,9,8,2],[0,1]]""","""[[2,[1,1,2]],[3,[1,0,2,-3]],[229,[1,11,239,229]]]""",False,Q,Q,USp(4),860787909835796254,0
5497.a.5497.1,5497.a,5497,5497,"""[[0,0,0,1],[1,1,0,1]]""","""[[23,[1,-1,23,-23]],[239,[1,16,254,239]]]""",False,Q,Q,USp(4),122917906216082048,0
5497.b.5497.1,5497.b,5497,5497,"""[[-1,-1,0,0,-1],[1,1,0,1]]""","""[[23,[1,-5,17,23]],[239,[1,-14,224,239]]]""",False,Q,Q,USp(4),1621213777042298746,0
5497.c.5497.1,5497.c,5497,5497,"""[[-1,8,-1,-12,0,4],[1,1,0,1]]""","""[[23,[1,-7,15,23]],[239,[1,-28,266,-239]]]""",False,Q,Q,USp(4),1737262345247009431,0
5497.d.5497.1,5497.d,5497,5497,"""[[0,1,-1,-3,0,1],[0,1,1]]""","""[[23,[1,-1,23,-23]],[239,[1,7,231,-239]]]""",False,Q,Q,USp(4),223108596610609431,0
5497.e.5497.1,5497.e,5497,5497,"""[[-1,1,-1,1],[1,0,1,1]]""","""[[23,[1,-1,21,23]],[239,[1,20,218,-239]]]""",False,Q,Q,USp(4),2254792223481307883,0
5501.a.5501.1,5501.a,5501,5501,"""[[2,1,-3,-2],[1,0,1,1]]""","""[[5501,[1,10,5510,5501]]]""",False,Q,Q,USp(4),2137234213494595031,0
5504.a.176128.1,5504.a,5504,176128,"""[[0,-2,-1,0,-1],[1,1,1,1]]""","""[[2,[1]],[43,[1,9,51,43]]]""",False,Q,Q,USp(4),1379222273881261185,0
5504.b.176128.1,5504.b,5504,176128,"""[[0,0,-2,0,6,4],[1]]""","""[[2,[1]],[43,[1,-11,31,43]]]""",False,Q,Q,USp(4),1529955816487046228,0
5504.c.352256.1,5504.c,5504,352256,"""[[0,1,0,3,-8,4],[1]]""","""[[2,[1,2,2]],[43,[1,-5,37,43]]]""",False,Q,Q,USp(4),689404814245628605,0
5504.d.704512.1,5504.d,5504,704512,"""[[1,-4,4,0,-1,2],[]]""","""[[2,[1]],[43,[1,5,47,43]]]""",False,Q,Q,USp(4),1041743262992092335,0
5522.a.22088.1,5522.a,5522,22088,"""[[1,1,3,1,1],[0,1,1,1]]""","""[[2,[1,0,1,-2]],[11,[1,4,6,-11]],[251,[1,27,223,-251]]]""",False,Q,Q,USp(4),835754948156248157,0
5525.a.5525.1,5525.a,5525,5525,"""[[2,-13,26,-15,0,1],[0,0,1]]""","""[[5,[1,2,5]],[13,[1,1,11,-13]],[17,[1,1,15,-17]]]""",False,Q,Q,USp(4),1651542259577874166,0
5526.a.132624.1,5526.a,5526,132624,"""[[-1,-2,-1,0,2,1],[1,0,0,1]]""","""[[2,[1,0,1,-2]],[3,[1,2,3]],[307,[1,-31,275,307]]]""",False,Q,Q,USp(4),670054512520004036,0
5526.b.397872.1,5526.b,5526,397872,"""[[-2,-3,2,2],[0,0,1,1]]""","""[[2,[1,1,0,-2]],[3,[1,0,-1]],[307,[1,13,319,307]]]""",False,Q,Q,USp(4),1068525535051311047,0
5529.a.149283.1,5529.a,5529,149283,"""[[2,6,-1,0,-3,1],[1,0,1]]""","""[[3,[1,1,1,-3]],[19,[1,-1,19,-19]],[97,[1,-17,113,-97]]]""",False,Q,Q,USp(4),2291739892038400504,0
5532.a.265536.1,5532.a,5532,265536,"""[[1,-1,-1,1],[0,1,1,1]]""","""[[2,[1,0,-1]],[3,[1,3,5,3]],[461,[1,-23,437,461]]]""",False,Q,Q,USp(4),2004222047792322914,0
5535.a.5535.1,5535.a,5535,5535,"""[[-1,1,0,-3,0,1],[1,1,1]]""","""[[3,[1,2,3]],[5,[1,1,5,5]],[41,[1,-7,47,-41]]]""",False,Q,Q,USp(4),1451189615035669629,0
5535.b.249075.1,5535.b,5535,249075,"""[[0,1,24,144,0,3],[0,0,1]]""","""[[3,[1,-1]],[5,[1,1,3,-5]],[41,[1,7,47,41]]]""",False,Q,Q,USp(4),2262888820858198077,0
5536.a.88576.1,5536.a,5536,88576,"""[[-3,4,4,-5,-1,1],[0,0,0,1]]""","""[[2,[1]],[173,[1,-23,149,173]]]""",False,Q,Q,USp(4),973005611820991858,0
5544.a.99792.1,5544.a,5544,99792,"""[[-297,0,232,0,-61,0,5],[0,1,0,1]]""","""[[2,[1,-1,2]],[3,[1,0,-1]],[7,[1,-3,3,7]],[11,[1,-1,11,-11]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1417740392419676187,0
5547.a.5547.1,5547.a,5547,5547,"""[[-1,1,4,0,-2],[1,1,0,1]]""","""[[3,[1,1,3,3]],[43,[1,10,43]]]""",False,Q,Q,USp(4),791564855081963321,0
5547.b.16641.1,5547.b,5547,16641,"""[[0,-1,-1,3,1,-3,1],[1]]""","""[[3,[1,3,5,3]],[43,[1,2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),547192357228946261,0
5547.c.715563.1,5547.c,5547,715563,"""[[0,0,0,1,-5,3],[1,1]]""","""[[3,[1,1,1,-3]],[43,[1,2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),258298903963825871,0
5548.a.22192.1,5548.a,5548,22192,"""[[1,6,9,3,-1],[1,0,0,1]]""","""[[2,[1,0,1]],[19,[1,5,23,19]],[73,[1,-5,77,-73]]]""",False,Q,Q,USp(4),350260937977103968,0
5550.a.133200.1,5550.a,5550,133200,"""[[-3,-1,3,0,-2],[0,1,0,1]]""","""[[2,[1,1,2,2]],[3,[1,2,0,-3]],[5,[1,0,1]],[37,[1,-5,31,37]]]""",False,Q,Q,USp(4),1398029426745797306,0
5555.a.5555.1,5555.a,5555,5555,"""[[1,2,-2,-3,1,1],[1]]""","""[[5,[1,3,1,-5]],[11,[1,4,6,-11]],[101,[1,-1,101,-101]]]""",False,Q,Q,USp(4),1326188175850724325,0
5568.a.5568.1,5568.a,5568,5568,"""[[0,-1,0,0,2,1],[1,0,1]]""","""[[2,[1,1]],[3,[1,1,1,-3]],[29,[1,-7,35,-29]]]""",False,Q,Q,USp(4),1315630143290979937,0
5568.b.89088.1,5568.b,5568,89088,"""[[-3,2,1,0,2,1],[0,0,1,1]]""","""[[2,[1,1]],[3,[1,2,0,-3]],[29,[1,-1,29,-29]]]""",False,Q,Q,USp(4),273557351781709725,0
5569.a.5569.1,5569.a,5569,5569,"""[[1,0,2,0,1],[1,1,0,1]]""","""[[5569,[1,-116,5684,-5569]]]""",False,Q,Q,USp(4),1973099354224991906,0
5572.a.11144.1,5572.a,5572,11144,"""[[0,0,0,1,1],[1,1,0,1]]""","""[[2,[1,1,1]],[7,[1,3,3,-7]],[199,[1,-7,191,199]]]""",False,Q,Q,USp(4),1697285420855583062,0
5572.b.22288.1,5572.b,5572,22288,"""[[-7,-21,0,35,1,-20,6],[0,1,1]]""","""[[2,[1,2,1]],[7,[1,-1,7,-7]],[199,[1,-21,219,-199]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),128841837590679255,0
5573.a.5573.1,5573.a,5573,5573,"""[[28,35,0,-11,-1,1],[1,1]]""","""[[5573,[1,-18,5554,5573]]]""",False,Q,Q,USp(4),413609024757761824,0
5573.b.5573.1,5573.b,5573,5573,"""[[0,0,-1,0,2,-1],[1,1]]""","""[[5573,[1,-110,5682,-5573]]]""",False,Q,Q,USp(4),772294921541523518,0
5576.a.11152.1,5576.a,5576,11152,"""[[-9,-22,1,29,8,-8,-3],[0,1]]""","""[[2,[1,1]],[17,[1,-5,11,17]],[41,[1,1,39,-41]]]""",False,Q,Q,USp(4),975489173205756588,0
5576.a.44608.1,5576.a,5576,44608,"""[[0,2,15,33,15,2],[0,1]]""","""[[2,[1,1]],[17,[1,-5,11,17]],[41,[1,1,39,-41]]]""",False,Q,Q,USp(4),975489173205756588,0
5578.a.22312.1,5578.a,5578,22312,"""[[0,0,0,-2,-2,-1],[1,1]]""","""[[2,[1,1,0,-2]],[2789,[1,96,2884,2789]]]""",False,Q,Q,USp(4),439135773580544909,0
5580.a.33480.1,5580.a,5580,33480,"""[[0,0,1,-2,-2,1],[1,1,0,1]]""","""[[2,[1,1,1]],[3,[1,1,1]],[5,[1,3,7,5]],[31,[1,0,30,-31]]]""",False,Q,Q,USp(4),256344453405211202,0
5584.a.22336.1,5584.a,5584,22336,"""[[0,0,-1,0,1],[1,1,1,1]]""","""[[2,[1]],[349,[1,21,369,349]]]""",False,Q,Q,USp(4),173251046913021677,0
5589.a.5589.1,5589.a,5589,5589,"""[[3,3,5,2,2],[1,0,1,1]]""","""[[3,[1,2,3]],[23,[1,0,22,-23]]]""",False,Q,Q,USp(4),2160214661914708742,0
5589.b.5589.1,5589.b,5589,5589,"""[[0,1,1,1,1,1],[1]]""","""[[3,[1,1]],[23,[1,-10,32,-23]]]""",False,Q,Q,USp(4),787172921781774097,0
5589.c.452709.1,5589.c,5589,452709,"""[[2,6,1,-6,0,1],[1]]""","""[[3,[1,-1]],[23,[1,4,26,23]]]""",False,Q,Q,USp(4),2140330520754608058,0
5591.a.5591.1,5591.a,5591,5591,"""[[0,-1,1,0,-2,1],[0,1,1]]""","""[[5591,[1,-71,5519,5591]]]""",False,Q,Q,USp(4),1184504099574065901,0
5592.a.33552.1,5592.a,5592,33552,"""[[1,-2,4,-4,4,-2,1],[1]]""","""[[2,[1,0,2]],[3,[1,1,3,3]],[233,[1,24,208,-233]]]""",False,Q,Q,USp(4),1597249829649761072,0
5598.a.134352.1,5598.a,5598,134352,"""[[1,1,-2,-1,2,1],[0,1]]""","""[[2,[1,1,0,-2]],[3,[1,2,3]],[311,[1,9,319,311]]]""",False,Q,Q,USp(4),704278223010186972,0
5599.a.5599.1,5599.a,5599,5599,"""[[0,-2,1,0,-1],[1,1,0,1]]""","""[[11,[1,5,15,11]],[509,[1,31,539,509]]]""",False,Q,Q,USp(4),1850307666554656911,0
5602.a.179264.1,5602.a,5602,179264,"""[[0,1,1,-1,1,1],[1,1]]""","""[[2,[1,1,0,-2]],[2801,[1,34,2834,2801]]]""",False,Q,Q,USp(4),801649722261994048,0
5610.a.56100.1,5610.a,5610,56100,"""[[12,-4,-18,2,8,0,-1],[0,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,-1,3,-3]],[5,[1,-1,3,5]],[11,[1,1,11,11]],[17,[1,-1,15,17]]]""",False,Q,Q,USp(4),2135860744907946950,0
5616.a.89856.1,5616.a,5616,89856,"""[[39,0,-16],[0,1,0,1]]""","""[[2,[1,1]],[3,[1,1]],[13,[1,3,15,13]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),964304346671478127,0
5616.b.454896.1,5616.b,5616,454896,"""[[351,0,95,0,8],[0,1,0,1]]""","""[[2,[1,1,2]],[3,[1,-1]],[13,[1,1,11,-13]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),715096013015505688,0
5616.c.454896.1,5616.c,5616,454896,"""[[-7,0,-26,0,-32,0,-13],[1,0,1]]""","""[[2,[1,-1,2]],[3,[1,1]],[13,[1,1,11,-13]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),904773235914408080,0
5618.a.11236.1,5618.a,5618,11236,"""[[0,-1,1,0,1,-1],[1,0,0,1]]""","""[[2,[1,2,3,2]],[53,[1,2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),260571510814757278,0
5627.a.5627.1,5627.a,5627,5627,"""[[0,0,-1,1,3,1],[1]]""","""[[17,[1,1,15,-17]],[331,[1,2,332,331]]]""",False,Q,Q,USp(4),729055093561371315,0
5630.a.360320.1,5630.a,5630,360320,"""[[4,6,4,1],[0,1,1,1]]""","""[[2,[1,0,1,-2]],[5,[1,5,9,5]],[563,[1,-7,555,563]]]""",False,Q,Q,USp(4),47575398423241092,0
5637.a.152199.1,5637.a,5637,152199,"""[[0,-1,-3,0,2,1],[0,1,1]]""","""[[3,[1,-1,1,3]],[1879,[1,-15,1863,1879]]]""",False,Q,Q,USp(4),77617286798021643,0
5641.a.5641.1,5641.a,5641,5641,"""[[0,-1,0,2,-1,-1,1],[1]]""","""[[5641,[1,71,5711,5641]]]""",False,Q,Q,USp(4),1698780888200640161,0
5642.a.174902.1,5642.a,5642,174902,"""[[7,5,-3,-1,-2],[0,0,1,1]]""","""[[2,[1,1,0,-2]],[7,[1,3,3,-7]],[13,[1,-3,15,-13]],[31,[1,4,34,31]]]""",False,Q,Q,USp(4),1317135965664418681,0
5644.a.383792.1,5644.a,5644,383792,"""[[5,18,18,8,8,1,1],[0,1,1]]""","""[[2,[1,0,-1]],[17,[1,2,14,-17]],[83,[1,1,83,83]]]""",False,Q,Q,USp(4),1810427887991547720,0
5649.a.16947.1,5649.a,5649,16947,"""[[-2,1,4,0,-1],[0,0,1,1]]""","""[[3,[1,2,4,3]],[7,[1,-1,5,7]],[269,[1,11,257,-269]]]""",False,Q,Q,USp(4),1707026184802749875,0
5651.a.5651.1,5651.a,5651,5651,"""[[0,4,22,45,19,1],[1]]""","""[[5651,[1,-73,5723,-5651]]]""",False,Q,Q,USp(4),1419279500345312775,0
5651.b.5651.1,5651.b,5651,5651,"""[[1,1,1],[1,1,1,1]]""","""[[5651,[1,-117,5767,-5651]]]""",False,Q,Q,USp(4),598082600341812096,0
5655.a.84825.1,5655.a,5655,84825,"""[[0,-3,6,1,-17,-5],[1,1,1]]""","""[[3,[1,1,1,-3]],[5,[1,1,5,5]],[13,[1,-5,7,13]],[29,[1,7,35,29]]]""",False,Q,Q,USp(4),531360627356467410,0
5655.b.491985.1,5655.b,5655,491985,"""[[0,3,-3,-4,2,1],[0,1,1]]""","""[[3,[1,-1,3,-3]],[5,[1,1,3,-5]],[13,[1,3,15,13]],[29,[1,3,31,29]]]""",False,Q,Q,USp(4),1891005503585883107,0
5659.a.5659.1,5659.a,5659,5659,"""[[-1,-2,-2,0,1],[1,0,1,1]]""","""[[5659,[1,99,5559,-5659]]]""",False,Q,Q,USp(4),2224790240276400889,0
5662.a.90592.1,5662.a,5662,90592,"""[[0,1,3,1,-1,-1],[1,1]]""","""[[2,[1,1,0,-2]],[19,[1,3,15,-19]],[149,[1,-5,153,-149]]]""",False,Q,Q,USp(4),1406613703136720962,0
5666.a.11332.1,5666.a,5666,11332,"""[[1,3,1,-2,0,1],[0,1]]""","""[[2,[1,1,2,2]],[2833,[1,-11,2843,-2833]]]""",False,Q,Q,USp(4),573583367939249221,0
5668.a.5668.1,5668.a,5668,5668,"""[[-3,-1,4,0,-2],[1,0,0,1]]""","""[[2,[1,0,1]],[13,[1,4,16,13]],[109,[1,-15,123,-109]]]""",False,Q,Q,USp(4),1887326118791016491,0
