type,l,k,delta_E_bits
BRIDGE,11,2,132.827
BRIDGE,13,2,137.150
BRIDGE,7,2,126.280
BRIDGE,11,2,167.431
BRIDGE,11,2,158.068
BRIDGE,5,2,112.223
BRIDGE,13,2,148.998
BRIDGE,13,2,161.431
BRIDGE,7,2,97.941
BRIDGE,7,2,135.572
BRIDGE,13,2,141.717
BRIDGE,13,2,157.808
BRIDGE,11,2,167.431
BRIDGE,11,2,167.431
BRIDGE,5,2,159.184
BRIDGE,11,2,148.961
BRIDGE,13,2,132.480
BRIDGE,13,2,155.431
BRIDGE,11,2,146.479
BRIDGE,11,2,142.692
BRIDGE,11,2,137.296
BRIDGE,7,2,152.861
BRIDGE,13,2,158.011
BRIDGE,11,2,179.431
BRIDGE,13,2,164.007
BRIDGE,5,2,123.318
BRIDGE,11,2,167.431
BRIDGE,11,2,146.146
BRIDGE,11,2,151.561
BRIDGE,5,2,138.900
BRIDGE,11,2,145.775
BRIDGE,7,2,147.017
BRIDGE,5,2,165.319
BRIDGE,11,2,164.486
BRIDGE,13,2,151.384
BRIDGE,7,2,128.924
BRIDGE,11,2,163.791
BRIDGE,11,2,161.431
BRIDGE,13,2,152.751
BRIDGE,13,2,151.590
BRIDGE,13,2,142.601
BRIDGE,13,2,155.431
BRIDGE,13,2,143.282
BRIDGE,5,2,179.431
BRIDGE,11,2,149.431
BRIDGE,7,2,135.262
BRIDGE,13,2,167.431
BRIDGE,5,2,146.759
BRIDGE,13,2,151.987
BRIDGE,11,2,149.092
BRIDGE,7,2,126.579
BRIDGE,11,2,126.535
BRIDGE,13,2,139.186
BRIDGE,13,2,142.153
BRIDGE,5,2,136.407
BRIDGE,7,2,132.003
BRIDGE,5,2,128.380
BRIDGE,7,2,126.154
BRIDGE,5,2,150.705
BRIDGE,11,2,142.544
BRIDGE,11,2,114.978
BRIDGE,13,2,110.806
BRIDGE,7,2,143.487
BRIDGE,13,2,142.547
BRIDGE,11,2,142.311
BRIDGE,5,2,134.608
BRIDGE,5,2,153.479
BRIDGE,13,2,148.209
BRIDGE,5,2,110.422
BRIDGE,13,2,163.504
BRIDGE,5,2,101.056
BRIDGE,5,2,103.365
BRIDGE,5,2,115.797
BRIDGE,5,2,121.816
BRIDGE,13,2,151.373
BRIDGE,7,2,135.347
BRIDGE,7,2,129.232
BRIDGE,7,2,117.554
BRIDGE,13,2,158.673
BRIDGE,11,2,143.196
BRIDGE,13,2,132.883
BRIDGE,11,2,158.479
BRIDGE,5,2,159.456
BRIDGE,11,2,146.191
BRIDGE,5,2,142.072
BRIDGE,5,2,150.391
BRIDGE,11,2,141.898
BRIDGE,5,2,128.115
BRIDGE,7,2,143.717
BRIDGE,5,2,143.197
BRIDGE,5,2,125.744
BRIDGE,7,2,135.014
BRIDGE,11,2,142.910
BRIDGE,11,2,148.939
BRIDGE,7,2,143.589
BRIDGE,11,2,127.553
BRIDGE,5,2,137.116
BRIDGE,7,2,139.705
BRIDGE,13,2,136.437
BRIDGE,13,2,167.431
BRIDGE,11,2,161.431
BRIDGE,5,2,151.255
BRIDGE,5,2,117.588
BRIDGE,11,2,149.169
BRIDGE,11,2,167.431
BRIDGE,13,2,145.521
BRIDGE,11,2,157.739
BRIDGE,5,2,118.983
BRIDGE,11,2,163.997
BRIDGE,11,2,152.538
BRIDGE,5,2,112.148
BRIDGE,5,2,145.365
BRIDGE,11,2,140.285
BRIDGE,5,2,129.619
BRIDGE,13,2,150.756
BRIDGE,7,2,155.466
BRIDGE,11,2,167.431
BRIDGE,5,2,152.704
BRIDGE,11,2,158.603
BRIDGE,7,2,146.880
BRIDGE,5,2,138.266
BRIDGE,13,2,167.431
BRIDGE,7,2,147.286
BRIDGE,7,2,99.660
BRIDGE,13,2,163.373
BRIDGE,5,2,100.758
BRIDGE,7,2,170.792
BRIDGE,13,2,145.704
BRIDGE,13,2,125.373
BRIDGE,13,2,158.098
BRIDGE,13,2,151.678
BRIDGE,7,2,107.746
BRIDGE,13,2,147.631
BRIDGE,11,2,148.142
BRIDGE,13,2,136.297
BRIDGE,7,2,158.291
BRIDGE,5,2,133.793
BRIDGE,5,2,111.519
BRIDGE,7,2,146.371
BRIDGE,11,2,158.174
BRIDGE,7,2,149.812
BRIDGE,7,2,150.168
BRIDGE,11,2,139.811
BRIDGE,5,2,125.051
BRIDGE,13,2,137.568
BRIDGE,7,2,117.287
BRIDGE,7,2,129.543
BRIDGE,5,2,128.054
BRIDGE,5,2,136.529
BRIDGE,11,2,140.392
BRIDGE,13,2,142.831
BRIDGE,11,2,139.269
BRIDGE,11,2,130.334
BRIDGE,13,2,161.431
BRIDGE,7,2,131.429
BRIDGE,5,2,151.182
BRIDGE,5,2,106.785
BRIDGE,13,2,124.111
BRIDGE,11,2,145.957
BRIDGE,7,2,129.963
BRIDGE,11,2,158.239
BRIDGE,11,2,134.441
BRIDGE,11,2,161.431
BRIDGE,11,2,163.837
BRIDGE,5,2,141.719
BRIDGE,13,2,142.018
BRIDGE,5,2,148.245
BRIDGE,5,2,159.274
BRIDGE,5,2,142.495
BRIDGE,13,2,152.673
BRIDGE,11,2,152.376
BRIDGE,13,2,152.220
BRIDGE,7,2,125.761
BRIDGE,11,2,161.431
BRIDGE,7,2,144.097
BRIDGE,7,2,159.017
BRIDGE,13,2,152.432
BRIDGE,7,2,155.479
BRIDGE,5,2,118.064
BRIDGE,5,2,133.215
BRIDGE,7,2,152.213
BRIDGE,7,2,138.509
BRIDGE,5,2,132.505
BRIDGE,13,2,154.671
BRIDGE,11,2,134.031
BRIDGE,5,2,121.920
BRIDGE,5,2,124.803
BRIDGE,5,2,150.718
BRIDGE,13,2,167.431
BRIDGE,11,2,133.806
BRIDGE,7,2,117.610
BRIDGE,13,2,155.431
BRIDGE,11,2,154.275
BRIDGE,5,2,133.163
BRIDGE,5,2,129.832
BRIDGE,7,2,103.413
BRIDGE,7,2,114.322
BRIDGE,11,2,164.088
BRIDGE,5,2,130.150
BRIDGE,13,2,127.020
BRIDGE,13,2,148.657
BRIDGE,7,2,140.321
BRIDGE,7,2,135.096
BRIDGE,13,2,161.431
BRIDGE,5,2,126.063
BRIDGE,5,2,125.898
BRIDGE,7,2,126.617
BRIDGE,5,2,134.212
BRIDGE,5,2,120.537
BRIDGE,5,2,127.921
BRIDGE,5,2,144.093
BRIDGE,7,2,117.151
BRIDGE,13,2,142.021
BRIDGE,7,2,142.256
BRIDGE,7,2,115.811
BRIDGE,5,2,167.431
BRIDGE,7,2,152.401
BRIDGE,11,2,154.562
BRIDGE,7,2,118.211
BRIDGE,13,2,136.092
BRIDGE,11,2,143.442
BRIDGE,11,2,143.354
BRIDGE,5,2,105.480
BRIDGE,5,2,116.261
BRIDGE,11,2,152.088
BRIDGE,7,2,146.906
BRIDGE,5,2,119.937
BRIDGE,13,2,167.431
BRIDGE,7,2,152.514
BRIDGE,11,2,167.431
BRIDGE,5,2,145.119
BRIDGE,5,2,133.423
BRIDGE,5,2,118.081
BRIDGE,7,2,144.088
BRIDGE,13,2,153.970
BRIDGE,5,2,133.634
BRIDGE,11,2,129.310
BRIDGE,13,2,157.891
BRIDGE,5,2,125.084
BRIDGE,11,2,142.683
BRIDGE,11,2,146.220
BRIDGE,11,2,158.247
BRIDGE,5,2,151.183
BRIDGE,11,2,145.952
BRIDGE,7,2,135.332
BRIDGE,7,2,119.559
BRIDGE,11,2,139.476
BRIDGE,13,2,148.297
BRIDGE,5,2,134.482
BRIDGE,5,2,128.605
BRIDGE,7,2,138.834
BRIDGE,5,2,128.693
BRIDGE,13,2,142.684
BRIDGE,5,2,130.092
BRIDGE,13,2,152.673
BRIDGE,7,2,131.398
BRIDGE,13,2,157.572
BRIDGE,13,2,161.431
BRIDGE,7,2,152.592
BRIDGE,5,2,136.424
BRIDGE,11,2,137.037
BRIDGE,13,2,142.711
BRIDGE,7,2,117.562
BRIDGE,5,2,111.732
BRIDGE,11,2,157.866
BRIDGE,7,2,155.431
BRIDGE,5,2,142.249
BRIDGE,5,2,111.714
BRIDGE,11,2,138.977
BRIDGE,11,2,146.362
BRIDGE,5,2,127.141
BRIDGE,5,2,142.596
BRIDGE,7,2,130.718
BRIDGE,13,2,145.972
BRIDGE,13,2,113.577
BRIDGE,7,2,149.856
BRIDGE,7,2,155.903
BRIDGE,5,2,135.026
BRIDGE,5,2,116.212
BRIDGE,5,2,111.718
BRIDGE,7,2,155.431
BRIDGE,11,2,173.431
BRIDGE,11,2,145.669
BRIDGE,5,2,136.972
BRIDGE,13,2,146.527
BRIDGE,7,2,135.450
BRIDGE,5,2,114.504
BRIDGE,5,2,95.508
BRIDGE,11,2,152.673
BRIDGE,11,2,167.431
BRIDGE,11,2,135.720
BRIDGE,7,2,132.146
BRIDGE,5,2,120.273
BRIDGE,5,2,127.712
BRIDGE,5,2,148.122
BRIDGE,11,2,152.264
BRIDGE,11,2,127.472
BRIDGE,7,2,127.051
BRIDGE,13,2,167.431
BRIDGE,11,2,142.369
BRIDGE,7,2,152.502
BRIDGE,13,2,127.989
BRIDGE,11,2,155.431
BRIDGE,13,2,136.667
BRIDGE,11,2,158.264
BRIDGE,11,2,133.467
BRIDGE,5,2,138.227
BRIDGE,13,2,163.668
BRIDGE,5,2,125.333
BRIDGE,7,2,131.580
BRIDGE,11,2,133.491
BRIDGE,7,2,132.054
BRIDGE,5,2,147.426
BRIDGE,11,2,153.542
BRIDGE,7,2,143.714
BRIDGE,13,2,133.452
BRIDGE,5,2,109.370
BRIDGE,13,2,140.029
BRIDGE,13,2,152.252
BRIDGE,13,2,167.431
BRIDGE,11,2,139.530
BRIDGE,13,2,137.299
BRIDGE,5,2,142.672
BRIDGE,11,2,127.336
BRIDGE,7,2,129.803
BRIDGE,13,2,137.241
BRIDGE,11,2,151.957
BRIDGE,7,2,131.178
BRIDGE,5,2,125.361
BRIDGE,5,2,133.837
BRIDGE,5,2,144.767
BRIDGE,5,2,142.670
BRIDGE,11,2,139.566
BRIDGE,11,2,133.054
BRIDGE,7,2,152.836
BRIDGE,13,2,155.431
BRIDGE,5,2,139.280
BRIDGE,5,2,161.431
BRIDGE,7,2,117.611
BRIDGE,7,2,146.908
BRIDGE,13,2,149.265
BRIDGE,11,2,158.487
BRIDGE,7,2,158.922
BRIDGE,7,2,123.212
BRIDGE,5,2,119.330
BRIDGE,11,2,143.179
BRIDGE,7,2,141.042
BRIDGE,11,2,152.310
BRIDGE,13,2,145.166
BRIDGE,7,2,135.077
BRIDGE,5,2,140.079
BRIDGE,7,2,143.673
BRIDGE,13,2,136.675
BRIDGE,5,2,126.343
BRIDGE,13,2,155.431
BRIDGE,7,2,137.928
BRIDGE,7,2,158.944
BRIDGE,5,2,150.434
BRIDGE,7,2,141.373
BRIDGE,11,2,157.590
BRIDGE,7,2,140.686
BRIDGE,11,2,167.431
BRIDGE,7,2,126.228
BRIDGE,11,2,158.539
BRIDGE,5,2,88.410
BRIDGE,13,2,117.959
BRIDGE,5,2,140.139
BRIDGE,7,2,137.628
BRIDGE,5,2,137.334
BRIDGE,11,2,155.431
BRIDGE,13,2,161.431
BRIDGE,13,2,123.645
BRIDGE,7,2,123.658
BRIDGE,13,2,151.458
BRIDGE,7,2,123.670
BRIDGE,13,2,139.799
BRIDGE,11,2,163.978
BRIDGE,7,2,144.217
BRIDGE,11,2,118.909
BRIDGE,7,2,137.977
BRIDGE,13,2,141.357
BRIDGE,5,2,119.771
BRIDGE,11,2,167.431
BRIDGE,11,2,143.313
BRIDGE,5,2,130.222
BRIDGE,7,2,122.975
BRIDGE,11,2,136.028
BRIDGE,7,2,156.064
BRIDGE,11,2,136.433
BRIDGE,11,2,137.535
BRIDGE,5,2,96.256
BRIDGE,7,2,155.431
BRIDGE,5,2,117.867
BRIDGE,7,2,141.187
BRIDGE,5,2,126.124
BRIDGE,5,2,114.499
BRIDGE,5,2,112.065
BRIDGE,13,2,146.228
BRIDGE,7,2,143.091
BRIDGE,13,2,132.678
BRIDGE,7,2,114.690
BRIDGE,7,2,126.942
BRIDGE,7,2,116.659
BRIDGE,7,2,152.687
BRIDGE,5,2,110.083
BRIDGE,5,2,156.804
BRIDGE,7,2,143.885
BRIDGE,7,2,135.381
BRIDGE,5,2,134.461
BRIDGE,13,2,143.083
BRIDGE,13,2,157.449
BRIDGE,5,2,142.209
BRIDGE,7,2,157.588
BRIDGE,5,2,117.300
BRIDGE,13,2,158.483
BRIDGE,13,2,158.082
BRIDGE,5,2,134.320
BRIDGE,13,2,151.384
BRIDGE,7,2,141.735
BRIDGE,11,2,152.154
BRIDGE,5,2,118.013
BRIDGE,5,2,125.648
BRIDGE,11,2,122.890
BRIDGE,5,2,119.600
BRIDGE,5,2,95.397
BRIDGE,7,2,143.980
BRIDGE,7,2,143.527
BRIDGE,13,2,154.656
BRIDGE,5,2,150.961
BRIDGE,11,2,146.603
BRIDGE,13,2,173.431
BRIDGE,11,2,151.952
BRIDGE,7,2,141.566
BRIDGE,13,2,148.573
BRIDGE,11,2,152.094
BRIDGE,11,2,143.233
BRIDGE,5,2,136.601
BRIDGE,5,2,131.023
BRIDGE,13,2,148.774
BRIDGE,11,2,154.231
BRIDGE,11,2,151.342
BRIDGE,13,2,167.431
BRIDGE,5,2,127.994
BRIDGE,13,2,167.431
BRIDGE,13,2,161.431
BRIDGE,5,2,128.647
BRIDGE,11,2,123.972
BRIDGE,7,2,143.812
BRIDGE,11,2,158.348
BRIDGE,13,2,146.301
BRIDGE,7,2,150.281
BRIDGE,11,2,152.213
BRIDGE,11,2,125.533
BRIDGE,11,2,119.004
BRIDGE,7,2,132.763
BRIDGE,11,2,118.916
BRIDGE,7,2,135.323
BRIDGE,5,2,150.499
BRIDGE,13,2,161.431
BRIDGE,7,2,131.217
BRIDGE,11,2,143.131
BRIDGE,11,2,151.879
BRIDGE,11,2,131.418
BRIDGE,7,2,134.672
BRIDGE,5,2,132.134
BRIDGE,11,2,146.627
BRIDGE,11,2,161.431
BRIDGE,5,2,127.394
BRIDGE,7,2,131.728
BRIDGE,7,2,126.522
BRIDGE,5,2,133.869
BRIDGE,11,2,139.208
BRIDGE,11,2,152.227
BRIDGE,11,2,133.065
BRIDGE,7,2,122.440
BRIDGE,11,2,161.431
BRIDGE,11,2,151.464
BRIDGE,11,2,149.242
BRIDGE,13,2,129.487
BRIDGE,5,2,128.036
BRIDGE,11,2,158.640
BRIDGE,13,2,160.988
BRIDGE,11,2,142.945
BRIDGE,13,2,133.161
BRIDGE,7,2,100.574
BRIDGE,11,2,148.654
BRIDGE,7,2,129.194
BRIDGE,5,2,140.322
BRIDGE,7,2,116.424
BRIDGE,5,2,107.505
BRIDGE,7,2,144.441
BRIDGE,13,2,118.819
BRIDGE,7,2,147.126
BRIDGE,13,2,124.783
BRIDGE,13,2,136.276
BRIDGE,13,2,133.582
BRIDGE,13,2,161.431
BRIDGE,11,2,126.798
BRIDGE,7,2,135.446
BRIDGE,13,2,151.998
BRIDGE,5,2,156.882
BRIDGE,7,2,125.918
BRIDGE,7,2,144.319
BRIDGE,13,2,163.972
BRIDGE,5,2,104.065
BRIDGE,5,2,63.667
BRIDGE,5,2,108.757
BRIDGE,7,2,112.142
BRIDGE,7,2,144.278
BRIDGE,13,2,152.819
BRIDGE,7,2,146.730
BRIDGE,11,2,157.919
BRIDGE,11,2,155.431
BRIDGE,11,2,132.974
BRIDGE,7,2,158.787
BRIDGE,5,2,111.364
BRIDGE,7,2,173.431
BRIDGE,11,2,144.444
BRIDGE,13,2,142.238
BRIDGE,7,2,122.997
BRIDGE,11,2,140.553
BRIDGE,5,2,150.867
BRIDGE,13,2,142.302
BRIDGE,13,2,139.391
BRIDGE,13,2,146.404
BRIDGE,5,2,125.982
BRIDGE,5,2,149.942
BRIDGE,5,2,128.492
BRIDGE,5,2,131.991
BRIDGE,5,2,134.793
BRIDGE,7,2,158.852
BRIDGE,7,2,143.932
BRIDGE,11,2,158.277
BRIDGE,5,2,167.431
BRIDGE,13,2,153.754
BRIDGE,7,2,118.726
BRIDGE,5,2,149.283
BRIDGE,7,2,144.447
BRIDGE,7,2,126.950
BRIDGE,5,2,138.650
BRIDGE,13,2,155.431
BRIDGE,5,2,136.409
BRIDGE,11,2,164.006
BRIDGE,7,2,144.263
BRIDGE,13,2,151.791
BRIDGE,5,2,142.740
BRIDGE,11,2,148.772
BRIDGE,5,2,104.795
BRIDGE,7,2,102.265
BRIDGE,5,2,116.217
BRIDGE,11,2,136.869
BRIDGE,5,2,150.952
BRIDGE,5,2,118.076
BRIDGE,5,2,128.274
BRIDGE,13,2,142.722
BRIDGE,13,2,128.936
BRIDGE,13,2,145.853
BRIDGE,11,2,158.469
BRIDGE,13,2,173.431
BRIDGE,13,2,155.431
BRIDGE,11,2,143.060
BRIDGE,13,2,152.308
BRIDGE,13,2,145.881
BRIDGE,13,2,167.431
BRIDGE,11,2,167.431
BRIDGE,5,2,134.294
BRIDGE,11,2,137.446
BRIDGE,7,2,135.656
BRIDGE,5,2,126.400
BRIDGE,5,2,173.431
BRIDGE,13,2,161.431
BRIDGE,7,2,144.183
BRIDGE,7,2,138.647
BRIDGE,11,2,170.340
BRIDGE,11,2,145.635
BRIDGE,5,2,122.894
BRIDGE,5,2,88.708
BRIDGE,5,2,136.266
BRIDGE,7,2,143.463
BRIDGE,5,2,157.367
BRIDGE,7,2,146.508
BRIDGE,7,2,141.518
BRIDGE,5,2,150.671
BRIDGE,5,2,128.447
BRIDGE,7,2,126.217
BRIDGE,5,2,135.318
BRIDGE,13,2,142.632
BRIDGE,13,2,142.749
BRIDGE,5,2,133.496
BRIDGE,11,2,158.469
BRIDGE,11,2,146.187
BRIDGE,13,2,145.060
BRIDGE,11,2,134.092
BRIDGE,11,2,145.788
BRIDGE,5,2,150.427
BRIDGE,11,2,158.264
BRIDGE,13,2,148.898
BRIDGE,11,2,143.434
BRIDGE,11,2,124.680
BRIDGE,5,2,128.027
BRIDGE,7,2,116.585
BRIDGE,5,2,143.298
BRIDGE,7,2,138.660
BRIDGE,11,2,164.312
BRIDGE,7,2,132.381
BRIDGE,13,2,151.590
BRIDGE,7,2,143.503
BRIDGE,11,2,125.624
BRIDGE,7,2,146.454
BRIDGE,11,2,142.292
BRIDGE,11,2,167.431
BRIDGE,13,2,157.154
BRIDGE,13,2,145.728
BRIDGE,5,2,144.889
BRIDGE,13,2,135.702
BRIDGE,11,2,149.020
BRIDGE,7,2,121.071
BRIDGE,5,2,118.184
BRIDGE,5,2,136.523
BRIDGE,7,2,138.320
BRIDGE,5,2,124.829
BRIDGE,11,2,151.739
BRIDGE,7,2,144.113
BRIDGE,11,2,128.203
BRIDGE,7,2,77.842
BRIDGE,5,2,134.668
BRIDGE,5,2,122.110
BRIDGE,13,2,141.471
BRIDGE,13,2,156.589
BRIDGE,7,2,143.314
BRIDGE,7,2,132.649
BRIDGE,13,2,132.700
BRIDGE,13,2,154.871
BRIDGE,13,2,152.240
BRIDGE,7,2,117.411
BRIDGE,13,2,147.527
BRIDGE,5,2,133.081
BRIDGE,5,2,134.059
BRIDGE,11,2,120.994
BRIDGE,5,2,138.318
BRIDGE,7,2,132.056
BRIDGE,11,2,157.919
BRIDGE,13,2,161.431
BRIDGE,5,2,131.090
BRIDGE,5,2,136.471
BRIDGE,7,2,128.824
BRIDGE,11,2,141.486
BRIDGE,13,2,136.540
BRIDGE,5,2,126.378
BRIDGE,13,2,161.431
BRIDGE,11,2,151.677
BRIDGE,7,2,149.295
BRIDGE,11,2,134.273
BRIDGE,11,2,157.639
BRIDGE,5,2,98.147
BRIDGE,7,2,146.277
BRIDGE,11,2,136.994
BRIDGE,5,2,105.301
BRIDGE,7,2,126.268
BRIDGE,5,2,139.377
BRIDGE,5,2,142.347
BRIDGE,5,2,120.431
BRIDGE,7,2,116.296
BRIDGE,7,2,130.126
BRIDGE,7,2,140.838
BRIDGE,11,2,158.348
BRIDGE,11,2,128.090
BRIDGE,7,2,135.529
BRIDGE,5,2,125.311
BRIDGE,13,2,129.570
BRIDGE,11,2,133.706
BRIDGE,11,2,146.353
BRIDGE,7,2,143.990
BRIDGE,7,2,147.511
BRIDGE,13,2,158.083
BRIDGE,5,2,130.584
BRIDGE,13,2,146.450
BRIDGE,5,2,121.767
BRIDGE,7,2,135.414
BRIDGE,7,2,120.163
BRIDGE,7,2,147.746
BRIDGE,7,2,146.990
BRIDGE,7,2,141.280
BRIDGE,5,2,95.089
BRIDGE,7,2,144.317
BRIDGE,11,2,134.282
BRIDGE,5,2,140.990
BRIDGE,5,2,122.410
BRIDGE,7,2,156.093
BRIDGE,5,2,109.463
BRIDGE,11,2,161.431
BRIDGE,5,2,128.699
BRIDGE,13,2,138.706
BRIDGE,5,2,112.611
BRIDGE,7,2,138.066
BRIDGE,13,2,134.284
BRIDGE,13,2,163.484
BRIDGE,7,2,121.303
BRIDGE,7,2,150.091
BRIDGE,13,2,139.317
BRIDGE,13,2,152.088
BRIDGE,11,2,151.802
BRIDGE,5,2,111.632
BRIDGE,7,2,146.842
BRIDGE,7,2,173.431
BRIDGE,5,2,153.187
BRIDGE,11,2,133.765
BRIDGE,7,2,146.660
BRIDGE,5,2,139.258
BRIDGE,7,2,141.123
BRIDGE,11,2,158.717
BRIDGE,7,2,131.950
BRIDGE,5,2,122.629
BRIDGE,11,2,161.431
BRIDGE,11,2,140.024
BRIDGE,13,2,164.297
BRIDGE,5,2,115.585
BRIDGE,5,2,136.853
BRIDGE,5,2,125.317
BRIDGE,5,2,136.295
BRIDGE,5,2,128.373
BRIDGE,13,2,167.431
BRIDGE,5,2,128.454
BRIDGE,5,2,150.898
BRIDGE,7,2,161.431
BRIDGE,11,2,137.725
BRIDGE,5,2,136.919
BRIDGE,7,2,152.891
BRIDGE,13,2,155.431
BRIDGE,11,2,161.431
BRIDGE,13,2,152.279
BRIDGE,5,2,134.224
BRIDGE,7,2,137.200
BRIDGE,5,2,132.015
BRIDGE,13,2,155.431
BRIDGE,7,2,152.880
BRIDGE,7,2,164.547
BRIDGE,13,2,123.941
BRIDGE,7,2,155.431
BRIDGE,11,2,146.717
BRIDGE,7,2,138.103
BRIDGE,13,2,134.091
BRIDGE,11,2,157.817
BRIDGE,5,2,138.580
BRIDGE,13,2,146.110
BRIDGE,11,2,139.586
BRIDGE,13,2,121.368
BRIDGE,5,2,119.478
BRIDGE,5,2,156.845
BRIDGE,5,2,147.170
BRIDGE,13,2,161.431
BRIDGE,13,2,148.926
BRIDGE,11,2,155.431
BRIDGE,13,2,152.468
BRIDGE,5,2,142.776
BRIDGE,5,2,127.898
BRIDGE,11,2,167.431
BRIDGE,7,2,129.154
BRIDGE,5,2,161.431
BRIDGE,7,2,126.824
BRIDGE,11,2,142.683
BRIDGE,5,2,143.070
BRIDGE,13,2,148.216
BRIDGE,13,2,159.847
BRIDGE,7,2,158.508
BRIDGE,5,2,145.320
BRIDGE,13,2,161.431
BRIDGE,13,2,164.359
BRIDGE,13,2,143.667
BRIDGE,5,2,136.170
BRIDGE,5,2,111.868
BRIDGE,13,2,167.431
BRIDGE,7,2,161.431
BRIDGE,13,2,127.709
BRIDGE,5,2,109.991
BRIDGE,7,2,147.264
BRIDGE,5,2,126.885
BRIDGE,11,2,152.169
BRIDGE,5,2,128.941
BRIDGE,5,2,146.133
BRIDGE,11,2,144.945
BRIDGE,5,2,136.690
BRIDGE,13,2,152.079
BRIDGE,13,2,142.342
BRIDGE,5,2,132.245
BRIDGE,13,2,152.360
BRIDGE,11,2,140.420
BRIDGE,5,2,133.537
BRIDGE,11,2,141.964
BRIDGE,11,2,152.181
BRIDGE,11,2,142.732
BRIDGE,11,2,139.855
BRIDGE,7,2,161.431
BRIDGE,11,2,163.995
BRIDGE,7,2,152.454
BRIDGE,5,2,150.759
BRIDGE,11,2,148.829
BRIDGE,5,2,109.432
BRIDGE,11,2,161.431
BRIDGE,13,2,141.880
BRIDGE,13,2,136.158
BRIDGE,7,2,164.827
BRIDGE,13,2,161.431
BRIDGE,11,2,125.056
BRIDGE,7,2,147.174
BRIDGE,5,2,150.559
BRIDGE,7,2,149.913
BRIDGE,7,2,149.944
BRIDGE,13,2,156.991
BRIDGE,11,2,142.925
BRIDGE,11,2,140.399
BRIDGE,5,2,121.149
BRIDGE,5,2,119.294
BRIDGE,5,2,128.103
BRIDGE,7,2,152.506
BRIDGE,11,2,161.431
BRIDGE,7,2,125.652
BRIDGE,13,2,155.431
BRIDGE,7,2,152.439
BRIDGE,13,2,135.345
BRIDGE,5,2,159.359
BRIDGE,5,2,128.127
BRIDGE,5,2,119.633
BRIDGE,13,2,143.145
BRIDGE,5,2,138.641
BRIDGE,11,2,127.254
BRIDGE,11,2,164.329
BRIDGE,13,2,142.750
BRIDGE,13,2,155.034
BRIDGE,13,2,164.375
BRIDGE,11,2,157.808
BRIDGE,11,2,158.469
BRIDGE,5,2,137.594
BRIDGE,11,2,127.076
BRIDGE,5,2,111.267
BRIDGE,11,2,155.431
BRIDGE,5,2,123.072
BRIDGE,5,2,108.817
BRIDGE,11,2,158.538
BRIDGE,5,2,144.995
BRIDGE,7,2,132.264
BRIDGE,7,2,150.028
BRIDGE,7,2,123.237
BRIDGE,13,2,161.431
BRIDGE,7,2,143.630
BRIDGE,11,2,141.451
BRIDGE,11,2,149.186
BRIDGE,11,2,142.849
BRIDGE,11,2,142.109
BRIDGE,7,2,123.333
BRIDGE,7,2,134.536
BRIDGE,13,2,179.431
BRIDGE,5,2,167.431
BRIDGE,13,2,133.689
BRIDGE,13,2,143.476
BRIDGE,13,2,152.057
BRIDGE,11,2,130.402
BRIDGE,13,2,145.899
BRIDGE,5,2,87.415
BRIDGE,13,2,126.489
BRIDGE,13,2,155.431
BRIDGE,7,2,167.431
BRIDGE,13,2,142.489
BRIDGE,11,2,151.140
BRIDGE,7,2,149.343
BRIDGE,11,2,130.413
BRIDGE,7,2,135.304
BRIDGE,13,2,152.067
BRIDGE,11,2,152.469
BRIDGE,11,2,122.307
BRIDGE,11,2,161.431
BRIDGE,11,2,143.464
BRIDGE,11,2,163.997
BRIDGE,5,2,142.805
BRIDGE,11,2,127.247
BRIDGE,7,2,126.424
BRIDGE,13,2,142.973
BRIDGE,11,2,152.657
BRIDGE,11,2,152.174
BRIDGE,11,2,136.618
BRIDGE,7,2,112.109
BRIDGE,7,2,138.119
BRIDGE,7,2,118.041
BRIDGE,7,2,152.792
BRIDGE,11,2,152.253
BRIDGE,5,2,128.832
BRIDGE,11,2,149.926
BRIDGE,5,2,108.538
BRIDGE,13,2,163.433
BRIDGE,13,2,137.093
BRIDGE,7,2,112.268
BRIDGE,13,2,151.914
BRIDGE,5,2,127.183
BRIDGE,11,2,117.808
BRIDGE,7,2,164.003
BRIDGE,13,2,139.634
BRIDGE,13,2,143.236
BRIDGE,5,2,128.779
BRIDGE,7,2,158.360
BRIDGE,5,2,110.264
BRIDGE,5,2,102.859
BRIDGE,13,2,136.083
BRIDGE,11,2,158.122
BRIDGE,7,2,114.556
BRIDGE,5,2,148.132
BRIDGE,7,2,161.431
BRIDGE,7,2,134.586
BRIDGE,5,2,139.496
BRIDGE,11,2,135.116
BRIDGE,13,2,142.995
BRIDGE,7,2,134.607
BRIDGE,11,2,145.571
BRIDGE,13,2,142.665
BRIDGE,5,2,136.519
BRIDGE,13,2,152.186
BRIDGE,11,2,173.431
BRIDGE,7,2,135.529
BRIDGE,13,2,152.043
BRIDGE,13,2,151.587
BRIDGE,5,2,147.403
BRIDGE,7,2,152.650
BRIDGE,11,2,140.709
BRIDGE,7,2,135.204
BRIDGE,7,2,140.561
BRIDGE,13,2,158.172
BRIDGE,13,2,151.119
BRIDGE,7,2,132.052
BRIDGE,7,2,152.388
BRIDGE,13,2,112.809
BRIDGE,5,2,107.093
BRIDGE,13,2,145.903
BRIDGE,13,2,142.842
