Baselabel,Conductor,BadPrimes,HardPrimes,Is_Even,Indicator,LocalFactors,euler_factors,sealed
2.1316.3t2.a,1316,"[2, 7, 47]","[2, 7, 47]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, -1], [1, 1, 1], [1, 1, 1], [1, -1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1]]",0
2.1316.4t3.a,1316,"[2, 7, 47]","[2, 3, 7, 47]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1316.4t3.b,1316,"[2, 7, 47]","[2, 3, 7, 47]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1316.4t3.c,1316,"[2, 7, 47]","[2, 3, 7, 47]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]","[[1, 1], [1, -2, 1], [1, 0, 1], [1, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, 1], [1, 1], [1, 2, 1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1]]",0
2.1316.4t3.d,1316,"[2, 7, 47]","[2, 7, 47]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]","[[1, 1], [1, 2, 1], [1, 0, 1], [1, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, 1], [1, -1], [1, 2, 1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1]]",0
2.1316.4t3.e,1316,"[2, 7, 47]","[2, 3, 7, 37, 47, 2377]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1316.4t3.f,1316,"[2, 7, 47]","[2, 3, 7, 47, 1427]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1316.6t3.a,1316,"[2, 7, 47]","[2, 7, 47]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]",null,0
2.1316.6t3.b,1316,"[2, 7, 47]","[2, 7, 47, 467]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.1316.6t3.c,1316,"[2, 7, 47]","[2, 7, 47]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]","[[1, -1], [1, 1, 1], [1, -1, 1], [1, -1], [1, -1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1]]",0
2.1316.6t3.d,1316,"[2, 7, 47]","[2, 7, 13, 47]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]], [[1], [1]]]","[[1, -1], [1, -1, 1], [1, 1, 1], [1, 1], [1, -1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -1, 1], [1, 1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1]]",0
2.1316.6t3.e,1316,"[2, 7, 47]","[2, 7, 13, 17, 47]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.1316.6t3.f,1316,"[2, 7, 47]","[2, 7, 47]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]], [[1], [1]]]","[[1, -1], [1, -1, 1], [1, -1, 1], [1, 1], [1, 1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 1, 1], [1, 1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1]]",0
2.1319.3t2.a,1319,[1319],[1319],False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1]]",0
2.1323.3t2.a,1323,"[3, 7]","[2, 3, 7]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]]]",null,0
2.1323.3t2.b,1323,"[3, 7]","[3, 7]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]]]","[[1, 0, -1], [1], [1, 0, -1], [1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1]]",0
2.1323.6t3.a,1323,"[3, 7]","[2, 3, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]]]","[[1, 0, -1], [1], [1, 0, -1], [1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1]]",0
2.1323.6t3.b,1323,"[3, 7]","[2, 3, 5, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]]]",null,0
2.1327.3t2.a,1327,[1327],[1327],False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1]]",0
2.1328.6t3.a,1328,"[2, 83]","[2, 47, 83]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]",null,0
2.1328.6t3.b,1328,"[2, 83]","[2, 83]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]","[[1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 2, 1], [1, 1, 1], [1, -1, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1]]",0
2.1332.4t3.a,1332,"[2, 3, 37]","[2, 3, 5, 37]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]]]",null,0
2.1332.4t3.b,1332,"[2, 3, 37]","[2, 3, 5, 7, 37]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1]], [[1], [1]]]",null,0
2.1332.4t3.c,1332,"[2, 3, 37]","[2, 3, 37]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1]], [[1], [1]]]","[[1, -1], [1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1]]",0
2.1332.4t3.d,1332,"[2, 3, 37]","[2, 3, 7, 37]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]]]","[[1, 1], [1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1]]",0
2.1332.4t3.e,1332,"[2, 3, 37]","[2, 3, 37]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1]], [[1], [1]]]",null,0
2.1332.4t3.f,1332,"[2, 3, 37]","[2, 3, 37]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]]]",null,0
2.1332.6t3.a,1332,"[2, 3, 37]","[2, 3, 37]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [-1]]]",null,0
2.1332.6t3.b,1332,"[2, 3, 37]","[2, 3, 37, 79]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [-1]]]",null,0
2.1336.3t2.a,1336,"[2, 167]","[2, 167]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1]]",0
2.1336.4t3.a,1336,"[2, 167]","[2, 3, 7, 13, 23, 31, 41, 167, 4271]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1336.4t3.b,1336,"[2, 167]","[2, 3, 167]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1336.4t3.c,1336,"[2, 167]","[2, 3, 167]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]","[[1, 1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1]]",0
2.1336.6t3.a,1336,"[2, 167]","[2, 167]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]",null,0
2.1336.6t3.b,1336,"[2, 167]","[2, 3, 167]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]","[[1, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 2, 1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1]]",0
2.1339.4t3.a,1339,"[13, 103]","[2, 13, 103]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]","[[1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, -1], [1, 2, 1], [1, 0, -1], [1, 2, 1], [1, -2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, -1], [1, -2, 1], [1, 0, 1], [1, 0, -1]]",0
2.1339.4t3.b,1339,"[13, 103]","[2, 3, 7, 13, 43, 103]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1339.4t3.c,1339,"[13, 103]","[7, 13, 103]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1344.4t3.a,1344,"[2, 3, 7]","[2, 3, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]]]",null,0
2.1344.4t3.b,1344,"[2, 3, 7]","[2, 3, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.1344.4t3.c,1344,"[2, 3, 7]","[2, 3, 7, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]]]",null,0
2.1344.4t3.d,1344,"[2, 3, 7]","[2, 3, 7, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.1344.4t3.e,1344,"[2, 3, 7]","[2, 3, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]","[[1], [1, 1], [1, 0, 1], [1, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1]]",0
2.1344.4t3.f,1344,"[2, 3, 7]","[2, 3, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]]]","[[1], [1, -1], [1, 0, 1], [1, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1]]",0
2.1345.3t2.a,1345,"[5, 269]","[5, 269]",True,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]",null,0
2.1345.4t3.a,1345,"[5, 269]","[2, 5, 269]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1345.4t3.b,1345,"[5, 269]","[5, 7, 41, 97, 269, 971]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1345.4t3.c,1345,"[5, 269]","[5, 269]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.1345.6t3.a,1345,"[5, 269]","[5, 23, 269]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]",null,0
2.1345.6t3.b,1345,"[5, 269]","[5, 7, 269]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]",null,0
2.1347.3t2.a,1347,"[3, 449]","[3, 449]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, 0, -1], [1, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -2, 1]]",0
2.1347.6t3.a,1347,"[3, 449]","[2, 3, 449]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]","[[1, 0, -1], [1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 2, 1]]",0
2.1347.6t3.b,1347,"[3, 449]","[2, 3, 5, 449]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]",null,0
2.1348.4t3.a,1348,"[2, 337]","[2, 3, 7, 337, 66373]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1348.4t3.b,1348,"[2, 337]","[2, 337]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1348.4t3.c,1348,"[2, 337]","[2, 337]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]","[[1, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1]]",0
2.1351.3t2.a,1351,"[7, 193]","[7, 193]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, 1, 1], [1, 0, -1], [1, 1, 1], [1, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, -2, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1]]",0
2.1351.4t3.a,1351,"[7, 193]","[2, 3, 7, 23, 193]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1351.4t3.b,1351,"[7, 193]","[2, 7, 193]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1351.4t3.c,1351,"[7, 193]","[2, 7, 193]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]","[[1, 2, 1], [1, 0, -1], [1, 0, 1], [1, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, -2, 1], [1, 0, -1]]",0
2.1351.6t3.a,1351,"[7, 193]","[2, 7, 43, 193]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]",null,0
2.1351.6t3.b,1351,"[7, 193]","[2, 3, 7, 193]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]","[[1, 1, 1], [1, 0, -1], [1, -1, 1], [1, -1], [1, 0, -1], [1, -1, 1], [1, -1, 1], [1, 2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, -2, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1]]",0
