Baselabel,Conductor,BadPrimes,HardPrimes,Is_Even,Indicator,LocalFactors,euler_factors,sealed
2.1355.3t2.a,1355,"[5, 271]","[5, 271]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, 0, -1], [1, 1, 1], [1, -1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 1, 1]]",0
2.1355.4t3.a,1355,"[5, 271]","[2, 5, 271]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]","[[1, 0, -1], [1, 0, 1], [1, 1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1]]",0
2.1355.4t3.b,1355,"[5, 271]","[2, 5, 271]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1355.4t3.c,1355,"[5, 271]","[2, 3, 5, 11, 17, 41, 139, 271, 1061]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1355.6t3.a,1355,"[5, 271]","[2, 5, 7, 271]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]",null,0
2.1355.6t3.b,1355,"[5, 271]","[2, 5, 13, 271]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]","[[1, 0, -1], [1, -1, 1], [1, -1], [1, 0, -1], [1, 1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, -1, 1]]",0
2.1356.3t2.a,1356,"[2, 3, 113]","[2, 3, 113]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]","[[1], [1, -1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, -2, 1], [1, -1]]",0
2.1356.3t2.b,1356,"[2, 3, 113]","[2, 3, 113]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]","[[1], [1, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -1]]",0
2.1356.3t2.c,1356,"[2, 3, 113]","[2, 3, 113]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]","[[1], [1, -1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -1]]",0
2.1356.6t3.a,1356,"[2, 3, 113]","[2, 3, 5, 113]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]","[[1], [1, 1], [1, 2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, -2, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 2, 1], [1, -2, 1], [1, 1]]",0
2.1356.6t3.b,1356,"[2, 3, 113]","[2, 3, 13, 113]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]","[[1], [1, 1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 2, 1], [1, 0, -1], [1, -1, 1], [1, -1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 2, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 1]]",0
2.1356.6t3.c,1356,"[2, 3, 113]","[2, 3, 7, 113]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]","[[1], [1, 1], [1, -1, 1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 2, 1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 2, 1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 1]]",0
2.1356.6t3.d,1356,"[2, 3, 113]","[2, 3, 113]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]",null,0
2.1356.6t3.e,1356,"[2, 3, 113]","[2, 3, 113]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]",null,0
2.1356.6t3.f,1356,"[2, 3, 113]","[2, 3, 113]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]",null,0
2.1359.4t3.a,1359,"[3, 151]","[2, 3, 151]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.1359.4t3.b,1359,"[3, 151]","[3, 151]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]","[[1, 0, 1], [1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, -2, 1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1]]",0
2.1359.4t3.c,1359,"[3, 151]","[2, 3, 37, 151]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.1360.4t3.a,1360,"[2, 5, 17]","[2, 3, 5, 7, 17, 313]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]], [[1], [1]]]",null,0
2.1360.4t3.b,1360,"[2, 5, 17]","[2, 3, 5, 7, 17, 19, 349]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]], [[1], [-1]]]",null,0
2.1360.4t3.c,1360,"[2, 5, 17]","[2, 3, 5, 17]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]], [[1], [1]]]",null,0
2.1360.4t3.d,1360,"[2, 5, 17]","[2, 5, 17]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]], [[1], [-1]]]",null,0
2.1360.4t3.e,1360,"[2, 5, 17]","[2, 3, 5, 17]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [-1]], [[1], [1]]]","[[1], [1, 0, -1], [1, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 2, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1]]",0
2.1360.4t3.f,1360,"[2, 5, 17]","[2, 5, 17, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]], [[1], [-1]]]","[[1], [1, 0, -1], [1, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, -2, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1]]",0
2.1363.3t2.a,1363,"[29, 47]","[29, 47]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1]]",0
2.1363.6t3.a,1363,"[29, 47]","[2, 3, 19, 29, 47]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]","[[1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, -1, 1], [1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1]]",0
2.1363.6t3.b,1363,"[29, 47]","[2, 3, 5, 29, 47]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]",null,0
2.1368.4t3.a,1368,"[2, 3, 19]","[2, 3, 19]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]], [[1], [-1]]]",null,0
2.1368.4t3.b,1368,"[2, 3, 19]","[2, 3, 19]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1]]]",null,0
2.1368.4t3.c,1368,"[2, 3, 19]","[2, 3, 7, 19]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]], [[1], [-1]]]",null,0
2.1368.4t3.d,1368,"[2, 3, 19]","[2, 3, 5, 7, 19, 53, 773]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1]]]",null,0
2.1368.4t3.e,1368,"[2, 3, 19]","[2, 3, 19]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]], [[1], [-1]]]",null,0
2.1368.4t3.f,1368,"[2, 3, 19]","[2, 3, 19]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1]]]",null,0
2.1368.6t3.a,1368,"[2, 3, 19]","[2, 3, 5, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]], [[1]], [[1], [1]]]",null,0
2.1368.6t3.b,1368,"[2, 3, 19]","[2, 3, 5, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]], [[1]], [[1], [-1]]]","[[1, 1], [1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, -1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1]]",0
2.1368.6t3.c,1368,"[2, 3, 19]","[2, 3, 5, 19, 449]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]], [[1]], [[1], [-1]]]",null,0
2.1368.6t3.d,1368,"[2, 3, 19]","[2, 3, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]], [[1]], [[1], [1]]]","[[1, -1], [1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, -1, 1], [1, 1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 0, -1]]",0
2.1371.3t2.a,1371,"[3, 457]","[3, 457]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, 0, -1], [1, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1]]",0
2.1371.4t3.a,1371,"[3, 457]","[2, 3, 457]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1371.4t3.b,1371,"[3, 457]","[2, 3, 7, 19, 457]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1371.4t3.c,1371,"[3, 457]","[2, 3, 457]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]","[[1, 0, -1], [1, 1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 2, 1], [1, -2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, 1]]",0
2.1371.6t3.a,1371,"[3, 457]","[2, 3, 11, 457]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]",null,0
2.1371.6t3.b,1371,"[3, 457]","[2, 3, 457]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [-1]]]","[[1, 0, -1], [1, -1], [1, -1, 1], [1, 1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 2, 1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 1, 1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -1, 1]]",0
2.1373.3t2.a,1373,[1373],[1373],True,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]",null,0
2.1379.4t3.a,1379,"[7, 197]","[2, 7, 61, 197]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1379.4t3.b,1379,"[7, 197]","[2, 7, 197]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.1379.4t3.c,1379,"[7, 197]","[7, 197]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]","[[1, 0, -1], [1, 0, 1], [1, 0, 1], [1, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 2, 1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, -2, 1], [1, 0, -1]]",0
2.1383.3t2.a,1383,"[3, 461]","[3, 461]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, 1, 1], [1, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1]]",0
2.1383.6t3.a,1383,"[3, 461]","[2, 3, 5, 461]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]","[[1, -1, 1], [1, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -1, 1], [1, -2, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1]]",0
2.1383.6t3.b,1383,"[3, 461]","[3, 5, 31, 461]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]",null,0
2.1384.3t2.a,1384,"[2, 173]","[2, 173]",True,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]",null,0
2.1384.6t3.a,1384,"[2, 173]","[2, 11, 173]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]",null,0
2.1384.6t3.b,1384,"[2, 173]","[2, 11, 173]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]",null,0
2.1387.4t3.a,1387,"[19, 73]","[2, 3, 19, 37, 73, 643]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1387.4t3.b,1387,"[19, 73]","[2, 19, 73]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]","[[1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1]]",0
2.1387.4t3.c,1387,"[19, 73]","[3, 19, 73]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1388.3t2.a,1388,"[2, 347]","[2, 347]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]","[[1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, -2, 1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, -2, 1]]",0
2.1391.4t3.a,1391,"[13, 107]","[3, 13, 107]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]","[[1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, 1], [1, 0, 1], [1, 0, -1]]",0
2.1391.4t3.b,1391,"[13, 107]","[3, 7, 13, 23, 53, 107, 263, 883]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1391.4t3.c,1391,"[13, 107]","[3, 13, 107]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.1392.6t3.a,1392,"[2, 3, 29]","[2, 3, 5, 29]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [-1]], [[1], [1]]]",null,0
