lmfdb_label,Clabel,conductor,ainvs
590.a1,590a2,590,"[1, 0, 1, -1909, -36168]"
590.a2,590a1,590,"[1, 0, 1, 156, 176]"
590.b1,590c1,590,"[1, -1, 0, 1, 5]"
590.c1,590b4,590,"[1, -1, 0, -1259, 17513]"
590.c2,590b3,590,"[1, -1, 0, -179, -495]"
590.c3,590b2,590,"[1, -1, 0, -79, 285]"
590.c4,590b1,590,"[1, -1, 0, 1, 13]"
590.d1,590d1,590,"[1, 0, 0, -350, 2500]"
591.a1,591a1,591,"[0, -1, 1, -3, 2]"
592.a1,592e3,592,"[0, -1, 0, -29973, 2007325]"
592.a2,592e2,592,"[0, -1, 0, -373, 2813]"
592.a3,592e1,592,"[0, -1, 0, -53, -131]"
592.b1,592d1,592,"[0, 1, 0, -5, -1]"
592.c1,592a1,592,"[0, 1, 0, -9, -13]"
592.d1,592b1,592,"[0, 1, 0, -33, -85]"
592.e1,592c1,592,"[0, 0, 0, -16, -16]"
593.a1,593b2,593,"[1, 0, 0, -12, -17]"
593.a2,593b1,593,"[1, 0, 0, -7, -30]"
593.b1,593a1,593,"[1, 0, 1, -2, 1]"
594.a1,594c1,594,"[1, -1, 0, -4146, 103796]"
594.a2,594c2,594,"[1, -1, 0, -3201, 151613]"
594.b1,594d1,594,"[1, -1, 0, -153, 4909]"
594.c1,594a1,594,"[1, -1, 0, -18, 36]"
594.d1,594b1,594,"[1, -1, 0, -9, -9]"
594.e1,594f1,594,"[1, -1, 1, -83, 325]"
594.f1,594e1,594,"[1, -1, 1, -1379, -131165]"
594.g1,594g1,594,"[1, -1, 1, -164, -809]"
594.h1,594h1,594,"[1, -1, 1, -461, -3691]"
594.h2,594h2,594,"[1, -1, 1, -356, -5497]"
595.a1,595a1,595,"[0, -1, 1, -9996, 388876]"
595.b1,595b1,595,"[0, -1, 1, 434, -9589]"
595.c1,595c1,595,"[0, -1, 1, 0, 1]"
598.a1,598b1,598,"[1, -1, 0, 44, 496]"
598.b1,598a2,598,"[1, -1, 0, -1802, 29898]"
598.b2,598a1,598,"[1, -1, 0, -112, 492]"
598.c1,598d1,598,"[1, 1, 1, 4, -1443]"
598.d1,598c1,598,"[1, 1, 1, -14, -27]"
600.a1,600f3,600,"[0, -1, 0, -5408, -151188]"
600.a2,600f4,600,"[0, -1, 0, -3408, 76812]"
600.a3,600f2,600,"[0, -1, 0, -408, -1188]"
600.a4,600f1,600,"[0, -1, 0, 92, -188]"
600.b1,600b1,600,"[0, -1, 0, 7, -3]"
600.c1,600a5,600,"[0, -1, 0, -80008, -8683988]"
600.c2,600a3,600,"[0, -1, 0, -5008, -133988]"
600.c3,600a6,600,"[0, -1, 0, -2008, -295988]"
600.c4,600a2,600,"[0, -1, 0, -508, 1012]"
600.c5,600a1,600,"[0, -1, 0, -383, 3012]"
600.c6,600a4,600,"[0, -1, 0, 1992, 6012]"
600.d1,600c2,600,"[0, -1, 0, -168, -468]"
600.d2,600c1,600,"[0, -1, 0, 32, -68]"
600.e1,600g1,600,"[0, -1, 0, -5833, 207037]"
600.f1,600e1,600,"[0, 1, 0, -233, 1563]"
600.g1,600h2,600,"[0, 1, 0, -4208, -66912]"
600.g2,600h1,600,"[0, 1, 0, 792, -6912]"
600.h1,600d5,600,"[0, 1, 0, -9608, -365712]"
600.h2,600d4,600,"[0, 1, 0, -1608, 24288]"
600.h3,600d3,600,"[0, 1, 0, -608, -5712]"
600.h4,600d2,600,"[0, 1, 0, -108, 288]"
600.h5,600d1,600,"[0, 1, 0, 17, 38]"
600.h6,600d6,600,"[0, 1, 0, 392, -21712]"
600.i1,600i1,600,"[0, 1, 0, 167, -37]"
602.a1,602b1,602,"[1, 1, 0, -22564, 1295312]"
602.b1,602a2,602,"[1, -1, 0, -3319, -69651]"
602.b2,602a1,602,"[1, -1, 0, 121, -4291]"
602.c1,602c1,602,"[1, -1, 0, -1, -1]"
603.a1,603f1,603,"[0, 0, 1, -111, 450]"
603.b1,603b1,603,"[1, -1, 1, -29, 28]"
603.b2,603b2,603,"[1, -1, 1, 106, 136]"
603.c1,603c1,603,"[1, -1, 1, -7151, -230952]"
603.d1,603a1,603,"[1, -1, 0, -3, 0]"
603.d2,603a2,603,"[1, -1, 0, 12, -9]"
603.e1,603e1,603,"[1, -1, 0, -9, -54]"
603.f1,603d1,603,"[0, 0, 1, 15, -23]"
605.a1,605c1,605,"[1, -1, 1, -12, 36]"
605.b1,605b3,605,"[1, -1, 1, -7162, -231426]"
605.b2,605b4,605,"[1, -1, 1, -3532, 79786]"
605.b3,605b2,605,"[1, -1, 1, -507, -2494]"
605.b4,605b1,605,"[1, -1, 1, 98, -316]"
605.c1,605a1,605,"[1, -1, 0, -1414, -44027]"
606.a1,606b1,606,"[1, 0, 1, 4, 2]"
606.b1,606a3,606,"[1, 0, 1, -4325, -109816]"
606.b2,606a4,606,"[1, 0, 1, -1365, 17896]"
606.b3,606a2,606,"[1, 0, 1, -285, -1544]"
606.b4,606a1,606,"[1, 0, 1, 35, -136]"
606.c1,606c1,606,"[1, 1, 1, -33, -87]"
606.d1,606d1,606,"[1, 1, 1, -1314, -65361]"
606.e1,606e1,606,"[1, 0, 0, -120, 576]"
606.f1,606f1,606,"[1, 0, 0, -90, 324]"
606.f2,606f2,606,"[1, 0, 0, 600, -10626]"
608.a1,608f1,608,"[0, 0, 0, 5, -2]"
608.b1,608d1,608,"[0, 0, 0, -8, 16]"
608.c1,608a1,608,"[0, 0, 0, -8, -16]"
608.d1,608e1,608,"[0, 0, 0, -56, -4848]"
608.e1,608b1,608,"[0, 0, 0, -56, 4848]"
608.f1,608c1,608,"[0, 0, 0, 5, 2]"
609.a1,609b4,609,"[1, 1, 1, -204624, 35542050]"
609.a2,609b5,609,"[1, 1, 1, -42469, -2756140]"
609.a3,609b3,609,"[1, 1, 1, -13034, 528806]"
609.a4,609b2,609,"[1, 1, 1, -12789, 551346]"
609.a5,609b1,609,"[1, 1, 1, -784, 8720]"
609.a6,609b6,609,"[1, 1, 1, 12481, 2376092]"
609.b1,609a2,609,"[1, 1, 0, -35, 66]"
609.b2,609a1,609,"[1, 1, 0, 0, 3]"
610.a1,610a1,610,"[1, -1, 0, -35, -75]"
610.b1,610b3,610,"[1, -1, 0, -2744, -54500]"
610.b2,610b2,610,"[1, -1, 0, -244, 0]"
610.b3,610b1,610,"[1, -1, 0, -164, 848]"
610.b4,610b4,610,"[1, -1, 0, 976, -732]"
610.c1,610c1,610,"[1, 1, 1, -5, -5]"
610.c2,610c2,610,"[1, 1, 1, 15, -13]"
611.a1,611a1,611,"[0, 0, 1, -1, 1]"
612.a1,612b2,612,"[0, 0, 0, -4104, -101196]"
612.a2,612b1,612,"[0, 0, 0, -24, -284]"
612.b1,612c1,612,"[0, 0, 0, -48, 196]"
612.c1,612d1,612,"[0, 0, 0, -14592, 679412]"
612.d1,612a1,612,"[0, 0, 0, -456, 3748]"
612.d2,612a2,612,"[0, 0, 0, -216, 7668]"
614.a1,614b2,614,"[1, 0, 0, -373, -2991]"
614.a2,614b1,614,"[1, 0, 0, 27, 1]"
614.b1,614a1,614,"[1, -1, 1, -61, 197]"
615.a1,615a1,615,"[1, 1, 1, -6, -6]"
615.a2,615a2,615,"[1, 1, 1, 19, -16]"
615.b1,615b1,615,"[0, 1, 1, 79, -214]"
616.a1,616c2,616,"[0, 1, 0, -232, -1440]"
616.a2,616c1,616,"[0, 1, 0, -12, -32]"
616.b1,616d1,616,"[0, -1, 0, -1, 197]"
616.c1,616e3,616,"[0, 0, 0, -251, 1510]"
616.c2,616e2,616,"[0, 0, 0, -31, -30]"
616.c3,616e1,616,"[0, 0, 0, -26, -51]"
616.c4,616e4,616,"[0, 0, 0, 109, -226]"
616.d1,616a2,616,"[0, 0, 0, -355, 702]"
616.d2,616a1,616,"[0, 0, 0, 85, 86]"
616.e1,616b2,616,"[0, -1, 0, -22792, 936540]"
616.e2,616b1,616,"[0, -1, 0, 3828, 95348]"
618.a1,618a1,618,"[1, 1, 0, 2, 4]"
618.b1,618b1,618,"[1, 1, 0, -2819, -58803]"
618.c1,618d2,618,"[1, 0, 1, -20330, -1118500]"
618.c2,618d1,618,"[1, 0, 1, 325, -7018]"
618.d1,618c1,618,"[1, 0, 1, -21, 34]"
618.d2,618c2,618,"[1, 0, 1, 54, 196]"
618.e1,618e1,618,"[1, 1, 1, 1, 5]"
618.f1,618f1,618,"[1, 0, 0, -185, 1401]"
618.g1,618g1,618,"[1, 0, 0, -1484, -22128]"
620.a1,620c1,620,"[0, 0, 0, 8, 4]"
620.b1,620b2,620,"[0, 0, 0, -1207, 9006]"
620.b2,620b1,620,"[0, 0, 0, -1052, 13129]"
620.c1,620a1,620,"[0, 1, 0, -101, 359]"
620.c2,620a2,620,"[0, 1, 0, 59, 1495]"
621.a1,621b1,621,"[1, -1, 1, -14, -16]"
621.b1,621a1,621,"[1, -1, 0, -123, 548]"
622.a1,622a1,622,"[1, -1, 1, 8, -5]"
623.a1,623a1,623,"[1, 1, 0, 28, 157]"
624.a1,624b2,624,"[0, -1, 0, -60, -144]"
624.a2,624b1,624,"[0, -1, 0, 5, -14]"
624.b1,624g4,624,"[0, -1, 0, -748, 7564]"
624.b2,624g3,624,"[0, -1, 0, -733, 7888]"
624.b3,624g2,624,"[0, -1, 0, -148, -644]"
624.b4,624g1,624,"[0, -1, 0, -13, 4]"
624.c1,624a2,624,"[0, -1, 0, -68, 240]"
624.c2,624a1,624,"[0, -1, 0, -3, 6]"
624.d1,624c3,624,"[0, -1, 0, -832, 9520]"
624.d2,624c2,624,"[0, -1, 0, -52, 160]"
624.d3,624c1,624,"[0, -1, 0, -7, -2]"
624.d4,624c4,624,"[0, -1, 0, 8, 448]"
624.e1,624j2,624,"[0, 1, 0, -20, 24]"
624.e2,624j1,624,"[0, 1, 0, -5, -6]"
624.f1,624f3,624,"[0, 1, 0, -304, 1892]"
624.f2,624f2,624,"[0, 1, 0, -44, -84]"
624.f3,624f1,624,"[0, 1, 0, -39, -108]"
624.f4,624f4,624,"[0, 1, 0, 136, -444]"
624.g1,624d1,624,"[0, 1, 0, -3, 0]"
624.g2,624d2,624,"[0, 1, 0, 12, 12]"
624.h1,624i3,624,"[0, 1, 0, -331832, -73684908]"
624.h2,624i4,624,"[0, 1, 0, -37432, 932948]"
624.h3,624i2,624,"[0, 1, 0, -20792, -1150380]"
624.h4,624i1,624,"[0, 1, 0, -312, -44460]"
624.i1,624h4,624,"[0, 1, 0, -1112, 13908]"
624.i2,624h3,624,"[0, 1, 0, -312, -2028]"
624.i3,624h2,624,"[0, 1, 0, -72, 180]"
624.i4,624h1,624,"[0, 1, 0, 8, 20]"
624.j1,624e1,624,"[0, 1, 0, -651, -6228]"
624.j2,624e2,624,"[0, 1, 0, 564, -25668]"
626.a1,626a2,626,"[1, -1, 0, -17, -13]"
626.a2,626a1,626,"[1, -1, 0, -7, 9]"
626.b1,626b1,626,"[1, 0, 1, -2210, 39796]"
627.a1,627b2,627,"[0, 1, 1, -30063, -2016358]"
627.a2,627b1,627,"[0, 1, 1, -363, -2995]"
627.b1,627a1,627,"[0, 1, 1, -1, -2]"
628.a1,628a1,628,"[0, -1, 0, 4, 8]"
629.a1,629d1,629,"[1, -1, 1, -171, 1904]"
629.b1,629c1,629,"[0, 0, 1, -40, 48]"
629.c1,629a1,629,"[1, -1, 0, 11, -18]"
629.d1,629b1,629,"[0, 0, 1, -211, 1165]"
630.a1,630c7,630,"[1, -1, 0, -17287200, 27669604050]"
630.a2,630c5,630,"[1, -1, 0, -1080450, 432540000]"
630.a3,630c8,630,"[1, -1, 0, -1073700, 438205950]"
630.a4,630c3,630,"[1, -1, 0, -135630, -19186524]"
630.a5,630c4,630,"[1, -1, 0, -67950, 6682500]"
630.a6,630c2,630,"[1, -1, 0, -9630, -210924]"
630.a7,630c1,630,"[1, -1, 0, 1890, -24300]"
630.a8,630c6,630,"[1, -1, 0, 11430, 21304296]"
630.b1,630d5,630,"[1, -1, 0, -151200, 22667386]"
630.b2,630d4,630,"[1, -1, 0, -9450, 355936]"
630.b3,630d6,630,"[1, -1, 0, -8820, 404950]"
630.b4,630d3,630,"[1, -1, 0, -3330, -69080]"
630.b5,630d2,630,"[1, -1, 0, -630, 4900]"
630.b6,630d1,630,"[1, -1, 0, 90, 436]"
630.c1,630a3,630,"[1, -1, 0, -420, -2800]"
630.c2,630a1,630,"[1, -1, 0, -105, 441]"
630.c3,630a2,630,"[1, -1, 0, -75, 675]"
630.c4,630a4,630,"[1, -1, 0, 660, -15544]"
630.d1,630e4,630,"[1, -1, 0, -2409, 46115]"
630.d2,630e3,630,"[1, -1, 0, -789, -7777]"
630.d3,630e2,630,"[1, -1, 0, -159, 665]"
630.d4,630e1,630,"[1, -1, 0, 21, 53]"
630.e1,630b1,630,"[1, -1, 0, -5124, 142160]"
630.e2,630b2,630,"[1, -1, 0, -3204, 248528]"
630.f1,630f7,630,"[1, -1, 0, -58059, -3373137]"
630.f2,630f4,630,"[1, -1, 0, -51849, -4531275]"
630.f3,630f6,630,"[1, -1, 0, -24309, 1426113]"
630.f4,630f3,630,"[1, -1, 0, -24129, 1448685]"
630.f5,630f2,630,"[1, -1, 0, -3249, -69795]"
630.f6,630f5,630,"[1, -1, 0, -729, -177147]"
630.f7,630f1,630,"[1, -1, 0, -369, 1053]"
630.f8,630f8,630,"[1, -1, 0, 6561, 4778595]"
630.g1,630g1,630,"[1, -1, 1, -46118, -3792203]"
630.g2,630g2,630,"[1, -1, 1, -28838, -6681419]"
630.h1,630i7,630,"[1, -1, 1, -3161093, 2164026557]"
630.h2,630i6,630,"[1, -1, 1, -197573, 33848381]"
630.h3,630i8,630,"[1, -1, 1, -183173, 38980541]"
630.h4,630i4,630,"[1, -1, 1, -39218, 2946557]"
630.h5,630i3,630,"[1, -1, 1, -13253, 449597]"
630.h6,630i2,630,"[1, -1, 1, -5198, -74419]"
630.h7,630i1,630,"[1, -1, 1, -4478, -114163]"
630.h8,630i5,630,"[1, -1, 1, 17302, -560419]"
630.i1,630j3,630,"[1, -1, 1, -3362, -74181]"
630.i2,630j2,630,"[1, -1, 1, -212, -1101]"
630.i3,630j1,630,"[1, -1, 1, -32, 51]"
630.i4,630j4,630,"[1, -1, 1, 58, -3909]"
630.j1,630h3,630,"[1, -1, 1, -947, -10961]"
630.j2,630h4,630,"[1, -1, 1, -677, -17549]"
630.j3,630h1,630,"[1, -1, 1, -47, 119]"
630.j4,630h2,630,"[1, -1, 1, 73, 551]"
632.a1,632a1,632,"[0, 1, 0, -16, 16]"
633.a1,633a1,633,"[1, 1, 1, -17, -70]"
635.a1,635b1,635,"[0, -1, 1, -10, 16]"
635.b1,635a2,635,"[0, 1, 1, -45, -209]"
635.b2,635a1,635,"[0, 1, 1, 5, 6]"
637.a1,637d1,637,"[0, 0, 1, 49, -86]"
637.b1,637b3,637,"[0, -1, 1, -5749, 415463]"
637.b2,637b1,637,"[0, -1, 1, -359, -2507]"
637.b3,637b2,637,"[0, -1, 1, 621, -13238]"
637.c1,637a1,637,"[1, -1, 0, -107, 454]"
637.c2,637a2,637,"[1, -1, 0, 628, -17823]"
637.d1,637c1,637,"[1, -1, 0, -5252, -145223]"
637.d2,637c2,637,"[1, -1, 0, 30763, 6051758]"
639.a1,639a2,639,"[1, -1, 1, -131, -520]"
639.a2,639a1,639,"[1, -1, 1, 4, -34]"
640.a1,640f1,640,"[0, 1, 0, -66, -230]"
640.a2,640f2,640,"[0, 1, 0, -61, -261]"
640.b1,640h2,640,"[0, 1, 0, -265, 1575]"
640.b2,640h1,640,"[0, 1, 0, -15, 25]"
640.c1,640b1,640,"[0, 0, 0, -13, 18]"
640.c2,640b2,640,"[0, 0, 0, -8, 32]"
640.d1,640a1,640,"[0, 0, 0, -13, -18]"
640.d2,640a2,640,"[0, 0, 0, -8, -32]"
640.e1,640g2,640,"[0, 0, 0, -52, 144]"
640.e2,640g1,640,"[0, 0, 0, -2, 4]"
640.f1,640c2,640,"[0, 0, 0, -52, -144]"
640.f2,640c1,640,"[0, 0, 0, -2, -4]"
640.g1,640e1,640,"[0, -1, 0, -66, 230]"
640.g2,640e2,640,"[0, -1, 0, -61, 261]"
640.h1,640d2,640,"[0, -1, 0, -265, -1575]"
640.h2,640d1,640,"[0, -1, 0, -15, -25]"
642.a1,642a1,642,"[1, 1, 0, -49, 85]"
642.a2,642a2,642,"[1, 1, 0, 111, 693]"
642.b1,642b2,642,"[1, 0, 1, -4315, -109978]"
642.b2,642b1,642,"[1, 0, 1, 140, -790]"
642.c1,642c1,642,"[1, 1, 1, 79, 335]"
643.a1,643a1,643,"[1, 0, 0, -4, 3]"
644.a1,644b1,644,"[0, -1, 0, 2, -7]"
644.b1,644a1,644,"[0, 1, 0, 6, -43]"
645.a1,645d1,645,"[0, -1, 1, -18000, -923542]"
645.b1,645f1,645,"[0, 1, 1, 10, 44]"
645.c1,645e1,645,"[0, 1, 1, 1815, 141239]"
645.d1,645a4,645,"[1, 1, 0, -688, 6667]"
645.d2,645a3,645,"[1, 1, 0, -118, -407]"
645.d3,645a2,645,"[1, 1, 0, -43, 88]"
645.d4,645a1,645,"[1, 1, 0, 2, 7]"
645.e1,645b1,645,"[1, 1, 0, -22, 31]"
645.e2,645b2,645,"[1, 1, 0, 3, 126]"
645.f1,645c1,645,"[0, -1, 1, -16780, 855303]"
646.a1,646a1,646,"[1, -1, 0, -125, -507]"
646.a2,646a2,646,"[1, -1, 0, -85, -867]"
646.b1,646e4,646,"[1, 0, 0, -73163, -7623125]"
646.b2,646e3,646,"[1, 0, 0, -4573, -119379]"
646.b3,646e2,646,"[1, 0, 0, -913, -10287]"
646.b4,646e1,646,"[1, 0, 0, -153, 505]"
646.c1,646c2,646,"[1, 0, 0, -3851, 91663]"
646.c2,646c1,646,"[1, 0, 0, -241, 1413]"
646.d1,646d2,646,"[1, -1, 1, -6486, 202661]"
646.d2,646d1,646,"[1, -1, 1, -406, 3237]"
646.e1,646b1,646,"[1, 1, 1, -77, -77]"
646.e2,646b2,646,"[1, 1, 1, 303, -229]"
648.a1,648b1,648,"[0, 0, 0, -3, -1]"
648.b1,648a1,648,"[0, 0, 0, -3, 14]"
648.c1,648d1,648,"[0, 0, 0, -27, 27]"
648.d1,648c1,648,"[0, 0, 0, -27, -378]"
649.a1,649a1,649,"[1, 0, 0, -1, 4]"
650.a1,650c1,650,"[1, -1, 0, -22, 46]"
650.b1,650g1,650,"[1, 0, 1, -26, 48]"
650.b2,650g2,650,"[1, 0, 1, 99, 248]"
650.c1,650e1,650,"[1, 0, 1, -21026, -1175052]"
650.c2,650e2,650,"[1, 0, 1, -19026, -1407052]"
650.d1,650a3,650,"[1, -1, 0, -34667, -2475759]"
650.d2,650a2,650,"[1, -1, 0, -2167, -38259]"
650.d3,650a4,650,"[1, -1, 0, -1667, -56759]"
650.d4,650a1,650,"[1, -1, 0, -167, -259]"
650.e1,650d1,650,"[1, 0, 1, 299, 22048]"
650.f1,650b2,650,"[1, 1, 0, -11330, -468940]"
650.f2,650b1,650,"[1, 1, 0, -130, -780]"
650.g1,650f2,650,"[1, -1, 0, -5317, -162409]"
650.g2,650f1,650,"[1, -1, 0, -67, 341]"
650.h1,650l2,650,"[1, 0, 0, -283263, -58050983]"
650.h2,650l1,650,"[1, 0, 0, -3263, -90983]"
650.i1,650k1,650,"[1, 1, 1, 12, 181]"
650.j1,650h3,650,"[1, 1, 1, -11488, -478719]"
650.j2,650h2,650,"[1, 1, 1, -113, -969]"
650.j3,650h1,650,"[1, 1, 1, 12, 31]"
650.k1,650i1,650,"[1, 1, 1, -638, 6031]"
650.k2,650i2,650,"[1, 1, 1, 2487, 31031]"
650.l1,650j3,650,"[1, 1, 1, -5188, -140219]"
650.l2,650j1,650,"[1, 1, 1, -813, 8531]"
650.l3,650j2,650,"[1, 1, 1, -313, 19531]"
650.l4,650j4,650,"[1, 1, 1, 2812, -524219]"
650.m1,650m1,650,"[1, -1, 1, -555, 5197]"
651.a1,651d3,651,"[1, 0, 0, -3044, -64887]"
651.a2,651d4,651,"[1, 0, 0, -1294, 17195]"
651.a3,651d2,651,"[1, 0, 0, -209, -816]"
651.a4,651d1,651,"[1, 0, 0, 36, -81]"
651.b1,651e3,651,"[0, 1, 1, -85687, -9682913]"
651.b2,651e2,651,"[0, 1, 1, -1057, -13610]"
651.b3,651e1,651,"[0, 1, 1, 23, -83]"
651.c1,651a2,651,"[1, 1, 0, -89631, -10365894]"
651.c2,651a1,651,"[1, 1, 0, -5596, -164045]"
651.d1,651b1,651,"[1, 1, 0, -3, 0]"
651.d2,651b2,651,"[1, 1, 0, 12, 15]"
651.e1,651c2,651,"[1, 0, 1, -32, -61]"
651.e2,651c1,651,"[1, 0, 1, 3, -5]"
654.a1,654a1,654,"[1, 0, 1, -174, 880]"
654.b1,654b1,654,"[1, 1, 1, -56, 1145]"
655.a1,655a1,655,"[0, 0, 1, -13, 18]"
656.a1,656b1,656,"[0, 1, 0, -12, -20]"
656.a2,656b2,656,"[0, 1, 0, 8, -60]"
656.b1,656a1,656,"[0, 0, 0, -11, 10]"
656.b2,656a2,656,"[0, 0, 0, 29, 66]"
656.c1,656c2,656,"[0, -1, 0, -184, 1008]"
656.c2,656c1,656,"[0, -1, 0, -24, -16]"
657.a1,657d1,657,"[1, -1, 1, -11, 10]"
657.a2,657d2,657,"[1, -1, 1, 34, 46]"
657.b1,657a2,657,"[1, -1, 1, -11678, 488634]"
657.b2,657a1,657,"[1, -1, 1, -743, 7494]"
657.c1,657c2,657,"[0, 0, 1, -246, 2043]"
657.c2,657c1,657,"[0, 0, 1, 24, -36]"
657.d1,657b1,657,"[0, 0, 1, -57, -167]"
658.a1,658a1,658,"[1, 1, 0, -117008, 18214144]"
658.b1,658c2,658,"[1, 0, 1, -32, -338]"
658.b2,658c1,658,"[1, 0, 1, 3, 12]"
658.c1,658b2,658,"[1, 1, 0, -49, -147]"
658.c2,658b1,658,"[1, 1, 0, -9, 5]"
658.d1,658f1,658,"[1, -1, 1, -18, 33]"
658.e1,658d1,658,"[1, 1, 1, 24, -23]"
658.f1,658e2,658,"[1, -1, 1, -8572, 183615]"
658.f2,658e1,658,"[1, -1, 1, 1668, 19775]"
659.a1,659a1,659,"[1, 1, 0, -79, -306]"
659.b1,659b1,659,"[0, 1, 1, -372, 2641]"
660.a1,660a2,660,"[0, -1, 0, -396, -2904]"
660.a2,660a1,660,"[0, -1, 0, -21, -54]"
660.b1,660b2,660,"[0, -1, 0, -76, 280]"
660.b2,660b1,660,"[0, -1, 0, -1, 10]"
660.c1,660c4,660,"[0, 1, 0, -1556, -13356]"
660.c2,660c2,660,"[0, 1, 0, -716, 7140]"
660.c3,660c1,660,"[0, 1, 0, -41, 120]"
660.c4,660c3,660,"[0, 1, 0, 319, -1356]"
660.d1,660d4,660,"[0, 1, 0, -249996, -48194796]"
660.d2,660d3,660,"[0, 1, 0, -15621, -757296]"
660.d3,660d2,660,"[0, 1, 0, -3156, -63900]"
660.d4,660d1,660,"[0, 1, 0, 219, -4500]"
662.a1,662a1,662,"[1, 0, 1, 32, -210]"
663.a1,663b5,663,"[1, 1, 1, -20174, -1111138]"
663.a2,663b3,663,"[1, 1, 1, -1389, -14094]"
663.a3,663b2,663,"[1, 1, 1, -544, 4496]"
663.a4,663b1,663,"[1, 1, 1, -539, 4592]"
663.a5,663b4,663,"[1, 1, 1, 221, 17042]"
663.a6,663b6,663,"[1, 1, 1, 3876, -89910]"
663.b1,663c2,663,"[1, 0, 0, -98, 279]"
663.b2,663c1,663,"[1, 0, 0, -33, -72]"
663.c1,663a2,663,"[1, 1, 0, -327, -900]"
663.c2,663a1,663,"[1, 1, 0, -262, -1745]"
664.a1,664a1,664,"[0, 0, 0, -7, 10]"
664.b1,664c1,664,"[0, -1, 0, -3, 4]"
664.c1,664b1,664,"[0, 1, 0, 1, 2]"
665.a1,665d2,665,"[0, -1, 1, -16660, -1081562]"
665.a2,665d1,665,"[0, -1, 1, -210, 6798]"
665.b1,665e1,665,"[0, 0, 1, -97, -368]"
665.c1,665a1,665,"[1, 1, 1, 64, 258]"
665.d1,665c1,665,"[1, 1, 0, -2, 1]"
665.e1,665b3,665,"[1, -1, 0, -194, 1085]"
665.e2,665b2,665,"[1, -1, 0, -19, 0]"
665.e3,665b1,665,"[1, -1, 0, -14, -17]"
665.e4,665b4,665,"[1, -1, 0, 76, -57]"
666.a1,666c2,666,"[1, -1, 0, -1332, 19062]"
666.a2,666c1,666,"[1, -1, 0, 18, 108]"
666.b1,666b1,666,"[1, -1, 0, 153, -4685]"
666.c1,666a1,666,"[1, -1, 0, -231, -1315]"
666.d1,666e1,666,"[1, -1, 1, 13, 1235]"
666.e1,666d1,666,"[1, -1, 1, -26, 57]"
666.f1,666f4,666,"[1, -1, 1, -7241, 238677]"
666.f2,666f3,666,"[1, -1, 1, -5441, -151995]"
666.f3,666f2,666,"[1, -1, 1, -581, 1581]"
666.f4,666f1,666,"[1, -1, 1, 139, 141]"
666.g1,666g1,666,"[1, -1, 1, -1640858, -808607271]"
669.a1,669a1,669,"[1, 1, 0, -1, -2]"
670.a1,670b2,670,"[1, 0, 1, -23, -174]"
670.a2,670b1,670,"[1, 0, 1, 2, 6]"
670.b1,670a1,670,"[1, -1, 0, -524, -8920]"
670.c1,670d1,670,"[1, 0, 0, 44, -624]"
670.d1,670c1,670,"[1, -1, 1, -13, 21]"
672.a1,672d2,672,"[0, -1, 0, -1505, -17199]"
672.a2,672d1,672,"[0, -1, 0, 210, -1764]"
672.b1,672e3,672,"[0, -1, 0, -224, 1368]"
672.b2,672e2,672,"[0, -1, 0, -49, -95]"
672.b3,672e1,672,"[0, -1, 0, -14, 24]"
672.b4,672e4,672,"[0, -1, 0, 16, 84]"
672.c1,672a2,672,"[0, -1, 0, -33, 81]"
672.c2,672a1,672,"[0, -1, 0, 2, 4]"
672.d1,672c3,672,"[0, -1, 0, -337, 2497]"
672.d2,672c2,672,"[0, -1, 0, -112, -392]"
672.d3,672c1,672,"[0, -1, 0, -22, 40]"
672.d4,672c4,672,"[0, -1, 0, 48, 180]"
672.e1,672b2,672,"[0, 1, 0, -1505, 17199]"
672.e2,672b1,672,"[0, 1, 0, 210, 1764]"
672.f1,672f2,672,"[0, 1, 0, -224, -1368]"
672.f2,672f3,672,"[0, 1, 0, -49, 95]"
672.f3,672f1,672,"[0, 1, 0, -14, -24]"
672.f4,672f4,672,"[0, 1, 0, 16, -84]"
672.g1,672g2,672,"[0, 1, 0, -33, -81]"
672.g2,672g1,672,"[0, 1, 0, 2, -4]"
672.h1,672h2,672,"[0, 1, 0, -337, -2497]"
672.h2,672h3,672,"[0, 1, 0, -112, 392]"
672.h3,672h1,672,"[0, 1, 0, -22, -40]"
672.h4,672h4,672,"[0, 1, 0, 48, -180]"
674.a1,674a1,674,"[1, 0, 1, 3, 0]"
674.b1,674c1,674,"[1, -1, 1, 2064, 18771]"
674.c1,674b1,674,"[1, -1, 1, -6, 5]"
674.c2,674b2,674,"[1, -1, 1, 14, 21]"
675.a1,675h1,675,"[0, 0, 1, -675, -14344]"
675.b1,675b1,675,"[1, -1, 1, -5, 2]"
675.c1,675d1,675,"[1, -1, 1, -1055, -3428]"
675.d1,675c2,675,"[0, 0, 1, 0, -169]"
675.d2,675c1,675,"[0, 0, 1, 0, 6]"
675.e1,675a4,675,"[0, 0, 1, -6750, -213469]"
675.e2,675a3,675,"[0, 0, 1, -750, 7906]"
675.e3,675a2,675,"[0, 0, 1, 0, -844]"
675.e4,675a1,675,"[0, 0, 1, 0, 31]"
675.f1,675e2,675,"[0, 0, 1, 0, -21094]"
675.f2,675e1,675,"[0, 0, 1, 0, 781]"
675.g1,675i1,675,"[1, -1, 0, -117, 166]"
