label,level,dim,sealed,a2,a3,a5,a7,a11,a13,a17,a19,a23,a29,a31,a37,a41,a43,a47,a53,a59,a61,a67,a71,a73,a79,a83,a89,a97
414.2.a.e,414,2,0,-2,0,-2,4,2,0,4,6,2,8,8,-2,12,6,12,2,0,6,-14,-12,-4,-4,-22,0,8
414.2.a.f,414,2,0,-2,0,2,0,6,0,8,-2,-2,0,4,18,4,-14,-8,-6,0,6,6,0,0,0,-22,12,-8
414.2.a.g,414,2,0,2,0,2,4,-2,0,-4,6,-2,-8,8,-2,-12,6,-12,-2,0,6,-14,12,-4,-4,22,0,8
415.2.a.a,415,1,0,1,3,1,1,3,-6,-7,2,4,-7,5,-7,6,4,-4,-10,-3,5,2,14,-4,-14,-1,12,8
415.2.a.b,415,2,0,-1,-1,2,0,-4,-3,-7,-4,-6,-8,-5,-5,-24,13,10,1,-8,-3,2,5,23,2,2,1,6
415.2.a.c,415,6,0,2,3,-6,0,4,7,21,2,8,10,-13,1,10,-3,14,9,20,-13,16,5,3,2,6,45,22
415.2.a.d,415,7,0,-3,-5,-7,-6,-2,-5,-25,6,-9,-2,1,-13,-15,-5,-12,-31,-14,7,10,9,-15,6,-7,-37,-20
415.2.a.e,415,11,0,0,0,11,-3,-1,1,28,-2,1,21,4,-10,39,-13,8,21,5,14,-42,3,3,-20,-11,37,-2
416.2.a.a,416,1,0,0,-1,1,-3,-2,1,-3,-2,-4,2,-4,5,-12,-7,9,4,-6,-4,10,15,-2,8,4,2,10
416.2.a.b,416,1,0,0,1,1,3,2,1,-3,2,4,2,4,5,-12,7,-9,4,6,-4,-10,-15,-2,-8,-4,2,10
416.2.a.c,416,2,0,0,-1,-3,-3,-4,-2,3,-12,0,0,-6,-7,6,-3,9,-18,12,2,-12,-9,20,-24,10,0,-12
416.2.a.d,416,2,0,0,0,6,0,0,-2,-6,0,0,20,0,6,0,0,0,8,0,0,0,0,28,0,0,-20,-4
416.2.a.e,416,2,0,0,1,-3,3,4,-2,3,12,0,0,6,-7,6,3,-9,-18,-12,2,12,9,20,24,-10,0,-12
416.2.a.f,416,4,0,0,0,-2,0,0,4,14,0,0,-8,0,-2,-12,0,0,-20,0,12,0,0,-24,0,0,-24,-16
417.2.a.a,417,1,0,1,-1,2,0,5,5,-3,7,2,0,-6,-7,-6,11,11,9,-6,-8,-4,-16,-12,-8,4,4,-18
417.2.a.b,417,2,0,-1,2,-2,-7,0,-6,-5,2,-4,4,-3,-9,12,-9,-15,-4,-1,-13,-13,0,6,0,6,25,-1
417.2.a.c,417,3,0,0,-3,2,5,3,-5,12,-3,16,0,11,-8,0,-2,4,-3,23,-13,-13,16,10,-8,4,-3,25
417.2.a.d,417,3,0,0,3,4,5,4,4,-11,8,-6,-14,-3,17,10,-19,15,2,5,-15,15,-8,-6,-4,14,9,-25
417.2.a.e,417,7,0,-3,-7,-4,-9,-4,-4,-15,-2,-22,-12,-9,4,-5,-11,-38,-20,-1,15,-11,-14,-12,-6,-32,-9,19
417.2.a.f,417,7,0,0,7,-4,6,-4,4,12,0,18,0,18,3,-11,26,17,-14,-20,28,-10,-18,-12,22,-12,-16,30
418.2.a.a,418,1,0,1,-1,-2,-3,-1,1,-7,1,-5,1,10,-6,6,-4,0,-1,3,-12,3,-10,3,8,8,-8,8
418.2.a.b,418,1,0,1,0,2,2,1,-2,6,1,-8,-6,6,8,6,-8,-8,12,0,-8,-8,-6,-14,-12,-12,2,-2
418.2.a.c,418,1,0,1,3,-2,1,1,-7,-3,1,3,1,2,-6,-2,4,0,3,7,-12,15,6,-9,-8,16,-16,8
418.2.a.d,418,2,0,-2,-3,-1,-1,2,-3,-2,2,-10,-13,-3,-4,-3,13,-12,-14,0,8,5,-23,2,10,25,2,16
418.2.a.e,418,2,0,-2,1,4,3,2,-3,3,-2,7,1,4,-2,4,0,16,5,-3,-4,-3,12,-7,-8,12,-10,-6
418.2.a.f,418,2,0,2,-1,3,-5,2,7,-6,2,6,9,-17,16,3,1,0,6,0,4,-5,-9,10,-2,-3,-18,16
418.2.a.g,418,3,0,-3,0,-3,-6,-3,0,-9,-3,-15,6,-3,-6,-9,-21,-12,-9,-3,24,0,21,-3,-6,-33,6,12
418.2.a.h,418,3,0,3,1,5,1,-3,5,4,-3,2,7,-3,-14,-3,-5,0,-16,-12,6,1,-3,4,2,7,16,-14
419.2.a.a,419,9,0,-2,-4,-5,-7,-6,-19,0,-10,-3,-20,-11,-25,-8,-3,16,-7,7,-45,2,5,-4,-29,24,22,9
419.2.a.b,419,26,0,2,2,5,7,4,27,2,8,-1,46,17,45,6,15,-14,17,-15,87,4,-7,10,57,-30,-16,-17
420.2.a.a,420,1,0,0,-1,-1,-1,2,4,6,6,-8,-2,10,2,10,-4,-8,4,-8,6,12,-6,-12,-8,-4,-10,8
420.2.a.b,420,1,0,0,-1,1,1,-2,4,2,2,4,6,-2,10,-10,12,-8,0,-8,-2,-12,-10,4,0,-12,2,-8
420.2.a.c,420,1,0,0,1,-1,1,6,-4,6,2,0,6,-10,2,-6,-4,0,-12,0,14,-4,6,-4,-16,-12,6,-16
420.2.a.d,420,1,0,0,1,1,-1,2,4,2,-2,4,-2,-6,-6,6,-4,0,8,0,-10,-12,-14,4,-8,12,-14,8
421.2.a.a,421,15,0,-6,-9,-11,-5,-33,-8,-14,-30,1,-21,-15,-7,-26,1,-33,-3,-68,-4,2,-18,18,-6,-64,-29,29
421.2.a.b,421,19,0,4,7,7,3,31,-2,16,24,13,9,9,-25,34,15,19,-9,90,-6,-18,18,-6,-14,66,19,-29
422.2.a.a,422,1,0,-1,0,1,-2,-3,-7,4,7,-6,-6,2,-7,2,-3,7,6,12,-8,-8,-9,-10,-3,16,16,-12
422.2.a.b,422,2,0,-2,3,2,8,2,0,-4,0,0,-7,6,0,4,10,-9,0,8,1,-11,-5,-5,-21,-20,-10,12
422.2.a.c,422,3,0,-3,-1,-5,-5,9,-11,-7,-14,9,2,-7,-12,3,-15,-6,-15,13,-7,5,19,-3,4,-8,-11,4
422.2.a.d,422,3,0,-3,-1,1,1,-5,11,5,10,-1,14,1,20,-1,-5,4,5,-13,15,29,-17,5,8,6,-25,12
422.2.a.e,422,3,0,3,-5,-3,-9,-5,-7,-7,-4,-7,10,-7,-6,-3,5,-4,17,-13,9,-1,1,-31,-4,-4,1,-18
422.2.a.f,422,6,0,6,4,-2,7,4,8,1,11,-3,-9,1,-5,-9,2,-12,-17,-7,2,2,-9,26,8,14,1,14
423.2.a.a,423,1,0,-2,0,-3,1,3,0,0,-4,-7,1,0,-3,-10,-12,-1,-2,6,14,-14,-6,-10,5,2,-2,9
423.2.a.b,423,1,0,-2,0,1,-3,-1,-2,-2,6,-3,-3,2,-7,-10,-10,1,-4,-8,-10,10,14,-10,17,-8,-6,1
423.2.a.c,423,1,0,0,0,1,-3,3,-4,-8,-6,-3,1,4,1,10,-8,1,-10,10,2,4,6,-8,-3,18,2,5
423.2.a.d,423,1,0,1,0,-2,0,-4,-2,-2,0,0,6,-4,-10,2,8,1,2,4,14,-8,-16,2,8,4,-18,-14
423.2.a.e,423,1,0,1,0,0,4,0,6,6,2,-4,-8,6,-6,8,-6,-1,-2,-12,2,-2,0,-10,-4,-4,10,-18
423.2.a.f,423,1,0,2,0,3,-3,5,2,6,-6,-9,-1,-2,1,-6,2,-1,0,12,-2,2,2,-2,-15,4,-10,1
423.2.a.g,423,1,0,2,0,3,1,-3,0,0,-4,7,-1,0,-3,10,-12,1,2,-6,14,-14,6,-10,5,-2,2,9
423.2.a.h,423,2,0,1,0,-1,1,-7,-6,-2,12,3,15,6,11,-6,14,-2,8,-6,4,2,2,10,-15,-6,0,-5
423.2.a.i,423,3,0,-2,0,-1,-3,-9,-4,-12,-2,1,-9,-2,1,-8,14,-3,-10,2,-14,0,18,14,-15,-10,2,-3
423.2.a.j,423,3,0,2,0,1,-3,9,-4,12,-2,-1,9,-2,1,8,14,3,10,-2,-14,0,-18,14,-15,10,-2,-3
423.2.a.k,423,4,0,-1,0,2,4,6,8,-6,0,6,10,-8,10,-6,2,-4,6,-4,-6,10,12,22,20,-20,6,30
424.2.a.a,424,2,0,0,-2,-4,4,-4,-6,-6,-2,-2,-10,4,-2,-12,8,4,-2,-4,12,-4,-18,-12,10,-18,4,-10
424.2.a.b,424,3,0,0,-1,-2,-8,-4,-1,-5,-9,-5,-5,-10,11,-2,6,-14,3,-6,6,10,-13,22,-7,11,-26,3
424.2.a.c,424,3,0,0,2,3,6,5,-6,-3,0,11,0,9,0,10,-9,16,-3,11,-10,-12,-4,-8,-9,-2,13,-15
424.2.a.d,424,5,0,0,1,5,-6,5,9,8,7,-4,3,-7,3,10,-7,-2,5,25,6,-18,3,-20,-14,1,1,8
425.2.a.a,425,1,0,-1,-2,0,2,2,-2,-1,0,-6,-6,-10,-2,10,-4,-12,10,8,-14,-8,-2,14,-14,-4,6,-2
425.2.a.b,425,1,0,-1,1,0,-1,-4,1,-1,-6,0,0,-7,4,-2,-4,6,-11,8,10,-8,7,-4,-11,8,-6,16
425.2.a.c,425,1,0,1,-1,0,1,-4,-1,1,-6,0,0,-7,-4,-2,4,-6,11,8,10,8,7,4,-11,-8,-6,-16
425.2.a.d,425,1,0,1,0,0,-4,0,2,-1,-4,-4,6,4,2,-6,-4,0,-6,-12,-10,-4,-4,6,12,4,10,-2
425.2.a.e,425,2,0,0,-2,0,2,6,8,2,4,6,0,10,8,0,8,-12,-12,12,4,20,6,8,-2,-24,-12,-4
425.2.a.f,425,2,0,2,4,0,4,-8,0,2,0,4,-4,0,4,4,-4,4,-12,-24,4,12,0,4,8,4,-16,4
425.2.a.g,425,4,0,-2,-4,0,-10,-2,-6,4,4,-4,-4,-12,-12,-6,-18,-6,-8,-8,6,-6,-10,-2,-12,14,24,4
425.2.a.h,425,4,0,2,4,0,10,-2,6,-4,4,4,-4,-12,12,-6,18,6,8,-8,6,6,-10,2,-12,-14,24,-4
425.2.a.i,425,5,0,-1,1,0,1,4,-3,5,6,4,2,21,-2,-8,-4,-2,21,12,-2,-12,21,22,41,-8,-10,-20
425.2.a.j,425,5,0,1,-1,0,-1,4,3,-5,6,-4,2,21,2,-8,4,2,-21,12,-2,12,21,-22,41,8,-10,20
426.2.a.a,426,1,0,-1,-1,-2,2,-2,0,0,-4,-4,-6,-2,-6,0,-4,0,6,-10,0,4,-1,10,-8,-8,6,18
426.2.a.b,426,1,0,-1,1,3,-1,3,2,-6,5,-6,-9,11,-4,9,5,12,-6,-3,-1,-4,-1,-7,-10,-6,-6,14
426.2.a.c,426,1,0,1,1,1,3,-3,-6,-2,5,-6,5,7,8,7,-11,-12,-6,-5,-13,8,1,9,10,-6,-10,18
426.2.a.d,426,2,0,-2,-2,2,-2,10,-8,0,2,12,6,2,-16,-2,14,0,12,2,-2,16,2,-14,-4,-4,-12,-20
426.2.a.e,426,2,0,-2,2,-3,5,-1,4,6,5,2,5,-3,6,-3,1,-8,6,5,5,6,-2,-1,2,-2,-16,-36
426.2.a.f,426,3,0,3,-3,4,2,2,2,10,-2,4,8,-2,-2,0,-22,0,-2,-6,-12,-8,-3,-20,-12,-16,14,-18
426.2.a.g,426,3,0,3,3,1,-1,3,8,-6,-7,6,-11,-13,-4,-17,13,-8,4,-3,17,-22,3,1,6,-18,2,10
427.2.a.a,427,1,0,-1,1,0,-1,-5,4,-5,-7,9,-6,0,2,-10,1,7,-6,-6,-1,5,1,10,-3,1,-13,10
427.2.a.b,427,1,0,0,2,4,1,-2,2,5,-8,-6,2,1,4,0,8,-8,-12,1,-1,6,6,-10,-14,-2,10,-2
427.2.a.c,427,1,0,1,1,-4,1,-3,-4,5,1,7,-10,-8,10,-6,-1,-9,-2,-6,1,3,-1,-2,-5,-15,5,14
427.2.a.d,427,6,0,-5,-8,-9,6,0,-5,-17,-10,-10,-2,6,-15,-23,1,-1,-26,-25,6,0,11,-26,19,-19,-3,-2
427.2.a.e,427,6,0,-5,0,-5,-6,-6,-13,-11,10,-18,-14,6,-15,9,3,-11,-42,15,-6,-18,-17,22,-7,3,-3,-14
427.2.a.f,427,7,0,4,1,7,7,1,5,12,9,9,10,2,3,13,-14,18,16,11,-7,-29,-6,8,-8,-2,10,-8
427.2.a.g,427,9,0,5,-1,9,-9,3,13,9,1,1,18,-7,13,3,10,16,38,-34,9,5,-6,4,-14,14,-4,8
428.2.a.a,428,1,0,0,-1,2,-4,-5,1,2,-1,-3,-10,4,-7,3,-6,0,1,8,7,2,-6,-8,13,12,-3,-12
428.2.a.b,428,1,0,0,1,2,4,-3,5,-6,1,-1,6,4,-3,-5,6,8,-11,0,-5,-10,6,-16,-1,4,-3,12
428.2.a.c,428,2,0,0,-3,-1,-2,2,-4,-9,-6,-8,10,-12,11,-2,-5,2,-2,-3,-1,-6,15,0,-7,11,0,-12
428.2.a.d,428,5,0,0,5,-1,6,6,-8,9,6,8,-15,6,-1,-2,5,-7,-14,3,-9,28,-21,22,1,-14,-12,-4
429.2.a.a,429,1,0,-1,-1,0,0,1,1,-4,-8,0,4,-6,-6,6,-2,-8,6,0,-14,14,-4,6,-10,-12,12,-2
429.2.a.b,429,1,0,-1,1,-2,0,-1,1,-6,-4,-8,-10,0,6,10,4,8,-10,-12,14,-12,0,-6,8,12,2,-14
429.2.a.c,429,2,0,-2,2,-4,-4,2,-2,-8,-12,4,0,0,4,-24,-4,0,4,-16,-4,8,0,8,-4,0,-28,20
429.2.a.d,429,2,0,0,-2,-2,-4,-2,-2,10,-8,-4,2,-6,-4,-4,-2,4,4,-20,-4,-14,0,-8,10,0,-14,4
429.2.a.e,429,3,0,-1,-3,-2,2,3,-3,-2,10,-12,12,16,0,0,-16,-2,-10,16,8,28,-2,8,20,24,-20,-12
429.2.a.f,429,3,0,1,3,0,-2,3,3,8,6,8,2,-6,-12,12,2,2,-2,8,-4,2,2,-4,14,-4,-10,-12
429.2.a.g,429,3,0,3,3,4,-2,-3,-3,0,2,4,2,14,0,-4,-6,14,-2,28,-8,2,10,-24,-22,16,2,-12
429.2.a.h,429,4,0,-2,-4,0,2,-4,4,-8,18,0,-10,12,-2,2,28,6,-4,16,-10,0,10,-6,-8,-8,6,10
430.2.a.a,430,1,0,-1,0,-1,1,-4,-1,0,1,-4,-5,-9,4,-7,-1,6,-2,0,-7,15,-6,-5,9,0,0,-2
430.2.a.b,430,1,0,-1,0,1,-3,0,-3,-4,-1,0,-3,7,-8,-7,1,-6,-6,-4,7,5,2,-1,9,8,4,-2
430.2.a.c,430,1,0,1,-2,-1,-1,-6,5,-6,-7,-6,-3,5,2,-3,1,12,6,-12,-1,-13,12,11,-1,0,6,8
430.2.a.d,430,1,0,1,-2,1,-5,-2,-5,2,3,-6,-1,-11,-10,5,-1,4,10,8,-3,-3,-8,7,7,0,6,12
430.2.a.e,430,2,0,-2,2,2,2,2,2,10,-6,6,16,-16,-2,-2,-2,14,-4,-20,0,0,-10,8,-4,0,-6,-6
430.2.a.f,430,2,0,2,0,-2,2,4,-2,0,2,4,14,-6,-4,-14,-2,0,8,0,-2,-6,12,-10,18,12,12,-28
430.2.a.g,430,2,0,2,0,2,2,4,2,0,-2,4,-6,2,-4,2,2,0,0,-8,-14,6,4,-10,-14,-4,-4,-4
430.2.a.h,430,3,0,-3,-2,-3,-6,6,-4,8,2,14,6,0,-8,16,3,-2,22,16,-2,-24,-6,-10,-4,4,-16,-8
431.2.a.a,431,1,0,-1,1,1,-2,-5,-2,-2,5,-1,-3,-4,4,2,-6,6,-9,15,-14,-2,-2,2,4,4,14,-13
431.2.a.b,431,1,0,-1,3,-3,2,1,-2,6,7,1,-7,4,4,2,6,-6,-13,-11,2,2,10,-6,4,12,-18,-5
431.2.a.c,431,3,0,0,1,1,0,-12,8,-2,-1,5,-3,4,12,9,-16,10,19,1,7,10,-16,4,-6,-8,-4,-1
431.2.a.d,431,3,0,1,-1,-3,-6,0,-6,-6,-11,-1,5,6,-10,-19,20,4,11,-13,-13,-6,-4,16,-8,8,8,-9
431.2.a.e,431,4,0,-1,-3,-5,2,1,-5,2,-6,4,-5,-25,-1,2,-16,-4,4,5,0,9,10,-50,8,-15,-35,-6
431.2.a.f,431,24,0,1,1,13,8,15,11,6,18,-8,17,37,7,24,10,-6,-22,21,46,-25,-6,86,-6,-49,61,88
432.2.a.a,432,1,0,0,0,-4,3,4,1,4,1,4,0,4,-9,0,8,-12,8,4,-5,-11,8,1,5,8,-12,5
432.2.a.b,432,1,0,0,0,-3,1,-3,-4,0,-2,-6,-6,-5,2,6,10,6,-9,12,8,-14,0,-7,-8,-3,18,-1
432.2.a.c,432,1,0,0,0,-1,-3,-5,4,-8,-2,-2,6,7,-6,-6,2,-6,5,4,-8,10,8,1,-16,11,6,-1
432.2.a.d,432,1,0,0,0,0,-5,0,-7,0,1,0,0,4,-1,0,-8,0,0,0,-13,-11,0,17,13,0,0,5
432.2.a.e,432,1,0,0,0,0,1,0,5,0,7,0,0,4,11,0,-8,0,0,0,-1,-5,0,-7,-17,0,0,-19
432.2.a.f,432,1,0,0,0,1,-3,5,4,8,-2,2,-6,7,-6,6,2,6,-5,-4,-8,10,-8,1,-16,-11,-6,-1
432.2.a.g,432,1,0,0,0,3,1,3,-4,0,-2,6,6,-5,2,-6,10,-6,9,-12,8,-14,0,-7,-8,3,-18,-1
432.2.a.h,432,1,0,0,0,4,3,-4,1,-4,1,-4,0,4,-9,0,8,12,-8,-4,-5,-11,-8,1,5,-8,12,5
433.2.a.a,433,1,0,-1,-2,-4,-3,-4,-5,-3,-4,8,2,-9,-3,-9,-7,9,-5,-8,-8,-7,-9,-2,10,9,0,-12
433.2.a.b,433,3,0,3,0,0,7,6,5,-1,-6,6,6,-13,-1,9,9,9,-7,8,-16,19,5,6,-26,-19,12,12
433.2.a.c,433,15,0,-10,-8,-5,-15,-14,-9,-25,-1,-45,-10,-3,-9,-11,-26,-48,-37,-12,14,5,-27,2,-5,-33,20,13
433.2.a.d,433,16,0,7,6,7,7,12,-3,17,9,47,10,17,-7,-5,12,44,21,8,10,-15,35,-28,15,49,-26,-45
434.2.a.a,434,1,0,-1,0,0,-1,-2,-2,2,-6,0,8,-1,-8,-10,-6,-4,4,6,6,-4,-8,14,-16,8,-6,14
434.2.a.b,434,1,0,1,-3,-3,-1,4,4,2,6,-9,5,-1,-2,8,6,-7,10,0,12,-1,-8,11,5,11,-9,8
434.2.a.c,434,1,0,1,-2,-2,1,-2,-4,-2,-8,0,0,-1,-8,6,2,8,0,12,-8,4,0,-14,4,2,-6,14
434.2.a.d,434,1,0,1,1,3,1,0,-4,-6,2,-3,3,1,2,12,-10,3,6,0,8,-13,-12,11,-1,-9,-9,8
434.2.a.e,434,1,0,1,2,2,-1,-6,4,2,-4,-4,0,-1,8,-2,6,8,0,0,-8,4,-8,6,0,6,6,-2
434.2.a.f,434,2,0,-2,2,-2,2,0,8,0,4,-6,10,-2,-8,0,12,10,-8,8,0,2,16,10,-2,-22,2,-8
434.2.a.g,434,2,0,2,1,3,-2,8,-6,4,-6,7,3,-2,-4,2,-6,-23,-8,-4,2,3,16,-3,13,-17,-7,-6
434.2.a.h,434,3,0,-3,-2,-2,-3,2,2,-10,18,14,2,3,16,-2,-6,2,-12,2,2,6,-16,-16,2,6,-28,-2
434.2.a.i,434,3,0,3,1,-1,3,-4,12,6,10,-7,-9,3,-14,-16,-6,-5,-10,8,0,11,-4,-21,-5,-1,7,12
435.2.a.a,435,1,0,-1,1,1,-4,0,6,2,8,-4,1,4,6,2,-4,0,6,-12,6,-8,16,-6,12,-16,2,-14
435.2.a.b,435,1,0,0,-1,-1,-2,1,6,4,-2,3,1,-4,-3,7,5,6,13,0,0,-10,6,3,0,9,-10,17
435.2.a.c,435,1,0,0,1,-1,2,3,2,0,2,3,-1,8,-1,-3,-1,-6,-3,-12,8,14,-6,-7,-4,9,-6,11
435.2.a.d,435,1,0,1,1,1,4,-4,6,6,-4,-4,1,-8,2,-6,4,0,-10,-12,-10,8,-8,-2,0,8,-6,-2
435.2.a.e,435,2,0,-1,2,-2,-6,-2,-8,-2,2,0,2,-16,-16,0,2,0,-18,6,2,-14,10,-16,10,6,0,10
435.2.a.f,435,2,0,-1,2,2,2,10,0,-6,-2,-8,2,8,-8,0,-10,12,10,-6,-2,10,-10,8,6,-14,12,14
435.2.a.g,435,2,0,0,2,-2,4,-4,4,0,4,-4,-2,-4,8,4,8,8,4,16,-4,-12,8,16,12,-12,-12,-8
435.2.a.h,435,2,0,1,2,2,2,-7,-4,-6,2,9,2,8,9,9,3,-18,-11,24,10,2,-14,-9,-24,-1,8,1
435.2.a.i,435,3,0,1,-3,3,-4,9,6,2,-4,1,-3,0,13,13,-13,2,-3,22,10,-28,0,3,-2,-15,30,-1
435.2.a.j,435,4,0,-3,-4,-4,2,-2,-8,-10,-2,-12,-4,-4,-16,-12,2,-12,-10,2,-26,2,-10,0,22,-10,-4,-22
436.2.a.a,436,2,0,0,0,2,-4,-6,0,8,-6,-6,-2,12,4,4,0,18,0,12,14,-20,20,6,-4,-12,14,-2
436.2.a.b,436,3,0,0,0,-6,-3,-3,-3,-9,-3,-9,-6,-3,6,-18,15,6,-15,-3,6,15,0,-12,6,21,-33,24
436.2.a.c,436,4,0,0,0,8,5,3,5,1,3,11,20,-7,-2,8,-5,0,-5,-25,-12,-9,-8,-10,-18,5,9,-26
437.2.a.a,437,1,0,0,2,-1,-5,-1,0,-7,1,1,6,4,2,-2,-5,-3,-4,6,11,-16,-10,-7,4,4,-16,-4
437.2.a.b,437,1,0,2,2,1,-3,5,-2,3,-1,1,4,-4,-8,0,-3,-3,12,4,5,12,12,1,-10,12,-6,10
437.2.a.c,437,2,0,-2,-3,2,1,-5,0,2,-2,-2,-10,-15,-9,6,-17,2,5,1,26,-16,-13,-21,0,-3,3,-8
437.2.a.d,437,2,0,0,-4,-2,-2,2,0,-6,2,2,-4,8,0,12,-18,6,-8,4,-10,-12,12,6,-16,0,16,-24
437.2.a.e,437,2,0,0,-1,-2,-5,-7,0,6,2,2,2,-7,-21,6,-15,-6,7,-23,2,-12,15,-9,8,3,13,12
437.2.a.f,437,5,0,-1,-4,-1,-9,-1,-10,5,-5,-5,10,-4,-14,-16,-3,-5,0,10,-15,-16,-20,17,0,2,-4,-14
437.2.a.g,437,8,0,0,5,2,9,7,8,-10,-8,8,-8,13,27,4,19,0,1,-15,-10,48,-17,-21,66,-11,-7,2
437.2.a.h,437,12,0,2,7,-1,14,4,2,9,12,-12,2,17,9,-12,42,13,-15,9,1,64,-11,28,-28,1,-29,0
438.2.a.a,438,1,0,-1,-1,0,-2,4,-6,0,-4,0,-4,2,-10,-2,2,-12,0,-4,-6,8,8,-1,8,8,10,14
438.2.a.b,438,1,0,-1,1,-4,0,2,0,-6,-8,-8,-4,-4,2,10,-6,4,-8,14,-2,12,0,1,8,-18,6,-2
438.2.a.c,438,1,0,-1,1,0,-4,-6,-4,-6,8,0,0,8,2,-6,2,0,-12,6,-10,-4,0,1,-16,6,6,14
438.2.a.d,438,1,0,-1,1,2,-2,2,4,4,-4,0,6,-2,-6,6,8,8,6,-10,-2,-12,-8,-1,0,-6,-6,2
438.2.a.e,438,1,0,1,-1,-2,-4,0,-2,-6,-4,0,6,-4,6,10,-8,4,-2,-8,-2,-4,8,1,-8,0,-6,-14
438.2.a.f,438,1,0,1,1,0,-2,4,4,-2,4,0,0,-10,-6,-10,-8,6,4,12,-2,12,-12,1,-12,12,6,2
438.2.a.g,438,1,0,1,1,0,2,0,-4,6,-4,0,0,2,2,6,-4,-6,-12,0,-10,-4,12,1,-4,0,6,2
438.2.a.h,438,2,0,-2,-2,0,0,-4,8,4,0,0,0,8,20,4,12,-8,8,4,-4,8,-16,2,-16,4,-4,-4
438.2.a.i,438,2,0,2,-2,-2,4,2,6,4,8,0,-10,8,-8,4,2,4,-14,-18,0,4,0,-2,8,-2,-4,8
439.2.a.a,439,2,0,-2,1,1,-4,2,-3,-4,-10,-1,-7,3,0,-2,1,-5,-13,-15,7,1,4,3,17,8,-8,24
439.2.a.b,439,9,0,-1,-4,-12,0,-18,2,-19,9,-13,-26,-10,-2,-28,-2,1,-1,3,-15,10,-21,17,-20,-6,-28,-15
439.2.a.c,439,25,0,4,3,15,0,24,1,25,-1,26,49,-11,4,42,-11,-12,36,-2,2,-23,31,2,-15,-22,84,-11
440.2.a.a,440,1,0,0,0,-1,-2,-1,0,0,-8,-8,10,8,-10,-2,-6,-8,14,-4,10,4,0,-8,-4,10,6,-10
440.2.a.b,440,1,0,0,0,-1,-2,1,-4,-4,0,0,-6,0,-2,6,2,0,-10,12,-6,-12,16,4,-4,2,6,-2
440.2.a.c,440,1,0,0,0,1,4,-1,6,-6,4,4,-2,8,-10,10,0,4,-10,-4,-2,-8,0,-14,-16,-8,-6,2
440.2.a.d,440,1,0,0,3,1,1,-1,-6,3,-5,-2,-5,5,-1,-2,12,-2,-13,2,1,16,15,10,2,-14,9,-16
440.2.a.e,440,2,0,0,-1,2,-1,2,4,3,1,2,7,9,1,4,4,-18,5,-6,17,-4,-5,-4,-6,2,-21,6
440.2.a.f,440,2,0,0,1,-2,3,2,2,7,9,6,-5,5,-1,-20,2,-6,-13,-2,-3,0,-9,18,10,20,-1,26
440.2.a.g,440,2,0,0,1,-2,5,-2,6,-3,7,-6,13,-7,19,-8,2,2,7,-6,-21,0,-5,-6,2,-12,7,-18
441.2.a.a,441,1,0,-2,0,-2,0,2,-1,0,-1,0,-4,-9,3,-10,5,-6,-12,-12,-10,-5,6,3,-1,6,16,6
441.2.a.b,441,1,0,-2,0,2,0,2,1,0,1,0,-4,9,3,10,5,6,-12,12,10,-5,6,-3,-1,-6,-16,-6
441.2.a.c,441,1,0,-1,0,0,0,-4,0,0,0,-8,-2,0,-6,0,-12,0,10,0,0,4,-16,0,8,0,0,0
441.2.a.d,441,1,0,0,0,0,0,0,-7,0,-7,0,0,-7,-1,0,5,0,0,0,14,11,0,-7,-13,0,0,14
441.2.a.e,441,1,0,0,0,0,0,0,7,0,7,0,0,7,-1,0,5,0,0,0,-14,11,0,7,-13,0,0,-14
441.2.a.f,441,1,0,1,0,-2,0,-4,2,-6,-4,0,2,0,6,2,-4,0,-6,12,2,4,0,6,-16,-12,-14,-18
441.2.a.g,441,2,0,0,0,0,0,0,-4,0,8,0,0,8,4,0,-8,0,0,0,20,-8,0,-28,16,0,0,-28
441.2.a.h,441,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,24,0,0,0,0,8,0,0,16,0,0,0
441.2.a.i,441,2,0,2,0,-4,0,4,8,-4,0,4,8,-8,-8,-4,0,0,4,8,16,0,4,8,16,8,20,8
441.2.a.j,441,2,0,2,0,4,0,4,-8,4,0,4,8,8,-8,4,0,0,4,-8,-16,0,4,-8,16,-8,-20,-8
442.2.a.a,442,1,0,-1,2,2,2,2,-1,1,-4,-2,2,-2,2,2,0,4,-2,12,-6,8,6,2,-10,-12,14,-6
442.2.a.b,442,1,0,1,0,-4,-2,-2,-1,1,0,-4,2,-2,0,0,4,-8,-6,8,-2,16,-14,-16,8,-12,-18,-4
442.2.a.c,442,1,0,1,0,2,4,-2,-1,-1,0,2,8,-8,-6,12,4,-8,-6,-4,-8,-8,-8,8,-10,0,6,-16
442.2.a.d,442,1,0,1,2,-2,2,4,-1,-1,-4,8,-8,10,-10,-8,-12,8,2,12,0,-4,-6,-4,-4,12,-2,12
442.2.a.e,442,1,0,1,2,4,-4,-2,-1,-1,-4,-4,-8,4,8,10,0,8,2,0,12,8,0,-10,-4,0,-14,-6
442.2.a.f,442,2,0,-2,-4,0,0,-4,2,2,4,-8,-16,-8,-8,-4,-8,4,-8,-4,0,0,16,12,8,-32,4,-4
